Actor/EditorSuffix/GuideVisualQuadSplat,(Deprecated)=0
Actor/Name/SOpForwardEast,SOpForwardEast=445
Actor/Name/SOpForwardImpactGuide,SOpForwardImpactGuide=446
Actor/Name/SOpForwardLaunchGuide,SOpForwardLaunchGuide=447
Actor/Name/SOpForwardLaunchGuideDamage,SOpForwardLaunchGuideDamage=448
Actor/Name/SOpForwardLaunchGuideInverted,SOpForwardLaunchGuideInverted=449
Actor/Name/SOpForwardLaunchGuideStationary,SOpForwardLaunchGuideStationary=450
Actor/Name/SOpForwardNorth,SOpForwardNorth=451
Actor/Name/SOpForwardPointsUp,SOpForwardPointsUp=452
Actor/Name/SOpForwardQueryCaster,SOpForwardQueryCaster=453
Actor/Name/SOpForwardSourcePoint,SOpForwardSourcePoint=454
Actor/Name/SOpForwardTargetPoint,SOpForwardTargetPoint=455
Actor/Name/SOpForwardTargetPointInverted,SOpForwardTargetPointInverted=456
Actor/Name/SOpForwardTargetUnit,SOp Forward Target Unit=457
Actor/Name/SOpForwardWeapon,SOpForwardWeapon=458
Actor/Name/SOpForwardWest,SOpForwardWest=459
Actor/Name/SOpHeightLaunch,SOpHeightLaunch=460
Actor/Name/SOpHigherBy3,SOpHigherBy3=461
Actor/Name/SOpHigherBy5,SOpHigherBy5=462
Actor/Name/SOpHigherOfTerrainAndWater,SOpHigherOfTerrainAndWater=463
Actor/Name/SOpHostCasterOverhead,SOpHostCasterOverhead=464
Actor/Name/SOpHostMissile,SOpHostMissile=465
Actor/Name/SOpIncomingDirect,SOpIncomingDirect=466
Actor/Name/SOpIncomingDirect1,SOp Incoming Direct1=467
Actor/Name/SOpIncomingDirect1Dot5,SOp Incoming Direct1 Dot5=468
Actor/Name/SOpIncomingDirectDot15,SOp Incoming Direct Dot 15=469
Actor/Name/SOpIncomingDirectDot25,SOpIncomingDirectDot25=470
Actor/Name/SOpIncomingMissile,SOpIncomingMissile=471
Actor/Name/SOpIncomingMissileDot1,SOp Incoming Missile Dot1=472
Actor/Name/SOpIncomingMissileDot25,SOpIncomingMissileDot25=473
Actor/Name/SOpIncomingMissileDot5,SOp Incoming Missile Dot5=474
Actor/Name/SOpIncomingMissileDot75,SOp Incoming Missile Dot75=475
Actor/Name/SOpLocalOffsetHarness,SOpLocalOffsetHarness=476
Actor/Name/SOpMissile,SOpMissile=477
Actor/Name/SOpMotionDirection,SOpMotionDirection=478
Actor/Name/SOpMotionDirectionWeaponLeft,SOpMotionDirectionWeaponLeft=479
Actor/Name/SOpMotionDirectionWeaponRight,SOpMotionDirectionWeaponRight=480
Actor/Name/SOpMoveBackBy1,SOpMoveBackBy1=481
Actor/Name/SOpMoveBackBy2,SOpMoveBackBy2=482
Actor/Name/SOpMoveBy1,SOpMoveBy1=483
Actor/Name/SOpMoveBy1Dot5,SOpMoveBy1Dot5=484
Actor/Name/SOpMoveBy2,SOpMoveBy2=485
Actor/Name/SOpMoveBy3,SOp Move By3=486
Actor/Name/SOpMoveBy3Dot5,部位運算 - 移動 - 3點5 /// SOp Move By 3Dot5=487
Actor/Name/SOpMoveBy4,SOp Move By 4=488
Actor/Name/SOpMoveBy5Dot5,部位運算 - 移動 - 3點5 /// SOp Move By 5Dot5=489
Actor/Name/SOpMoveBy7,SOp Move By7=490
Actor/Name/SOpMoveByDot05,SOp Move By Dot 05=491
Actor/Name/SOpMoveByDot1,SOpMoveByDot1=492
Actor/Name/SOpMoveByDot15,SOp Move By Dot 15=493
Actor/Name/SOpMoveByDot15ToDot5,SOp Move By Dot 15 To Dot 5=494
Actor/Name/SOpMoveByDot25,SOpMoveByDot25=495
Actor/Name/SOpMoveByDot3,SOp Move By Dot 3=496
Actor/Name/SOpMoveByDot5,SOpMoveByDot5=497
Actor/Name/SOpMoveByDot5To1,SOp Move By Dot 5 To 1=498
Actor/Name/SOpMoveByDot75,SOp Move By Dot75=499
Actor/Name/SOpMoveDownBy1,SOp Move Down By1=500
Actor/Name/SOpMoveDownBy2,SOp Move Down By2=501
Actor/Name/SOpMoveDownByDot1,SOp Move Down By Dot1=502
Actor/Name/SOpMoveDownByDot15,SOp Move Down By Dot 15=503
Actor/Name/SOpMoveDownByDot15ToDot25,SOp Move Down By Dot 15 To Dot 25=504
Actor/Name/SOpMoveDownByDot25,SOp Move Down By Dot25=505
Actor/Name/SOpMoveDownByDot25ToDot75,SOp Move Down By Dot 25 To Dot 75=506
Actor/Name/SOpMoveDownByDot35,SOp Move Down By Dot 35=507
Actor/Name/SOpMoveDownByDot5,SOpMoveDownByDot5=508
Actor/Name/SOpMoveDownByDot75,SOp Move Down By Dot75=509
Actor/Name/SOpMoveUpBy1,SOpMoveUpBy1=510
Actor/Name/SOpMoveUpBy2,SOp Move Up By2=511
Actor/Name/SOpMoveUpBy3,SOp Move Up By 3=512
Actor/Name/SOpMoveUpBy4,SOp Move Up By4=513
Actor/Name/SOpMoveUpBy6,SOp Move Up By6=514
Actor/Name/SOpMoveUpBy7,SOp Move Up By7=515
Actor/Name/SOpMoveUpBy9,SOp Move Up By9=516
Actor/Name/SOpMoveUpByDot1,SOp Move Up By Dot1=517
Actor/Name/SOpMoveUpByDot15,SOp Move Up By Dot15=518
Actor/Name/SOpMoveUpByDot25,SOp Move Up By Dot25=519
Actor/Name/SOpMoveUpByDot5,SOp Move Up By Dot5=520
Actor/Name/SOpNEU,SOp =521
Actor/Name/SOpPatch10,SOpPatch10=522
Actor/Name/SOpPatch15,SOpPatch15=523
Actor/Name/SOpPatch35,SOpPatch35=524
Actor/Name/SOpPatch360,SOpPatch360=525
Actor/Name/SOpPatch45,SOpPatch45=526
Actor/Name/SOpPatch5,SOpPatch5=527
Actor/Name/SOpPhysicsImpactDeflection,SOpPhysicsImpactDeflection=528
Actor/Name/SOpPhysicsImpactNormal,SOpPhysicsImpactNormal=529
Actor/Name/SOpPointDown,SOpPointDown=530
Actor/Name/SOpPointDown1ByDot25,SOp Point Down 1 By Dot 25=531
Actor/Name/SOpPointDown1ByDot5,SOp Point Down 1 By Dot 5=532
Actor/Name/SOpPointSouthWorld,SOp Point South World=533
Actor/Name/SOpPointUp,SOp Point Up=534
Actor/Name/SOpPointUp1By1,SOpPointUp1By1=535
Actor/Name/SOpPointUp1ByDot25,SOp Point Up1 By Dot25=536
Actor/Name/SOpPointUp1ByDot5,SOp Point Up1 By Dot5=537
Actor/Name/SOpPointUpWorld,SOp Point Up World=538
Actor/Name/SOpRandomPointInCircle1Dot5,SOp Random Point In Circle1 Dot5=539
Actor/Name/SOpRandomPointInCircleDot2,SOp Random Point In Circle Dot 2=540
Actor/Name/SOpRandomPointInCircleDot25,SOp Random Point In Circle Dot 25=541
Actor/Name/SOpRandomPointInCircleDot35,SOp Random Point In Circle Dot 35=542
Actor/Name/SOpRandomPointInCrossbarDot15GaussInv,SOp Random Point In Crossbar Dot 15 Gauss Inv=543
Actor/Name/SOpRandomPointInCrossbarDot25GaussInv,SOp Random Point In Crossbar Dot 25 Gauss Inv=544
Actor/Name/SOpRandomPointInCrossbarDot4GaussInv,SOp Random Point In Crossbar Dot 4 Gauss Inv=545
Actor/Name/SOpRandomPointInSphereDot15,SOp Random Point In Sphere Dot15=546
Actor/Name/SOpRandomPointInSphereDot25,SOp Random Point In Sphere Dot25=547
Actor/Name/SOpRandomPointInSphereDot5,SOp Random Point In Sphere Dot5=548
Actor/Name/SOpRandomPointOnCircleDot25,SOp Random Point On Circle Dot25=549
Actor/Name/SOpRollClockwise90,SOp Roll Clockwise 90=550
Actor/Name/SOpRollCounterClockwise90,SOp Roll Counter Clockwise 90=551
Actor/Name/SOpRotVariancerForward15,SOp Rot Variancer Forward 15=552
Actor/Name/SOpRotVariancerForward30,SOpRotVariancerForward30=553
Actor/Name/SOpRotVariancerForward45,SOp Rot Variancer Forward 45=554
Actor/Name/SOpRotVariancerForward60,SOp Rot Variancer Forward 60=555
Actor/Name/SOpRotVariancerForward90,SOp Rot Variancer Forward 4590=556
Actor/Name/SOpRotVariancerUp15,SOpRotVariancerUp15=557
Actor/Name/SOpRotVariancerUp25,SOp Rot Variancer Up 25=558
Actor/Name/SOpRotVariancerUp35,SOp Rot Variancer Up 35=559
Actor/Name/SOpRotVariancerUp60,SOp Rot Variancer Up 60=560
Actor/Name/SOpRotationExplicitHarness,SOpRotationExplicitHarness=561
Actor/Name/SOpRotationRandomDisc,SOpRotationRandomDisc=562
Actor/Name/SOpRotationRandomFull,SOpRotationRandomFull=563
Actor/Name/SOpRotationRandomPitch30,SOp Rotation Random Pitch 30=564
Actor/Name/SOpRotationSmooth,SOpRotationSmooth=565
Actor/Name/SOpSelectionOffset,SOpSelectionOffset=566
Actor/Name/SOpShadow,SOpShadow=567
Actor/Name/SOpShadowAsyncPrecise,SOpShadowAsyncPrecise=568
Actor/Name/SOpShadowSyncAir,SOpShadowSyncAir=569
Actor/Name/SOpShadowSyncGround,SOpShadowSyncGround=570
Actor/Name/SOpSourcePoint,SOpSourcePoint=571
Actor/Name/SOpSourcePointSationary,SOpSourcePointSationary=572
Actor/Name/SOpSourcePointStationary,SOpSourcePointStationary=573
Actor/Name/SOpSourceUnitStationary,SOpSourceUnitStationary=574
Actor/Name/SOpSplashDamagePositionVariance,SOpSplashDamagePositionVariance=575
Actor/Name/SOpTargetPoint,SOpTargetPoint=576
Actor/Name/SOpTargetPointStationary,SOpTargetPointStationary=577
Actor/Name/SOpTargetUnit,SOpTargetUnit=578
Actor/Name/SOpTargetUnitZ,SOpTargetUnitZ=579
Actor/Name/SOpTerrainSquibPositionVariance,SOpTerrainSquibPositionVariance=580
Actor/Name/SOpTipability,SOpTipability=581
Actor/Name/SOpTipabilityFloorScope,SOpTipabilityFloorScope=582
Actor/Name/SOpUpDefault,SOpUpDefault=583
Actor/Name/SOpUpDefaultHoldRotation,SOpUpDefaultHoldRotation=584
Actor/Name/SOpWaterPlane,SOp Water Plane=585
Actor/Name/SOpWaterWaves,SOp Water Waves=586
Actor/Name/SYSTEM_ActorConfig,SYSTEM_ActorConfig=587
Actor/Name/SYSTEM_Scene,SYSTEM_Scene=588
Actor/Name/SceneUIHarness,Scene UIHarness=589
Actor/Name/SceneUISound,Scene UISound=590
Actor/Name/Simple,Simple=591
Actor/Name/SiteAttachHarness,Site Attach Harness=592
Actor/Name/SiteCenter,SiteCenter=593
Actor/Name/SiteCenterFollow,SiteCenterFollow=594
Actor/Name/SiteCenterStationary,SiteCenterStationary=595
Actor/Name/SiteChest,SiteChest=596
Actor/Name/SiteChestFollow,SiteChestFollow=597
Actor/Name/SiteChestStationary,SiteChestStationary=598
Actor/Name/SiteDamageRandom,SiteDamageRandom=599
Actor/Name/SiteDetection,SiteDetection=600
Actor/Name/SiteEffectSourceStationary,SiteEffectSourceStationary=601
Actor/Name/SiteEffectTargetStationary,SiteEffectTargetStationary=602
Actor/Name/SiteEffectTargetStationaryGround,SiteEffectTargetStationaryGround=603
Actor/Name/SiteHardpoint1Follow,SiteHardpoint1Follow=604
Actor/Name/SiteHardpoint2Follow,SiteHardpoint2Follow=605
Actor/Name/SiteHardpoint3Follow,SiteHardpoint3Follow=606
Actor/Name/SiteHardpointFollow,SiteHardpointFollow=607
Actor/Name/SiteHead,SiteHead=608
Actor/Name/SiteHeadFollow,SiteHeadFollow=609
Actor/Name/SiteHosted,SiteHosted=610
Actor/Name/SiteHostedUnit,SiteHostedUnit=611
Actor/Name/SiteOrigin,SiteOrigin=612
Actor/Name/SiteOriginFollow,SiteOriginFollow=613
Actor/Name/SiteOriginShadow,SiteOriginShadow=614
Actor/Name/SiteOriginShadowAccurate,Site Origin Shadow Accurate=615
Actor/Name/SiteOriginStationary,SiteOriginStationary=616
Actor/Name/SiteOverhead,SiteOverhead=617
Actor/Name/SiteOverheadFollow,SiteOverheadFollow=618
Actor/Name/SiteOverheadStationary,SiteOverheadStationary=619
Actor/Name/SiteScopeFollow,SiteScopeFollow=620
Actor/Name/SiteScopeStationary,SiteScopeStationary=621
Actor/Name/SiteTarget,SiteTarget=622
Actor/Name/SiteTargetFollow,SiteTargetFollow=623
Actor/Name/SiteTargetStationary,SiteTargetStationary=624
Actor/Name/SiteTargetStationaryGround,SiteTargetStationaryGround=625
Actor/Name/SiteUNIT,SiteUNIT=626
Actor/Name/SiteUnitMark,SiteUnitMark=627
Actor/Name/SiteWeapon,SiteWeapon=628
Actor/Name/SiteWeapon01,SiteWeapon01=629
Actor/Name/SiteWeapon01Follow,SiteWeapon01Follow=630
Actor/Name/SiteWeapon02Follow,SiteWeapon02Follow=631
Actor/Name/SiteWeaponFollow,SiteWeaponFollow=632
Actor/Name/SiteWeaponShadow,SiteWeaponShadow=633
Actor/Name/SiteWeaponStationary,SiteWeaponStationary=634
Actor/Name/SiteWorld,SiteWorld=635
Actor/Name/Snapshot,Snapshot=636
Actor/Name/SnapshotBase,Snapshot Base=637
Actor/Name/SnapshotNoOpacity,SnapshotNoOpacity=638
Actor/Name/Sound,Sound=639
Actor/Name/SoundContinuous,SoundContinuous=640
Actor/Name/SoundEmitter,SoundEmitter=641
Actor/Name/SoundHosted,SoundHosted=642
Actor/Name/SoundOneShot,SoundOneShot=643
Actor/Name/Splat,Splat=644
Actor/Name/SplatHosted,SplatHosted=645
Actor/Name/Squib,Squib=646
Actor/Name/SquibHosted,SquibHosted=647
Actor/Name/StereoscopicOptionsUnit,Stereoscopic Options Unit=648
Actor/Name/SyncFlashingSelection,SyncFlashingSelection=649
Actor/Name/SyncSelection,SyncSelection=650
Actor/Name/TerrainMgr,Terrain Mgr=651
Actor/Name/TerrainObjectPreviewModel,TerrainObjectPreviewModel=652
Actor/Name/TerrainSquibHarnessContinuous,Terrain Squib Harness Continuous=653
Actor/Name/TerrainSquibHarnessOneShot,Terrain Squib Harness One Shot=654
Actor/Name/TerranModelConstruction,Terran Model Construction=655
Actor/Name/TestForce,測試力道 /// Test Force=656
Actor/Name/TestForceHuge,Test Force Huge=657
Actor/Name/TestForceStrong,Test Force Strong=658
Actor/Name/TestImpulse,Test Impulse=659
Actor/Name/TestImpulseHuge,Test Impulse Huge=660
Actor/Name/TestImpulseStrong,Test Impulse Strong=661
Actor/Name/TriggerModel,Trigger Model=662
Actor/Name/TriggerRegion,Trigger Region=663
Actor/Name/UnitDeathBodySquibHarness,Unit Death Body Squib Harness=664
Actor/Name/UnitDeathBodySquibHarnessBlood,Unit Death Body Squib Harness Blood=665
Actor/Name/UnitDeathBodySquibModelHarness,Unit Death Body Squib Model Harness=666
Actor/Name/UnitDeathBodySquibModelHarnessBlood,Unit Death Body Squib Model Harness Blood=667
Actor/Name/UnitDeathBodySquibSoundHarness,Unit Death Body Squib Sound Harness=668
Actor/Name/UnitDeathModel,UnitDeathModel=669
Actor/Name/UnitDeathModelNoTeamColor,Unit Death Model No Team Color=670
Actor/Name/UnitDeathModelNoTeamColorUnscaled,Unit Death Model No Team Color Unscaled=671
Actor/Name/UnitDeathModelPersistent,UnitDeathModelPersistent=672
Actor/Name/UnitDeathModelPersistentFogPause,Unit Death Model Persistent Fog Pause=673
Actor/Name/UnitDeathModelPersistentUnscaled,Unit Death Model Persistent Unscaled=674
Actor/Name/UnitDeathModelUnscaled,UnitDeathModelUnscaled=675
Actor/Name/UnitDeathModelWithDeathMotionFlier,Unit Death Model With Death Motion Flier=676
Actor/Name/UnitDeathModelWithDeathMotionGround,Unit Death Model With Death Motion Ground=677
Actor/Name/UnitDeathModelWithDeathMotionGroundUnscaled,Unit Death Model With Death Motion Ground Unscaled=678
Actor/Name/UnitDeathRagdoll,Unit Death Ragdoll=679
Actor/Name/UnitDeathRagdollFlier,Unit Death Ragdoll Flier=680
Actor/Name/UnitDeathRagdollTeamColor,Unit Death Ragdoll Team Color=681
Actor/Name/UnitDeathRagdollTerminateExtrasMacro,Unit Death Ragdoll Terminate Extras Macro=682
Actor/Name/UnitDeathRagdollTerminateExtrasRemovalMacro,Unit Death Ragdoll Terminate Extras Removal Macro=683
Actor/Name/UnitDeathRagdollTimingExtensionMacro,Unit Death Ragdoll Timing Extension Macro=684
Actor/Name/UnitDeathRagdollTimingExtensionRemovalMacro,Unit Death Ragdoll Timing Extension Removal Macro=685
Actor/Name/UnitDeathRagdollWithTeamColor,Unit Death Ragdoll With Team Color=686
Actor/Name/UnitDeathSound,UnitDeathSound=687
Actor/Name/UnitDeathVoice,UnitDeathVoice=688
Actor/Name/UnitFootprint,Unit Footprint=689
Actor/Name/UnitModelFrameActor,UnitModelFrameActor=690
Actor/Name/UnitSound,Unit Sound=691
Actor/Name/UnitSoundHiddenCheck,Unit Sound Hidden Check=692
Actor/Name/UnpoweredVisual,Unpowered Visual=693
Actor/Name/ZergGuideVisualQuad,Zerg Guide Visual Quad=694
Actor/Name/ZergGuideVisualQuadCenter,Zerg Guide Visual Quad Center=695
Actor/Name/ZergGuideVisualQuadDown,Zerg Guide Visual Quad Down=696
Actor/Name/ZergGuideVisualQuadDownRedScaled,Zerg Guide Visual Quad Down Red Scaled=697
Actor/Name/ZergGuideVisualQuadDownScaled,Zerg Guide Visual Quad Down Scaled=698
Actor/Name/ZergGuideVisualQuadImpact,Zerg Guide Visual Quad Impact=699
Actor/Name/ZergGuideVisualQuadLaunch,Zerg Guide Visual Quad Launch=700
Actor/Name/ZergGuideVisualQuadRed,Zerg Guide Visual Quad Red=701
Actor/Name/ZergGuideVisualQuadRedCenter,Zerg Guide Visual Quad Red Center=702
Actor/Name/ZergGuideVisualQuadRedImpact,Zerg Guide Visual Quad Red Impact=703
Actor/Name/ZergGuideVisualQuadRedLaunch,Zerg Guide Visual Quad Red Launch=704
Actor/Name/ZergPlacementModel,Zerg Placement Model=705
Alert/Name/AIComm,AIComm=706
Alert/Name/AddOnComplete,AddOnComplete=707
Alert/Name/AmmoComplete,AmmoComplete=708
Alert/Name/Attack,Attack=709
Alert/Name/AttackTown,AttackTown=710
Alert/Name/AttackTownAlly,AttackTownAlly=711
Alert/Name/AttackUnit,AttackUnit=712
Alert/Name/AttackUnitAlly,AttackUnitAlly=713
Alert/Name/BuildComplete,BuildComplete=714
Alert/Name/CAlert,CAlert=715
Alert/Name/CalldownLaunch,CalldownLaunch=716
Alert/Name/CalldownLaunchObserver,Calldown Launch Observer=717
Alert/Name/Error,Error=718
Alert/Name/Global,Global=719
Alert/Name/MergeComplete,MergeComplete=720
Alert/Name/MorphComplete,MorphComplete=721
Alert/Name/MothershipComplete,MothershipComplete=722
Alert/Name/NoAlert,No Alert=723
Alert/Name/Observer,Observer=724
Alert/Name/ResourceDepleted_Mineral,ResourceDepleted_Mineral=725
Alert/Name/ResourceDepleted_Vespene,ResourceDepleted_Vespene=726
Alert/Name/ResourceDowntime_Vespene,ResourceDowntime_Vespene=727
Alert/Name/ResourceExhausted_Mineral,ResourceExhausted_Mineral=728
Alert/Name/ResourcesReceived,ResourcesReceived=729
Alert/Name/ResourcesSent,ResourcesSent=730
Alert/Name/ReviveComplete,ReviveComplete=731
Alert/Name/ReviveError,Revive Error=732
Alert/Name/SpecializeComplete,SpecializeComplete=733
Alert/Name/StartLocation,Start Location=734
Alert/Name/TrainComplete,TrainComplete=735
Alert/Name/TrainError,TrainError=736
Alert/Name/TrainWorkerComplete,TrainWorkerComplete=737
Alert/Name/Transmission,Transmission=738
Alert/Name/Trigger,Trigger=739
Alert/Name/UpgradeComplete,UpgradeComplete=740
Alert/Name/WarpTrainComplete,WarpTrainComplete=741
AttachMethod/Name/AMAttachesWithKeywords,AMAttaches With Keywords=742
AttachMethod/Name/AMAttachesWithoutKeywords,AMAttaches Without Keywords=743
AttachMethod/Name/AMFilterBodySquibs,AMFilter Body Squibs=744
AttachMethod/Name/AMNodeOccupancyDeathBlood,AMNode Occupancy Death Blood=745
AttachMethod/Name/AMReductionForBloodGroundSpew,AMReduction For Blood Ground Spew=746
AttachMethod/Name/AMReductionForBodySquibs,AMReduction For Body Squibs=747
AttachMethod/Name/CAttachMethod,CAttachMethod=748
AttachMethod/Name/CAttachMethodFilter,CAttachMethodFilter=749
AttachMethod/Name/CAttachMethodPattern,CAttachMethodPattern=750
AttachMethod/Name/CAttachMethodProximity,CAttachMethodProximity=751
AttachMethod/Name/CAttachMethodRandom,CAttachMethodRandom=752
AttachMethod/Name/CAttachMethodReduction,CAttachMethodReduction=753
BankCondition/Name/CBankConditionCompare,CBankConditionCompare=754
BankCondition/Name/CBankConditionCompareValueCount,CBankConditionCompareValueCount=755
BankCondition/Name/CBankConditionCompareValueSum,CBankConditionCompareValueSum=756
Beam/Name/BeamStandard,Beam Standard=757
Beam/Name/CBeamAsyncLinear,CBeamAsyncLinear=758
Beam/Name/GenericBeam,Generic Beam=759
Button/EditorSuffix/BeaconMove,(Beacon)=760
Button/EditorSuffix/CancelBuilding, - Building=761
Camera/Name/BlizzardAllStars,Blizzard All-Stars Camera=762
Camera/Name/CCamera,CCamera=763
Camera/Name/Dflt,Default Camera=764
Camera/Name/Floaty,Floaty Camera=765
Camera/Name/Installation,Installation=766
Camera/Name/Marine,Marine=767
Camera/Name/Micro,Micro=768
Camera/Name/SpacePlatform,SpacePlatform=769
Cliff/Name/CCliff,CCliff=770
CliffMesh/Name/CCliffMesh,CCliffMesh=771
Conversation/Name/CConversation,Default Settings=772
ConversationState/Name/CConversationState,CConversationState=773
Cursor/Name/Arrow,Arrow=774
Cursor/Name/Arrow_Prot,Arrow_Prot=775
Cursor/Name/Arrow_Terr,Arrow_Terr=776
Cursor/Name/Arrow_Zerg,Arrow_Zerg=777
Cursor/Name/Crosshairs,Crosshairs=778
Cursor/Name/Crosshairs_Prot,Crosshairs_Prot=779
Cursor/Name/Crosshairs_Zerg,Crosshairs_Zerg=780
Cursor/Name/DragScroll,DragScroll=781
Cursor/Name/DragScroll_Prot,DragScroll_Prot=782
Cursor/Name/DragScroll_Zerg,DragScroll_Zerg=783
Cursor/Name/EdgeScrollBottom,EdgeScrollBottom=784
Cursor/Name/EdgeScrollBottomLeft,EdgeScrollBottomLeft=785
Cursor/Name/EdgeScrollBottomLeft_Prot,EdgeScrollBottomLeft_Prot=786
Cursor/Name/EdgeScrollBottomLeft_Zerg,EdgeScrollBottomLeft_Zerg=787
Cursor/Name/EdgeScrollBottomRight,EdgeScrollBottomRight=788
Cursor/Name/EdgeScrollBottomRight_Prot,EdgeScrollBottomRight_Prot=789
Cursor/Name/EdgeScrollBottomRight_Zerg,EdgeScrollBottomRight_Zerg=790
Cursor/Name/EdgeScrollBottom_Prot,EdgeScrollBottom_Prot=791
Cursor/Name/EdgeScrollBottom_Zerg,EdgeScrollBottom_Zerg=792
Cursor/Name/EdgeScrollLeft,EdgeScrollLeft=793
Cursor/Name/EdgeScrollLeft_Prot,EdgeScrollLeft_Prot=794
Cursor/Name/EdgeScrollLeft_Zerg,EdgeScrollLeft_Zerg=795
Cursor/Name/EdgeScrollRight,EdgeScrollRight=796
Cursor/Name/EdgeScrollRight_Prot,EdgeScrollRight_Prot=797
Cursor/Name/EdgeScrollRight_Zerg,EdgeScrollRight_Zerg=798
Cursor/Name/EdgeScrollTop,EdgeScrollTop=799
Cursor/Name/EdgeScrollTopLeft,EdgeScrollTopLeft=800
Cursor/Name/EdgeScrollTopLeft_Prot,EdgeScrollTopLeft_Prot=801
Cursor/Name/EdgeScrollTopLeft_Zerg,EdgeScrollTopLeft_Zerg=802
Cursor/Name/EdgeScrollTopRight,EdgeScrollTopRight=803
Cursor/Name/EdgeScrollTopRight_Prot,EdgeScrollTopRight_Prot=804
Cursor/Name/EdgeScrollTopRight_Zerg,EdgeScrollTopRight_Zerg=805
Cursor/Name/EdgeScrollTop_Prot,EdgeScrollTop_Prot=806
Cursor/Name/EdgeScrollTop_Zerg,EdgeScrollTop_Zerg=807
Cursor/Name/EditBar,EditBar=808
Cursor/Name/EditBar_Terr,EditBar_Terr=809
Cursor/Name/GripClosed,GripClosed=810
Cursor/Name/GripClosed_Terr,GripClosed_Terr=811
Cursor/Name/GripOpen,GripOpen=812
Cursor/Name/GripOpen_Terr,GripOpen_Terr=813
Cursor/Name/Hyperlink,Hyperlink=814
Cursor/Name/Hyperlink_Terr,Hyperlink_Terr=815
