AUTHENTICATION_BETA_REGION,Beta=0
ActorDebug/MissingAttachKeyword,遺失ID上的附加屬性 -- MAX檔案附加參照名稱是否包含了不存在於EAttachKeyword的列舉值？=294
ActorDebug/MissingPlayerDecalTexture,無法在材質連結%1找到玩家徽記。=295
ActorDebug/MissingSupersede,無法找到死亡名稱%1來替代動作者項目%3的死亡資料群組%2!=296
ActorDebug/MissingTextureFile,無法在TextureData.xml的材質項%2中找到材質檔案%1。=297
ActorDebug/ModelAspectConfirmInvalid,必須發送ModelAspectConfirm訊息以回應ModelAspectTest訊息。=298
ActorDebug/ModelDataEventHasInvalidTime,模型%1；%2指派事件至只有%3秒的動畫。=299
ActorDebug/ModelError,模型%1；%2=300
ActorDebug/ModelEventSoundIsDeprecated,ModelLink[%1]模型%2；不宜使用從模型發送非傳輸音效事件。=301
ActorDebug/ModelEventSpawnIsDeprecated,ModelLink[%1]模型%2；不宜使用發送模型生成事件。=302
ActorDebug/ModelEventSplatIsDeprecated,ModelLink[%1]模型%2；不宜使用發送模型效果圖事件。=303
ActorDebug/ModelInitFailure,透過%1創建模型；無法初始化。=304
ActorDebug/ModelInvalidHarness,含有一個非「預設動作者模型」的模型套件[%1]。=305
ActorDebug/ModelMaterialAlreadyApplied,此CActorModelMaterial已套用至目標動作者：%1。=306
ActorDebug/ModelMaterialBadApplyOtherMaterial,無法將模型材質套用至另一個模型材質。=307
ActorDebug/ModelMaterialBadApplyOtherMaterial2,無法將一個模型材質套用至另一個模型材質，此處為%1。=308
ActorDebug/ModelMaterialBadApplyRef,找不到參照%1的動作者模型來套用模型材質。=309
ActorDebug/ModelMaterialBadApplyRef2,無法將模型材質套用至以%2為參照的動作者%1，因為並非CActorModel。=310
ActorDebug/ModelMaterialBadApplySelf,無法將模型材質套用於自身。=311
ActorDebug/ModelMaterialBadRemoveRef,找不到參照%1的動作者模型來移除模型材質。=312
ActorDebug/ModelMaterialBadRemoveRef2,無法從以%2為參照的動作者%1刪除模型材質，因為並非CActorModel。=313
ActorDebug/ModelMaterialCannotFind,移除失敗。找不到「預設動作者模型材質」[%1]。=314
ActorDebug/ModelMaterialCreatedBadType,%1並非「預設動作者模型材質」，因此無法創造此動作者來回應「模型材質附加」訊息。=315
ActorDebug/ModelMaterialCreationFailure,無法創造CActorModelMaterial[%1]。=316
ActorDebug/ModelMaterialNonSingleMaterial,材質模型[%1]含有的材質大於一種，但是只有支援一種材質。=317
ActorDebug/ModelMaterialNotFound,此CActorModelMaterial目前尚未套用至目標動作者：%1。=318
ActorDebug/ModelMaterialsNone,無模型材質。=319
ActorDebug/ModelMaterialsSetVisibilityUnsupported,由於這個在CActorModelMaterial中的模型只不過是提供材質的角色，並非實際可見的物件，因此該動作者永久隱形，並且無法變更其標準可見度狀態。如要隱藏某個材質，請使用ModelMaterialSetVisibility訊息。=320
ActorDebug/ModelMaterialsSetVisibilityUselessParams,當模型材質是直接發送至CActorModelMaterial時，名稱在ModelMaterialSetVisibility訊息中無關緊要。=321
ActorDebug/ModelRadiusError,模型%1的範圍%2比其未拘束模型的範圍%3還要大。這可能會造成不準確的空間查詢。=322
ActorDebug/ModelSwapFailed,無法以modelLink%1處理ModelSwap。=323
ActorDebug/ModelVariationOnRadiusError,模型%1的變數%2擁有的範圍%3比其未拘束模型的範圍%4還要大。這可能會造成不準確的空間查詢。=324
ActorDebug/ModelVariationRadiusError,模型%1的變數%2擁有的範圍%3比其變數的未拘束模型的範圍%4還要大。這可能會造成不準確的空間查詢。=325
ActorDebug/MoreThanOneUnitActor,超過一個「動作者單位」存在於相同的單位範圍：%1 %2=326
ActorDebug/MostRecentEffectScope,最近的效果範圍=327
ActorDebug/MoverMoveNoDest,收到沒有目的地的移動器移動訊息。=328
ActorDebug/NeedActorModel,此siteOp需要一個CActorModel或是一個屬於其子類別的物件來運作。=329
ActorDebug/NeedParameter,需要參數：單位元、範圍、全域性。=330
ActorDebug/NeedTypeParameter,在BasicType參數內含有效的WorldPosition，但無WorldPosition類型。=331
ActorDebug/NoAttachPointFound,找不到含動作者：%2的依附鍵%1的依附點。=332
ActorDebug/NoBearingsYet,還沒有方位。初始化中...=333
ActorDebug/NoPhysicsBodies,沒有物理主體在模型[%1] m3[%2]上。=334
ActorDebug/NoPhysicsInstance,沒有物理實例在模型[%1] m3[%2]上。=335
ActorDebug/NoTriggerMessage,%1訊息：無觸發訊息。=336
ActorDebug/None,<無>=337
ActorDebug/NonexistentMatchSlot,模型%1；編輯器材質比對含不存在的欄位%2。=338
ActorDebug/NonexistentMatchSourceSlot,模型%1；編輯器材質比對在目標欄位%3含不存在的來源欄位%2。=339
ActorDebug/NonexistentSlot,模型%1；編輯器材質呈現含不存在的欄位。=340
ActorDebug/NonuserMessage,嘗試寄送非使用者（non-USER）訊息。%1=341
ActorDebug/OneCActorActionPerEffect,每個效果只可創造一個「預設動作者動作」[%1]。=342
ActorDebug/PhysicsBodyList,模型[%1] m3[%2]的物理主體列表。=343
ActorDebug/PhysicsBodyShape,形狀=344
ActorDebug/PhysicsCreationFailureActorPhysicsOff,無法初始化%1的物理性；由動作者生成之物理性已關閉，使用作弊碼togactorphysics來重新啟用。=345
ActorDebug/PhysicsCreationFailureCustomDeath,自訂死亡=346
ActorDebug/PhysicsCreationFailureDeathCustomsPhysicsOff,無法初始化%1的物理性；由動作者單位生成之物理性已關閉。使用DeathCustomsEnablePhysics訊息將其重新啟動。=347
ActorDebug/PhysicsCreationFailureInvalidPhysicsModelLink,無法初始化%1的物理性；此處無法生成物理性，因為模型連結無效。=348
ActorDebug/PhysicsCreationFailureLowQualityModelsOptionActive,無法初始化%1的物理性；低品質模型圖形選項會完全無法觸發物理死亡。=349
ActorDebug/PhysicsCreationFailureMaxComplexRagdollCount,無法初始化%1的物理性；複雜度最大化的死亡布娃娃計數已達(%2)。=350
ActorDebug/PhysicsCreationFailureMaxRigidBodyCount,無法初始化%1的物理性；硬度最大化的主體計數已達(%2)。=351
ActorDebug/PhysicsCreationFailureModel,模型連結=352
ActorDebug/PhysicsCreationFailureNonLocalModel,無法初始化%1的物理性；模型非本地。=353
ActorDebug/PhysicsCreationFailureRagdollsDisabled,無法初始化%1的物理性；複雜死亡布娃娃（具有關節）已為模型品質圖形選項所關閉。=354
ActorDebug/PhysicsCreationFailureTeenEnabled,無法初始化%1的物理性；減少暴力特效選項已啟用。=355
ActorDebug/PhysicsDensity,密度=356
ActorDebug/PhysicsFriction,摩擦=357
ActorDebug/PhysicsImpactAutoVolumeBadRange,自動音量的最大級別必須大於自動音量的最小級別。=358
ActorDebug/PhysicsInitFailureSpyOff,偵察物理初始化失敗功能已關閉。=359
ActorDebug/PhysicsInitFailureSpyOn,偵察物理初始化失敗功能已啟用。=360
ActorDebug/PhysicsMatchKeysOrdered,PhysicsMatchKeysOrdered[%1]=361
ActorDebug/PhysicsMatchMaterialCannotBeOverridden,無法將%2位置的地形覆寫為物理材料%1。=362
ActorDebug/PhysicsMatchMaterialCannotBeRestored,無法找到修復%2位置的物理材料[%1]。=363
ActorDebug/PhysicsMaterial,物理材料=364
ActorDebug/PhysicsRestitution,復原=365
ActorDebug/PhysicsShapeCapsule,密封艙狀=366
ActorDebug/PhysicsShapeMesh,網格=367
ActorDebug/PhysicsShapePolytope,多面體=368
ActorDebug/PhysicsShapeSphere,球狀體=369
ActorDebug/PhysicsShapeTriangle,三角形=370
ActorDebug/PhysicsShapeUnknown,不明=371
ActorDebug/PlayingMoviesRestrictedToBlizzardMaps,目前Blizzard地圖尚未開放播放影片的功能。=372
ActorDebug/PortraitCustomizationMissingModel,PortraitCustomize訊息沒有頭像模型。=373
ActorDebug/PredictionTurningToggleStateOff,預先關閉偵查。=374
ActorDebug/PredictionTurningToggleStateOn,預先開啟偵查。=375
ActorDebug/PropertyCurveCannotAddPointsAfterReady,當曲線開始後便無法再新增點至其上。問題：%1。=376
ActorDebug/PropertyCurveCannotFindCurve,無法找到曲線%1。問題：%2。=377
ActorDebug/PropertyCurveNotEnoughDataToStart,曲線%1至少必須要有所有組件的兩個點。問題是組件%2。起始失敗。=378
ActorDebug/PropertyCurvePointsMustAdvance,後續的點必須存在得越來越長久。問題：%1。忽略數值。=379
ActorDebug/PropertyCurveUnsupportedComponent,曲線%1不支援組件%2。問題：%3。=380
ActorDebug/QuadInvalid,四向無效。=381
ActorDebug/ReceivedInvalidMessage,收到無效的訊息%1。=382
ActorDebug/RegionInvalidSize,地區尺寸無效。=383
ActorDebug/RegionNoPoints,地區無地點。=384
ActorDebug/RequestingUnknownActor,嘗試要求一個含未知值的動作者。請求者：%1=385
ActorDebug/RequestorBadScope,Must use Implicit/Caster/Target Scope keywords when requestor was not created by an effect. Requestor: %1=386
ActorDebug/RequestorNeedsEffect,當請求者被一個效果創建時，才可使用「要求效果」（Request Effect）。請求者：請求者：%1=387
ActorDebug/RequestorNeedsSpecificType,缺乏一個指定範圍類型，因此無法將一個動作者創建於一個特殊效果。請求者：%1=388
ActorDebug/RequiresAnimName,%1；此訊息需要使用中的動畫的有效名稱。=389
ActorDebug/ResolveAnimationAliasesMultiple,=390
ActorDebug/ResolveAnimationAliasesNone,=391
ActorDebug/SelectedUnit,選取的單位=392
ActorDebug/SequentialProgressAnimsInvalid,為動作者%3執行%1 %2；偵測到後續的動畫%4：%5；%6。=393
ActorDebug/SerpentElementLengthBad,需要非零基本元素長度，數值越小移動就越流暢，但犧牲更多效能。=394
ActorDebug/SerpentMissingHead,無法找到蛇頭。=395
ActorDebug/SerpentMissingHeadSiteOp,蛇頭動作者沒有蛇頭部位運算元。=396
ActorDebug/SerpentMissingHeadSiteOps,蛇頭動作者沒有部位運算元。=397
ActorDebug/SerpentSegmentLengthBad,蛇頭區段之間必須具有非零距離。壞區段：%1=398
ActorDebug/SerpentSegmentTooSmall,每個區段必須要大到至少能夠新增2個骨幹點。=399
ActorDebug/SerpentTurnSmoothingActivationAngleMismatch,「流暢轉向啟用最小角度」必須小於「流暢轉向啟用最大角度」。=400
ActorDebug/SerpentUndulationAmplitudePerUnitBad,游泳的蛇需要每個單位都為非零振幅。=401
ActorDebug/SerpentUndulationElementLengthBad,游泳的蛇需要非零元素長度。=402
ActorDebug/SerpentUndulationWavelengthBad,游泳的蛇需要非零波長。=403
ActorDebug/SiteOpAttachVolumeNeedsActorAction,「預設動作者部位運算符的附加物體積」只能用於「預設動作者動作」所創建的動作者。=404
ActorDebug/SiteOpBankerUnitInvalidRollMax,最大轉動必須是非小型和<= 180.0度。=405
ActorDebug/SiteOpBankerUnitNoRollInArc,需要一個非小型的捲入弧形=406
ActorDebug/SiteOpBankerUnitNoRollOutDuration,需要一個非小型捲出持續時間=407
ActorDebug/SiteOpEffectNoParams,%1此部位運算符只能作用於效果所直接建立的動作者，或透過發送「創建」訊息由效果直接建立的動作者。=408
ActorDebug/SiteOpForwardBadParams,%1; CActorSiteOpForward cannot have both an explicit vector and a host or siteOps.=409
ActorDebug/SiteOpInitFailure,%1無法初始化。=410
ActorDebug/SiteOpInitInfiniteLoop,%1含有其本身的參照，因此無法進行初始化，以防止在此部位運算創造無數個實例。=411
ActorDebug/SiteOpRotatorFailure,%1旋轉器沒有指定本地軸。=412
ActorDebug/SiteOpUp,%1; CActorSiteOpUp cannot have both an explicit vector and a host or siteOps.=413
ActorDebug/SnapshotCreationFromDataNotSupported,目前不支援從資料創建預設動作者擷圖。=414
ActorDebug/SnapshotCreationRequiresSnapshotScope,只能在擷圖範圍內創建預設動作者擷圖。=415
ActorDebug/SoundInitFailure,無法將音效初始化；%1=416
ActorDebug/SoundInvalidHarness,含有一個非「預設動作者音效」的模型套件[%1]。=417
ActorDebug/SourceWalkAnimMoveSpeedFromHasInvalidSource,無法為refKey [%1]找到有效來源。=418
ActorDebug/SpawnFootprintInvalidActor,模型事件無法生成位跡動作者%1。=419
ActorDebug/SpawnFootprintInvalidModel,模型事件無法生成位跡模型%1。=420
ActorDebug/SpawnSoundInvalidActor,模型事件無法生成音效動作者%1。=421
ActorDebug/SpawnSoundInvalidSound,模型事件無法生成音效%1。=422
ActorDebug/SplatCreateFailure,檔案%1；無法創建效果圖。=423
ActorDebug/SplatCreateFailureBadScale,檔案%1；無法創建效果圖。錯誤比例%2。=424
ActorDebug/SplatInitFailure,來源%1；檔案%2；無法初始化效果圖。=425
ActorDebug/SplatSourceInitFailure,來源%1；檔案%2；無法初始化效果圖來源。=426
ActorDebug/StatusDecrementFail,嘗試遞減不存在的狀態[%1]。=427
ActorDebug/TerrainSquibInvalidBand,地形爆破帶的「向上面」不得低於「向下面」。「群組名稱」[%2]的地形爆破索引%1。=428
ActorDebug/TerrainSquibInvalidTriggerValues,地形爆破效果必須由移動距離不為零或閒置週期不為零者觸發。群組名稱[%2]的漣漪索引%1。=429
ActorDebug/TerrainSquibNullBand,地形爆破帶的範圍不得為0。群組名稱[%2]的地形爆破索引%1。=430
ActorDebug/TooManyActiveDeaths,一個單位無法擁有超過1024個有效的死亡。超過100，甚或超過30者，可能代表不必要的複雜性。=431
ActorDebug/TurretMustHostOffModel,預設動作者砲台必須脫離預設動作者模型。問題主體：%1=432
ActorDebug/UnableToCreateActorUnit,無法建立單位動作者。建立備援球形單位。=433
ActorDebug/UnableToCreateActorUnitFallback,無法建立單位動作者的備援%1。此為嚴重失敗。遊戲資料是否損毀？=434
ActorDebug/UnableToCreateModel,模型%1；無法建立這個模型。=435
ActorDebug/UnitMissing,未指派「預設動作者單位」給%1。=436
ActorDebug/UnitRingMissingParent,%1並未脫離CActorUnit。=437
ActorDebug/UnitRingMissingParentRadius,%1已脫離未定義CActorUnit半徑及CUnit半徑的父項。=438
ActorDebug/UsingEffectScopeWithoutEffect,嘗試使用未含「效果範圍」（Effect scope）的動作者中的效果範圍關鍵字。請求者：請求者：%1=439
ActorDebug/UsingReservedWord,使用保留字為目錄條文名稱。忽略。=440
ActorDebug/WaterInvalid,水體無效=441
Alert/Text/StartLocation,起始地點 /// Start Location=442
ArmyCategory/Name/CArmyCategory,CArmyCategory /// CArmyCategory=443
ArmyCustomizaAbil/Name/Beacon,信標=444
ArmyUnit/Name/CArmyUnit,CArmyUnit /// CArmyUnit=445
ArmyUpgrade/Name/CArmyUpgrade,CArmyUpgrade /// CArmyUpgrade=446
Artifact/Name/CArtifact,預設神器=447
Beacon/InfoText/BeaconArmy,信標 - 部隊=448
Beacon/InfoText/BeaconAttack,信標 - 攻擊=449
Beacon/InfoText/BeaconAuto,信標 - 自動=450
Beacon/InfoText/BeaconClaim,信標 - 佔領=451
Beacon/InfoText/BeaconCustom1,信標 - 自訂 1=452
Beacon/InfoText/BeaconCustom2,信標 - 自訂 2=453
Beacon/InfoText/BeaconCustom3,信標 - 自訂 3=454
Beacon/InfoText/BeaconCustom4,信標 - 自訂 4=455
Beacon/InfoText/BeaconDefend,信標 - 防禦=456
Beacon/InfoText/BeaconDetect,信標 - 偵測=457
Beacon/InfoText/BeaconExpand,信標 - 擴展=458
Beacon/InfoText/BeaconHarass,信標 - 騷擾=459
Beacon/InfoText/BeaconIdle,信標 - 閒置=460
Beacon/InfoText/BeaconRally,信標 - 集合=461
Beacon/InfoText/BeaconScout,信標 - 偵察=462
Behavior/Name/CBehavior,預設行為（CBehavior） /// Default Behavior (CBehavior)=463
Behavior/Name/CBehaviorAttribute,預設行為（CBehaviorAttribute）=464
Behavior/Name/CBehaviorBuff,預設行為（CBehaviorBuff） /// Default Behavior (CBehaviorBuff)=465
Behavior/Name/CBehaviorClickResponse,預設行為（CBehaviorClickResponse）=466
Behavior/Name/CBehaviorConjoined,預設行為（CBehaviorConjoined）=467
Behavior/Name/CBehaviorCreepSource,預設行為（CBehaviorCreepSource）=468
Behavior/Name/CBehaviorJump,預設行為（CBehaviorJump）=469
