RequirementNode/Name/1,1=0
Effect/EditorPrefix/PurificationNovaPhaseRB,Disruptor - ///Auto - Copied from enUS Locale=268
Effect/EditorPrefix/PurificationNovaPostApply,Disruptor - ///Auto - Copied from enUS Locale=269
Effect/EditorPrefix/PurificationNovaPostPhaseRB,Disruptor - ///Auto - Copied from enUS Locale=270
Effect/EditorPrefix/PurificationNovaSpeedRB,Disruptor - ///Auto - Copied from enUS Locale=271
Effect/EditorPrefix/PurificationNovaTargettedCU,Disruptor - ///Auto - Copied from enUS Locale=272
Effect/EditorPrefix/PurificationNovaTargettedCasterAB,Disruptor - ///Auto - Copied from enUS Locale=273
Effect/EditorPrefix/PurificationNovaTargettedCasterRB,Disruptor - ///Auto - Copied from enUS Locale=274
Effect/EditorPrefix/PurificationNovaTargettedInitialSet,Disruptor - ///Auto - Copied from enUS Locale=275
Effect/EditorPrefix/PurificationNovaTargettedIssueOrder,Disruptor - ///Auto - Copied from enUS Locale=276
Effect/EditorPrefix/PurificationNovaTargettedSearch,Disruptor - ///Auto - Copied from enUS Locale=277
Effect/EditorPrefix/PurificationNovaTargettedSearchSet,Disruptor - ///Auto - Copied from enUS Locale=278
Effect/EditorPrefix/PurificationNovaTargettedSpawnAB,Disruptor - ///Auto - Copied from enUS Locale=279
Effect/EditorPrefix/PurificationNovaTargettedSpawnSet,Disruptor - ///Auto - Copied from enUS Locale=280
Effect/EditorPrefix/PurificationNovaTargettedTimerSpawnAB,Disruptor - ///Auto - Copied from enUS Locale=281
Effect/EditorPrefix/PurificationNovaTransportPickupSet,Disruptor - ///Auto - Copied from enUS Locale=282
Effect/EditorPrefix/ReleaseInterceptorCreateUnit,Carrier - ///Auto - Copied from enUS Locale=283
Effect/EditorPrefix/ReleaseInterceptorLaunchMissile,Carrier - ///Auto - Copied from enUS Locale=284
Effect/EditorPrefix/ReleaseInterceptorLaunchSet,Carrier - ///Auto - Copied from enUS Locale=285
Effect/EditorPrefix/ReleaseInterceptorPersistent,Carrier - ///Auto - Copied from enUS Locale=286
Effect/EditorPrefix/ReleaseInterceptorSet,Carrier - ///Auto - Copied from enUS Locale=287
Effect/EditorPrefix/ReleaseInterceptorTimedLife,Carrier - ///Auto - Copied from enUS Locale=288
Effect/EditorPrefix/SpawnInterceptorsCreateUnit,Carrier - ///Auto - Copied from enUS Locale=289
Effect/EditorPrefix/SpawnLarvaDelay,Queen - ///Auto - Copied from enUS Locale=290
Effect/EditorPrefix/SpawnLarvaExpireSet,Queen - ///Auto - Copied from enUS Locale=291
Effect/EditorPrefix/SpawnLarvaSet,Queen - ///Auto - Copied from enUS Locale=292
Effect/EditorPrefix/SpawnMutantLarvaHiddenAB,Queen - ///Auto - Copied from enUS Locale=293
Effect/EditorPrefix/SpawnMutantLarvaRemoveHiddenBehavior,Queen - ///Auto - Copied from enUS Locale=294
Effect/EditorPrefix/SpyDroneDamageBufferAB,Reaper - ///Auto - Copied from enUS Locale=295
Effect/EditorPrefix/SpyDroneDamageBufferSearch,Reaper - ///Auto - Copied from enUS Locale=296
Effect/EditorPrefix/SpyDroneTimedLifeAB,Reaper - ///Auto - Copied from enUS Locale=297
Effect/EditorPrefix/TempestDeathBallCP,Tempest - ///Auto - Copied from enUS Locale=298
Effect/EditorPrefix/TempestDisruptionBlastAB,Tempest - ///Auto - Copied from enUS Locale=299
Effect/EditorPrefix/TempestDisruptionBlastInitialWarningDamage,Tempest - ///Auto - Copied from enUS Locale=300
Effect/EditorPrefix/TempestDisruptionBlastInitialWarningSearch,Tempest - ///Auto - Copied from enUS Locale=301
Effect/EditorPrefix/TempestDisruptionBlastSearch,Tempest - ///Auto - Copied from enUS Locale=302
Effect/EditorPrefix/TempestDisruptionBlastSecondaryWarningDamage,Tempest - ///Auto - Copied from enUS Locale=303
Effect/EditorPrefix/TempestDisruptionBlastSecondaryWarningSearch,Tempest - ///Auto - Copied from enUS Locale=304
Effect/EditorPrefix/TempestDisruptionBlastSet,Tempest - ///Auto - Copied from enUS Locale=305
Effect/EditorSuffix/ChannelSnipeCombat,AB ///Auto - Copied from enUS Locale=306
Effect/EditorSuffix/ChannelSnipeCombatBeamDummy,AB ///Auto - Copied from enUS Locale=307
Effect/EditorSuffix/ReleaseInterceptorLaunchMissile, ///Auto - Copied from enUS Locale=308
Model/EditorPrefix/BypassArmorDrone,Ghost - ///Auto - Copied from enUS Locale=309
Model/EditorPrefix/BypassArmorDroneAttackBeam,Ghost - ///Auto - Copied from enUS Locale=310
Model/EditorPrefix/BypassArmorImpact,Ghost - ///Auto - Copied from enUS Locale=311
Model/EditorPrefix/TempestDisruptionBlastCasterUnitChargeUpElectric,Tempest - ///Auto - Copied from enUS Locale=312
Model/EditorPrefix/TempestDisruptionBlastCasterUnitChargeUpElectricExpire,Tempest - ///Auto - Copied from enUS Locale=313
Model/EditorPrefix/TempestDisruptionBlastImpactUnitElectricity,Tempest - ///Auto - Copied from enUS Locale=314
Model/EditorPrefix/TempestDisruptionBlastImpactUnitStun,Tempest - ///Auto - Copied from enUS Locale=315
Model/EditorPrefix/TempestDisruptionBlastTargetLocationChargeUp,Tempest - ///Auto - Copied from enUS Locale=316
Model/EditorPrefix/TempestDisruptionBlastTargetLocationExpireElectric,Tempest - ///Auto - Copied from enUS Locale=317
Model/EditorPrefix/TempestDisruptionBlastTargetUnitDamage,Tempest - ///Auto - Copied from enUS Locale=318
Model/EditorPrefix/TempestDisruptionBlastTargetUnitStun,Tempest - ///Auto - Copied from enUS Locale=319
Model/Name/BansheeBoost,Banshee Boost ///Auto - Copied from enUS Locale=320
Model/Name/BypassArmorDrone,Bypass Armor Drone ///Auto - Copied from enUS Locale=321
Model/Name/BypassArmorDroneAttackBeam,Bypass Armor Beam ///Auto - Copied from enUS Locale=322
Model/Name/BypassArmorImpact,Bypass Armor Impact ///Auto - Copied from enUS Locale=323
Model/Name/ChannelSnipeBeam,Channel Snipe Beam ///Auto - Copied from enUS Locale=324
Model/Name/ChannelSnipeTrackingBeam,Channel Snipe Tracking Beam ///Auto - Copied from enUS Locale=325
Model/Name/DarkTemplarBlinkIn,Dark Templar Blink In ///Auto - Copied from enUS Locale=326
Model/Name/DarkTemplarBlinkInSmoke,Dark Templar Blink In Smoke ///Auto - Copied from enUS Locale=327
Model/Name/DarkTemplarBlinkOut,Dark Templar Blink Out ///Auto - Copied from enUS Locale=328
Model/Name/DarkTemplarBlinkOutSmoke,Dark Templar Blink Out Smoke ///Auto - Copied from enUS Locale=329
Model/Name/InfestorBurrowedCocoonModelAddition,Infestor Burrowed Cocoon Model Addition ///Auto - Copied from enUS Locale=330
Model/Name/InfestorBurrowedNeuralParasiteGroundSplat,Infestor Burrowed Neural Parasite Ground Splat ///Auto - Copied from enUS Locale=331
Model/Name/Infestor_Ex3_Tentacle,Infestor_Ex3_Tentacle ///Auto - Copied from enUS Locale=332
Model/Name/InterceptorProjectile,Interceptor (Projectile) ///Auto - Copied from enUS Locale=333
Model/Name/InterceptorVoid,Interceptor (Void) ///Auto - Copied from enUS Locale=334
Model/Name/LiberatorRangeIndicatorDummy,Liberator Range Indicator Dummy ///Auto - Copied from enUS Locale=335
Model/Name/OverlordTransport,Overlord Transport ///Auto - Copied from enUS Locale=336
Model/Name/SiegeTankLoadBeam,Siege Tank Load Beam ///Auto - Copied from enUS Locale=337
Model/Name/SiegeTankLoadTransit,Siege Tank Load Transit ///Auto - Copied from enUS Locale=338
Model/Name/SpyDrone,Spy Drone ///Auto - Copied from enUS Locale=339
Model/Name/SpyDroneDamageBuffer,Spy Drone Damage Buffer ///Auto - Copied from enUS Locale=340
Model/Name/SpyDroneDeath,Spy Drone (Death) ///Auto - Copied from enUS Locale=341
Model/Name/SpyDronePlacement,Spy Drone (Placement) ///Auto - Copied from enUS Locale=342
Model/Name/TempestDisruptionBlastCasterUnitChargeUpElectric,Tempest Disruption Blast Caster Unit Charge Up Electric ///Auto - Copied from enUS Locale=343
Model/Name/TempestDisruptionBlastCasterUnitChargeUpElectricExpire,Tempest Disruption Blast Caster Unit Charge Up Electric Expire ///Auto - Copied from enUS Locale=344
Model/Name/TempestDisruptionBlastTargetLocationChargeUp,Tempest Disruption Blast Target Location Charge Up ///Auto - Copied from enUS Locale=345
Model/Name/TempestDisruptionBlastTargetLocationExpireElectric,Tempest Disruption Blast Target Location Expire Electric ///Auto - Copied from enUS Locale=346
Model/Name/TempestDisruptionBlastTargetUnitDamage,Tempest Disruption Blast Target Unit Damage ///Auto - Copied from enUS Locale=347
Model/Name/TempestDisruptionBlastTargetUnitStun,Tempest Disruption Blast Target Unit Stun ///Auto - Copied from enUS Locale=348
Model/Name/TempestDisruptionSphereMissile,Tempest Disruption Sphere Missile ///Auto - Copied from enUS Locale=349
Model/Name/TempestDisruptionSphereTargetLocationChargeUpModel,Tempest Disruption Sphere Target Location Charge Up Model ///Auto - Copied from enUS Locale=350
Model/Name/ThermalBeam,Thermal Beam ///Auto - Copied from enUS Locale=351
Model/Name/WidowMineTargetingBeam,Widow Mine Targeting Beam ///Auto - Copied from enUS Locale=352
Mover/Name/AdeptPiercingMover,Adept Piercing Mover ///Auto - Copied from enUS Locale=353
Mover/Name/KD8Charge,KD8 Charge ///Auto - Copied from enUS Locale=354
Mover/Name/KD8ChargeWeapon,KD8 Charge Weapon ///Auto - Copied from enUS Locale=355
Mover/Name/KD8ChargeWeaponCloseRange,KD8 Charge Weapon Close Range ///Auto - Copied from enUS Locale=356
Requirement/EditorPrefix/AdeptPhaseShifting,Adept - ///Auto - Copied from enUS Locale=357
Requirement/EditorPrefix/HaveBypassArmorStun,Ghost - ///Auto - Copied from enUS Locale=358
Requirement/EditorPrefix/HaveMagFieldLaunchers,Cyclone - ///Auto - Copied from enUS Locale=359
Requirement/EditorPrefix/LearnEvolveGroovedSpines,Hydralisk - ///Auto - Copied from enUS Locale=360
Requirement/EditorPrefix/LearnEvolveMuscularAugments,Hydralisk - ///Auto - Copied from enUS Locale=361
Requirement/EditorPrefix/LearnMagFieldLaunchers,Cyclone - ///Auto - Copied from enUS Locale=362
Requirement/EditorPrefix/NotChannelingCausticSpray,Corruptor - ///Auto - Copied from enUS Locale=363
Requirement/EditorPrefix/NotHaveBypassArmorStun,Ghost - ///Auto - Copied from enUS Locale=364
Requirement/Name/AdeptPhaseShifting,Phase Shifting ///Auto - Copied from enUS Locale=365
Requirement/Name/HaveAdeptShieldUpgrade,Have Adept Shield Upgrade ///Auto - Copied from enUS Locale=366
Requirement/Name/HaveBansheeSpeed,Have Banshee Speed ///Auto - Copied from enUS Locale=367
Requirement/Name/HaveBypassArmorStun,Have Bypass Armor Stun ///Auto - Copied from enUS Locale=368
Requirement/Name/HaveCycloneLockOnAirUpgrade,Have Cyclone Lock On Air Upgrade ///Auto - Copied from enUS Locale=369
Requirement/Name/HaveCycloneLockOnDamageUpgrade,Have Cyclone Lock On Damage Upgrade ///Auto - Copied from enUS Locale=370
Requirement/Name/HaveExplosiveSeekerMissiles,Have Explosive Seeker Missiles ///Auto - Copied from enUS Locale=371
Requirement/Name/HaveFusionCore,Have Fusion Core ///Auto - Copied from enUS Locale=372
Requirement/Name/HaveGhostAlternate,HaveGhostAlternate ///Auto - Copied from enUS Locale=373
Requirement/Name/HaveLiberatorMorph,Have Liberator Morph ///Auto - Copied from enUS Locale=374
Requirement/Name/HaveLiberatorRange,Have Liberator Range ///Auto - Copied from enUS Locale=375
Requirement/Name/HaveMagFieldLaunchers,Have Mag-Field Launchers ///Auto - Copied from enUS Locale=376
Requirement/Name/HaveMedivacSpeedBoostUpgrade,Have Medivac Speed Boost Upgrade ///Auto - Copied from enUS Locale=377
Requirement/Name/HaveRapidDeployment,Have Rapid Deployment ///Auto - Copied from enUS Locale=378
Requirement/Name/HaveRavagerRange,Have Ravager Range ///Auto - Copied from enUS Locale=379
Requirement/Name/HaveRavenDamageUpgrade,Have Raven Damage Upgrade ///Auto - Copied from enUS Locale=380
Requirement/Name/HaveRavenRecalibratedExplosives,Have Raven Recalibrated Explosives ///Auto - Copied from enUS Locale=381
Requirement/Name/HaveSpawningPoolOrWaspPool,Have Spawning Pool Or Wasp Pool ///Auto - Copied from enUS Locale=382
Requirement/Name/HaveWaspPool,Have Wasp Pool ///Auto - Copied from enUS Locale=383
Requirement/Name/ImmortalBarrierOffCooldown,Immortal Barrier Off Cooldown ///Auto - Copied from enUS Locale=384
Requirement/Name/IsGatewayMorphing,Is Gateway Morphing ///Auto - Copied from enUS Locale=385
Requirement/Name/IsGatewayWarping,Is Gateway Warping ///Auto - Copied from enUS Locale=386
Requirement/Name/LearnBansheeSpeed,Learn Banshee Speed ///Auto - Copied from enUS Locale=387
Requirement/Name/LearnCycloneLockOnAirUpgrade,Learn Cyclone Lock On Air Upgrade ///Auto - Copied from enUS Locale=388
Requirement/Name/LearnCycloneLockOnDamageUpgrade,Learn Cyclone Lock On Damage Upgrade ///Auto - Copied from enUS Locale=389
Requirement/Name/LearnDarkTemplarBlink,Learn Dark Templar Blink ///Auto - Copied from enUS Locale=390
Requirement/Name/LearnEvolveGroovedSpines,Learn Evolve Grooved Spines ///Auto - Copied from enUS Locale=391
Requirement/Name/LearnEvolveMuscularAugments,Learn Evolve Muscular Augments ///Auto - Copied from enUS Locale=392
Requirement/Name/LearnLiberatorRange,Learn Liberator Range ///Auto - Copied from enUS Locale=393
Requirement/Name/LearnLurkerRange,Learn Lurker Range ///Auto - Copied from enUS Locale=394
Requirement/Name/LearnMagFieldLaunchers,Learn Mag-Field Launchers ///Auto - Copied from enUS Locale=395
Requirement/Name/LearnMedivacSpeedBoostUpgrade,Learn Medivac Speed Boost Upgrade ///Auto - Copied from enUS Locale=396
Requirement/Name/LearnRapidDeployment,Learn Rapid Deployment ///Auto - Copied from enUS Locale=397
Requirement/Name/LearnRavagerRange,Learn Ravager Range ///Auto - Copied from enUS Locale=398
Requirement/Name/LearnRavenDamageUpgrade,Learn Raven Damage Upgrade ///Auto - Copied from enUS Locale=399
Requirement/Name/LearnRavenRecalibratedExplosives,Learn Raven Recalibrated Explosives ///Auto - Copied from enUS Locale=400
Requirement/Name/LearnSpyDrones,Learn Spy Drones ///Auto - Copied from enUS Locale=401
Requirement/Name/LearnSwarmHostFlyingLocust,Learn Swarm Host Flying Locust ///Auto - Copied from enUS Locale=402
Requirement/Name/LurkerHoldingFire,Lurker Holding Fire ///Auto - Copied from enUS Locale=403
Requirement/Name/LurkerNotHoldingFire,Lurker Not Holding Fire ///Auto - Copied from enUS Locale=404
Requirement/Name/NearWarpgate,Near Warpgate or Nexus ///Auto - Copied from enUS Locale=405
Requirement/Name/NotChannelingCausticSpray,Not Channeling Caustic Spray ///Auto - Copied from enUS Locale=406
Requirement/Name/NotHaveBypassArmorStun,Not Have Bypass Armor Stun ///Auto - Copied from enUS Locale=407
Requirement/Name/NotHaveExplosiveSeekerMissiles,Not Have Explosive Seeker Missiles ///Auto - Copied from enUS Locale=408
Requirement/Name/NotNearWarpgate,Not Near Warpgate ///Auto - Copied from enUS Locale=409
Requirement/Name/ResearchSpyDrones,Research Spy Drones ///Auto - Copied from enUS Locale=410
Requirement/Name/UseDarkTemplarBlink,Use Dark Templar Blink ///Auto - Copied from enUS Locale=411
Requirement/Name/UseSingleOverlordTransport,Use Single Overlord Transport ///Auto - Copied from enUS Locale=412
Requirement/Name/UseSpyDrones,Use Spy Drones ///Auto - Copied from enUS Locale=413
Requirement/Name/XelNagaArtifactSpawnUnit,Xel Naga Artifact Spawn Unit ///Auto - Copied from enUS Locale=414
RequirementNode/Name/CountBehaviorBypassArmorStunCompleteOnlyAtUnit,CountBehavior(BypassArmorStun,CompleteOnlyAtUnit) ///Auto - Copied from enUS Locale=415
RequirementNode/Name/CountBehaviorImmortalBarrierSupressedCompleteOnlyAtUnit,CountBehavior(ImmortalBarrierSupressed,CompleteOnlyAtUnit) ///Auto - Copied from enUS Locale=416
RequirementNode/Name/CountBehaviorIsTransportOverlordCompleteOnlyAtUnit,CountBehavior(IsTransportOverlord,CompleteOnlyAtUnit) ///Auto - Copied from enUS Locale=417
RequirementNode/Name/CountBehaviorLurkerHoldFireBCompleteOnlyAtUnit,CountBehavior(LurkerHoldFireB,CompleteOnlyAtUnit) ///Auto - Copied from enUS Locale=418
RequirementNode/Name/CountBehaviorMorphingintoWarpGateCompleteOnlyAtUnit,CountBehavior(MorphingintoWarpGate,CompleteOnlyAtUnit) ///Auto - Copied from enUS Locale=419
RequirementNode/Name/CountUnitFusionCoreCompleteOnly,CountUnit(FusionCore,CompleteOnly) ///Auto - Copied from enUS Locale=420
RequirementNode/Name/CountUnitLairCompleteOnly1515591279TechTreeCheat,CountUnit(Lair,CompleteOnly){Lair}[TechTreeCheat] ///Auto - Copied from enUS Locale=421
RequirementNode/Name/CountUnitLurkerDenMPCompleteOnlyTechTreeCheat,CountUnit(LurkerDenMP,CompleteOnly)[TechTreeCheat] ///Auto - Copied from enUS Locale=422
RequirementNode/Name/CountUpgradeAdeptPiercingAttackCompleteOnly543136321,CountUpgrade(AdeptPiercingAttack,CompleteOnly){Research Resonating Glaives at the Twilight Council} ///Auto - Copied from enUS Locale=423
RequirementNode/Name/CountUpgradeAdeptPiercingAttackQueuedOrBetter,CountUpgrade(AdeptPiercingAttack,QueuedOrBetter) ///Auto - Copied from enUS Locale=424
RequirementNode/Name/CountUpgradeBansheeSpeedQueuedOrBetter,CountUpgrade(BansheeSpeed,QueuedOrBetter) ///Auto - Copied from enUS Locale=425
RequirementNode/Name/CountUpgradeCycloneAirUpgradeCompleteOnly3809174891,CountUpgrade(CycloneAirUpgrade,CompleteOnly){Research Lock On Air at the Factory Tech Lab} ///Auto - Copied from enUS Locale=426
RequirementNode/Name/CountUpgradeCycloneAirUpgradeQueuedOrBetter,CountUpgrade(CycloneAirUpgrade,QueuedOrBetter) ///Auto - Copied from enUS Locale=427
RequirementNode/Name/CountUpgradeCycloneLockOnDamageUpgradeCompleteOnly114637382,CountUpgrade(CycloneLockOnDamageUpgrade,CompleteOnly){Research Mag-Field Accelerator at the Factory Tech Lab} ///Auto - Copied from enUS Locale=428
RequirementNode/Name/CountUpgradeCycloneLockOnDamageUpgradeQueuedOrBetter,CountUpgrade(CycloneLockOnDamageUpgrade,QueuedOrBetter) ///Auto - Copied from enUS Locale=429
RequirementNode/Name/CountUpgradeDarkTemplarBlinkUpgradeCompleteOnly3445645436TechTreeCheat,CountUpgrade(DarkTemplarBlinkUpgrade,CompleteOnly){Research Shadow Stride at the Dark Shrine}[TechTreeCheat] ///Auto - Copied from enUS Locale=430
RequirementNode/Name/CountUpgradeDarkTemplarBlinkUpgradeQueuedOrBetter,CountUpgrade(DarkTemplarBlinkUpgrade,QueuedOrBetter) ///Auto - Copied from enUS Locale=431
RequirementNode/Name/CountUpgradeEvolveGroovedSpinesQueuedOrBetterTechTreeCheat,CountUpgrade(EvolveGroovedSpines,QueuedOrBetter)[TechTreeCheat] ///Auto - Copied from enUS Locale=432
RequirementNode/Name/CountUpgradeEvolveMuscularAugmentsQueuedOrBetterTechTreeCheat,CountUpgrade(EvolveMuscularAugments,QueuedOrBetter)[TechTreeCheat] ///Auto - Copied from enUS Locale=433
RequirementNode/Name/CountUpgradeGhostAlternateCompleteOnly,CountUpgrade(GhostAlternate,CompleteOnly) ///Auto - Copied from enUS Locale=434
RequirementNode/Name/CountUpgradeLiberatorAGRangeUpgradeCompleteOnly2857131565,CountUpgrade(LiberatorAGRangeUpgrade,CompleteOnly){Research Advanced Ballistics at the Starport Tech Lab} ///Auto - Copied from enUS Locale=435
RequirementNode/Name/CountUpgradeLiberatorAGRangeUpgradeQueuedOrBetter,CountUpgrade(LiberatorAGRangeUpgrade,QueuedOrBetter) ///Auto - Copied from enUS Locale=436
RequirementNode/Name/CountUpgradeLiberatorMorphCompleteOnly4015118574TechTreeCheat,CountUpgrade(LiberatorMorph,CompleteOnly){Research Defender Mode at the Starport Tech Lab}[TechTreeCheat] ///Auto - Copied from enUS Locale=437
RequirementNode/Name/CountUpgradeLurkerRangeQueuedOrBetter,CountUpgrade(LurkerRange,QueuedOrBetter) ///Auto - Copied from enUS Locale=438
RequirementNode/Name/CountUpgradeMagFieldLaunchersCompleteOnly4115927287,CountUpgrade(MagFieldLaunchers,CompleteOnly){Research Mag-Field Launchers at the Factory Tech Lab} ///Auto - Copied from enUS Locale=439
