AUTHENTICATION_BETA_REGION,Beta=0
ActorDebug/MoverMoveNoDest,Received MoverMove message without a destination.=328
ActorDebug/NeedActorModel,This siteOp requires a CActorModel or one of its subclasses to function.=329
ActorDebug/NeedParameter,Need parameter: Actor, Scope, Global.=330
ActorDebug/NeedTypeParameter,Has a valid WorldPosition without the WorldPosition type in the BasicType parameter.=331
ActorDebug/NoAttachPointFound,No attach point found for attach key %1 with actors: %2.=332
ActorDebug/NoBearingsYet,No bearings yet. Initializing...=333
ActorDebug/NoPhysicsBodies,No physics bodies on Model[%1] m3[%2].=334
ActorDebug/NoPhysicsInstance,No physics instance on Model[%1] m3[%2].=335
ActorDebug/NoTriggerMessage,%1 message: No triggering message.=336
ActorDebug/None,<None>=337
ActorDebug/NonexistentMatchSlot,Model %1; Texture match for editor has non-existent slot %2.=338
ActorDebug/NonexistentMatchSourceSlot,Model %1; Texture match for editor has non-existent source slot %2 on target slot %3.=339
ActorDebug/NonexistentSlot,Model %1; Texture expression for editor has non-existent slot.=340
ActorDebug/NonuserMessage,Attempt to send non-USER message. %1=341
ActorDebug/OneCActorActionPerEffect,Can only create one CActorAction per effect [%1].=342
ActorDebug/PhysicsBodyList,Physics body list for Model[%1] m3[%2].=343
ActorDebug/PhysicsBodyShape,Shape=344
ActorDebug/PhysicsCreationFailureActorPhysicsOff,Cannot initialize physics on %1; Physics spawned by actor are turned off.  Use the togactorphysics cheat to turn them back on.=345
ActorDebug/PhysicsCreationFailureCustomDeath,custom death=346
ActorDebug/PhysicsCreationFailureDeathCustomsPhysicsOff,Cannot initialize physics on %1; Physics spawned by this actorUnit are turned off.  Use the DeathCustomsEnablePhysics message to turn them back on.=347
ActorDebug/PhysicsCreationFailureInvalidPhysicsModelLink,Cannot initialize physics on %1; Physics cannot spawn here because the model link is invalid.=348
ActorDebug/PhysicsCreationFailureLowQualityModelsOptionActive,Cannot initialize physics on %1; The low quality models graphics option prevents the triggering of physics deaths altogether.=349
ActorDebug/PhysicsCreationFailureMaxComplexRagdollCount,Cannot initialize physics on %1; Maximum complex ragdoll count reached (%2).=350
ActorDebug/PhysicsCreationFailureMaxRigidBodyCount,Cannot initialize physics on %1; Maximum rigid body count reached (%2).=351
ActorDebug/PhysicsCreationFailureModel,model link=352
ActorDebug/PhysicsCreationFailureNonLocalModel,Cannot initialize physics on %1; Model is not local.=353
ActorDebug/PhysicsCreationFailureRagdollsDisabled,Cannot initialize physics on %1; Complex ragdolls (those with joints) disabled by model quality graphic option.=354
ActorDebug/PhysicsCreationFailureTeenEnabled,Cannot initialize physics on %1; Reduced violence option is enabled.=355
ActorDebug/PhysicsDensity,Density=356
ActorDebug/PhysicsFriction,Friction=357
ActorDebug/PhysicsImpactAutoVolumeBadRange,The maximum autoVolume range must be greater than the minimum autoVolume range.=358
ActorDebug/PhysicsInitFailureSpyOff,Spying on physics initialization failures now off.=359
ActorDebug/PhysicsInitFailureSpyOn,Spying on physics initialization failures now on.=360
ActorDebug/PhysicsMatchKeysOrdered,PhysicsMatchKeysOrdered[%1]=361
ActorDebug/PhysicsMatchMaterialCannotBeOverridden,Cannot override terrain with physics material %1 to at position %2.=362
ActorDebug/PhysicsMatchMaterialCannotBeRestored,Cannot find physics material [%1] to restore at position %2.=363
ActorDebug/PhysicsMaterial,PhysicsMaterial=364
ActorDebug/PhysicsRestitution,Restitution=365
ActorDebug/PhysicsShapeCapsule,Capsule=366
ActorDebug/PhysicsShapeMesh,Mesh=367
ActorDebug/PhysicsShapePolytope,Polytope=368
ActorDebug/PhysicsShapeSphere,Sphere=369
ActorDebug/PhysicsShapeTriangle,Triangle=370
ActorDebug/PhysicsShapeUnknown,Unknown=371
ActorDebug/PlayingMoviesRestrictedToBlizzardMaps,Playing movies is currently restricted to Blizzard maps.=372
ActorDebug/PortraitCustomizationMissingModel,PortraitCustomize message has no portrait model.=373
ActorDebug/PredictionTurningToggleStateOff,Predictive turning spy OFF.=374
ActorDebug/PredictionTurningToggleStateOn,Predictive turning spy ON.=375
ActorDebug/PropertyCurveCannotAddPointsAfterReady,Cannot add points to curve after it has started.  Culprit: %1.=376
ActorDebug/PropertyCurveCannotFindCurve,Cannot find curve %1.  Culprit: %2.=377
ActorDebug/PropertyCurveNotEnoughDataToStart,Curve %1 must have at least 2 points for all components.  Culprit is component %2.  Start failed.=378
ActorDebug/PropertyCurvePointsMustAdvance,Subsequent points must have increasing age.  Culprit: %1.  Value ignored.=379
ActorDebug/PropertyCurveUnsupportedComponent,Curve %1 does not support component %2.  Culprit: %3.=380
ActorDebug/QuadInvalid,Quad is invalid.=381
ActorDebug/ReceivedInvalidMessage,received invalid message %1.=382
ActorDebug/RegionInvalidSize,Region has invalid size.=383
ActorDebug/RegionNoPoints,Region has no points.=384
ActorDebug/RequestingUnknownActor,Trying to request an actor with an unknown value. Requestor: %1=385
ActorDebug/RequestorBadScope,Must use Implicit/Caster/Target Scope keywords when requestor was not created by an effect. Requestor: %1=386
ActorDebug/RequestorNeedsEffect,Can only use Request Effect when requestor was created by an effect. Requestor: Requestor: %1=387
ActorDebug/RequestorNeedsSpecificType,Cannot create an actor on a particular effect without a more specific scope type. Requestor: %1=388
ActorDebug/RequiresAnimName,%1; This message requires a valid name for an active anim.=389
ActorDebug/ResolveAnimationAliasesMultiple,Unable to resolve animation alias (multiple matches) for %1: %2=390
ActorDebug/ResolveAnimationAliasesNone,Unable to resolve animation alias (no matches) for %1: %2=391
ActorDebug/SelectedUnit,SELECTED UNIT=392
ActorDebug/SequentialProgressAnimsInvalid,Driving %1 %2 for actor %3; Sequential %4 anims detected: %5; %6.=393
ActorDebug/SerpentElementLengthBad,Non-zero base element length required.  Smaller values make for smoother movement but cost more performance.=394
ActorDebug/SerpentMissingHead,Cannot find serpent head.=395
ActorDebug/SerpentMissingHeadSiteOp,Serpent head actor has no serpent head site op.=396
ActorDebug/SerpentMissingHeadSiteOps,Serpent head actor has no site ops.=397
ActorDebug/SerpentSegmentLengthBad,Serpent segments must have non-zero distance between them.  Bad segment: %1=398
ActorDebug/SerpentSegmentTooSmall,Each segment must be large enough to add at least 2 backbone points.=399
ActorDebug/SerpentTurnSmoothingActivationAngleMismatch,TurnSmoothingActivationAngleMin must be less than TurnSmoothingActivationAngleMax.=400
ActorDebug/SerpentUndulationAmplitudePerUnitBad,Non-zero amplitude per unit required for swimming serpents.=401
ActorDebug/SerpentUndulationElementLengthBad,Non-zero element length required for swimming serpents.=402
ActorDebug/SerpentUndulationWavelengthBad,Non-zero wavelength required for swimming serpents.=403
ActorDebug/SiteOpAttachVolumeNeedsActorAction,CActorSiteOpAttachVolume must be used on actors created by CActorAction.=404
ActorDebug/SiteOpBankerUnitInvalidRollMax,RollMax must be non-tiny and <= 180.0 degrees.=405
ActorDebug/SiteOpBankerUnitNoRollInArc,Requires a non-tiny roll in arc.=406
ActorDebug/SiteOpBankerUnitNoRollOutDuration,Requires a non-tiny roll out duration.=407
ActorDebug/SiteOpEffectNoParams,%1 This SiteOp only works on actors created directly from effects or via the Create message sent to actors that were created directly from effects.=408
ActorDebug/SiteOpForwardBadParams,%1; CActorSiteOpForward cannot have both an explicit vector and a host or siteOps.=409
ActorDebug/SiteOpInitFailure,%1 failed to initialize.=410
ActorDebug/SiteOpInitInfiniteLoop,%1 contains references to itself.  Initialization failed to prevent the creation of an infinite number of instances of this siteOp.=411
ActorDebug/SiteOpRotatorFailure,%1 rotator does not specify the local axis.=412
ActorDebug/SiteOpUp,%1; CActorSiteOpUp cannot have both an explicit vector and a host or siteOps.=413
ActorDebug/SnapshotCreationFromDataNotSupported,Creating CActorSnapshot from data is not currently supported.=414
ActorDebug/SnapshotCreationRequiresSnapshotScope,Can only create a CActorSnapshot in a snapshot scope.=415
ActorDebug/SoundInitFailure,Failed to init sound; %1=416
ActorDebug/SoundInvalidHarness,Had sound harness[%1] that was not a CActorSound.=417
ActorDebug/SourceWalkAnimMoveSpeedFromHasInvalidSource,Cannot find valid source for refKey [%1].=418
ActorDebug/SpawnFootprintInvalidActor,Model event could not spawn footprint actor %1.=419
ActorDebug/SpawnFootprintInvalidModel,Model event could not spawn footprint model %1.=420
ActorDebug/SpawnSoundInvalidActor,Model event could not spawn sound actor %1.=421
ActorDebug/SpawnSoundInvalidSound,Model event could not spawn sound %1.=422
ActorDebug/SplatCreateFailure,File %1; Failed to create splat.=423
ActorDebug/SplatCreateFailureBadScale,File %1; Failed to create splat.  Bad scale %2.=424
ActorDebug/SplatInitFailure,Source %1; File %2; Failed to init splat.=425
ActorDebug/SplatSourceInitFailure,Source %1; File %2; Failed to init splat source.=426
ActorDebug/StatusDecrementFail,Trying to decrement Status[%1], which does not exist.=427
ActorDebug/TerrainSquibInvalidBand,Cannot have a terrain squib band with its upward side below its downward side.  Terrain squib index %1 with groupName[%2].=428
ActorDebug/TerrainSquibInvalidTriggerValues,A terrain squib must be triggered by a non-zero movement distance or a non-zero idling period.  Ripple index %1 with groupName[%2].=429
ActorDebug/TerrainSquibNullBand,Cannot have a terrain squib band with 0 range.  Terrian squib index %1 with groupName[%2].=430
ActorDebug/TooManyActiveDeaths,Cannot have more than 1024 active deaths on a unit.  Numbers over 100 or even 30 here may indicate needless complexity.=431
ActorDebug/TurretMustHostOffModel,A CActorTurret must host off of a CActorModel.  Culprit host: %1.=432
ActorDebug/UnableToCreateActorUnit,Unable to create unit actor.  Creating fallback sphere unit.=433
ActorDebug/UnableToCreateActorUnitFallback,Unable to create actor unit fallback %1.  This is a serious failure.  Is the game data corrupt?=434
ActorDebug/UnableToCreateModel,Model %1; Unable to create this model.=435
ActorDebug/UnitMissing,%1 does not have a CActorUnit assigned.=436
ActorDebug/UnitRingMissingParent,%1 is not hosted off of a CActorUnit.=437
ActorDebug/UnitRingMissingParentRadius,%1 is hosted off a parent with no radius defined on both the CActorUnit and CUnit.=438
ActorDebug/UsingEffectScopeWithoutEffect,Attempting to use Effect scope keyword from actor without effect scope. Requestor: Requestor: %1=439
ActorDebug/UsingReservedWord,Using reserved word as catalog entry name. Ignored.=440
ActorDebug/WaterInvalid,Water is not valid.=441
Alert/Text/StartLocation,Ubicación de inicio /// Start Location=442
ArmyCategory/Name/CArmyCategory,Categoría de ejército /// CArmyCategory=443
ArmyCustomizaAbil/Name/Beacon,Beacon=444
ArmyUnit/Name/CArmyUnit,Unidad de ejército /// CArmyUnit=445
ArmyUpgrade/Name/CArmyUpgrade,Mejora de ejército /// CArmyUpgrade=446
Artifact/Name/CArtifact,Artefacto por defecto=447
Beacon/InfoText/BeaconArmy,Ejército de baliza=448
Beacon/InfoText/BeaconAttack,Baliza: ataque=449
Beacon/InfoText/BeaconAuto,Baliza: automática=450
Beacon/InfoText/BeaconClaim,Baliza: reclamar=451
Beacon/InfoText/BeaconCustom1,Baliza: personalizar 1=452
Beacon/InfoText/BeaconCustom2,Baliza: personalizar 2=453
Beacon/InfoText/BeaconCustom3,Baliza: personalizar 3=454
Beacon/InfoText/BeaconCustom4,Baliza: personalizar 4=455
Beacon/InfoText/BeaconDefend,Baliza: defensa=456
Beacon/InfoText/BeaconDetect,Baliza: detección=457
Beacon/InfoText/BeaconExpand,Baliza: expansión=458
Beacon/InfoText/BeaconHarass,Baliza: hostigamiento=459
Beacon/InfoText/BeaconIdle,Baliza: parada=460
Beacon/InfoText/BeaconRally,Baliza: punto de encuentro=461
Beacon/InfoText/BeaconScout,Baliza: exploración=462
Behavior/Name/CBehavior,Comportamiento por defecto /// Default Behavior (CBehavior)=463
Behavior/Name/CBehaviorAttribute,Comportamiento por defecto: atributo=464
Behavior/Name/CBehaviorBuff,Comportamiento por defecto ventaja /// Default Behavior (CBehaviorBuff)=465
Behavior/Name/CBehaviorClickResponse,Comportamiento por defecto: respuesta de clic=466
Behavior/Name/CBehaviorConjoined,Comportamiento por defecto: unido=467
Behavior/Name/CBehaviorCreepSource,Comportamiento por defecto: fuente de biomateria=468
Behavior/Name/CBehaviorJump,Comportamiento por defecto: salto=469
Behavior/Name/CBehaviorMissile,Comportamiento por defecto misil /// Default Behavior (CBehaviorMissile)=470
Behavior/Name/CBehaviorPowerSource,Comportamiento por defecto fuente de energía /// Default Behavior (CBehaviorPowerSource)=471
Behavior/Name/CBehaviorPowerUser,Comportamiento por defecto usuario de energía /// Default Behavior (CBehaviorPowerUser)=472
Behavior/Name/CBehaviorProximityCapture,Comportamiento por defecto captura por proximidad /// Default Behavior (CBehaviorProximityCapture)=473
Behavior/Name/CBehaviorResource,Comportamiento por defecto recurso /// Default Behavior (CBehaviorResource)=474
Behavior/Name/CBehaviorReveal,Comportamiento por defecto revelar /// Default Behavior (CBehaviorReveal)=475
Behavior/Name/CBehaviorSpawn,Comportamiento por defecto: engendrar=476
Behavior/Name/CBehaviorVeterancy,Comportamiento por defecto veteranía /// Default Behavior (CBehaviorVeterancy)=477
Behavior/Name/CBehaviorWander,Comportamiento por defecto vagar /// Default Behavior (CBehaviorWander)=478
Behavior/Name/Detector,Comportamiento por defecto detector /// Default Behavior (Detector)=479
Behavior/Name/Detector10,Detector /// Detector=480
Behavior/Name/Detector11,Detector /// Detector=481
Behavior/Name/Detector12,Detector /// Detector=482
Behavior/Name/DisableAbils,Deshabilitar habilidades /// Disable Abils=483
Behavior/Name/PermanentlyCloaked,Permanentemente invisible /// Permanently Cloaked=484
Behavior/Name/Radar,Comportamiento por defecto radar /// Default Behavior (Radar)=485
Behavior/Name/Radar25,Radar /// Radar=486
Behavior/Name/StandardMissile,Misil estándar /// Standard Missile=487
Behavior/Name/TimedLife,Duración limitada /// Timed Life=488
Behavior/Name/TransientMorph,Mutación transitoria /// Transient Morph=489
Behavior/Name/tauntb,Provocado /// Taunted=490
Behavior/Tooltip/Detector10,Esta unidad puede detectar unidades invisibles o enterradas dentro de su alcance de visión. /// This unit can detect cloaked or burrowed units within its sight range.=491
Behavior/Tooltip/Detector11,Esta unidad puede detectar unidades invisibles o enterradas dentro de su alcance de visión. /// This unit can detect cloaked or burrowed units within its sight range.=492
Behavior/Tooltip/Detector12,Esta unidad puede detectar unidades invisibles o enterradas dentro de su alcance de visión. /// This unit can detect cloaked or burrowed units within its sight range.=493
