AUTHENTICATION_BETA_REGION,Beta /// Beta=0
ActorDebug/LookAtDumpTurretsSourced,arrojando torretas en el origen %1:=280
ActorDebug/LookAtInvalidSource,Visualización de actor de origen %1 no válido=281
ActorDebug/LookAtInvalidTarget,%1; Visualización de actor objetivo %2 no válido.=282
ActorDebug/LookAtInvalidType,No se pudo encontrar la definición del tipo de visualización [%1].=283
ActorDebug/LookAtModelSwapFailure,No se pudieron restablecer las torretas del modelo %1 al modelo %2.=284
ActorDebug/LookAtNoAcquireTarget,No hay objetivo para adquirir. %1 solo adquiere objetivos automáticamente en respuesta a ciertos mensajes del juego, como Abil, WeaponStart y TurretTarget.=285
ActorDebug/LookAtNoActiveTarget,No hay objetivo activo del cual obtener la orientación para el grupo de torretas [%1].=286
ActorDebug/LookAtNoSource,No hay sujeto=287
ActorDebug/LookAtNoTurretType,No hay tipo de visualización de torreta=288
ActorDebug/LookAtNoType,No hay tipo de visualización.=289
ActorDebug/LookAtUnassignedSource,Mirar al origen no asignado.=290
ActorDebug/LookAtUnassignedTarget,Mirar al objetivo no asignado.=291
ActorDebug/MessagePassingStackOverflow,La pila de administración de mensajes ha alcanzado el máximo de profundidad. Todos los mensajes a partir de este punto serán ignorados. Pueden ocurrir resultados inesperados.=292
ActorDebug/MissileDirectCreate,Intento de crear un misil directamente y no en el contexto de un ataque.=293
ActorDebug/MissingAttachKeyword,Missing attach props on id -- does the MAX file attachment ref name contain values that are not present in the EAttachKeyword enum?=294
ActorDebug/MissingPlayerDecalTexture,No se encontró un logotipo de jugador del enlace de textura %1.=295
ActorDebug/MissingSupersede,No se puede encontrar la muerte %1 para sustituir en el grupo de datos de muerte %2 de la entrada de actor %3.=296
ActorDebug/MissingTextureFile,No se pudo encontrar el archivo de textura %1 en la entrada %2 de TextureData.xml.=297
ActorDebug/ModelAspectConfirmInvalid,Debe enviarse el mensaje ModelAspectConfirm en respuesta al mensaje ModelAspectTest.=298
ActorDebug/ModelDataEventHasInvalidTime,Modelo %1; %2 Asignar un evento a una animación con longitud de %3.=299
ActorDebug/ModelError,Modelo %1; %2=300
ActorDebug/ModelEventSoundIsDeprecated,Modelo %2 ModeloEnlace[%2]; Enviar eventos de sonido de no-transmisión desde los modelos está restringido.=301
ActorDebug/ModelEventSpawnIsDeprecated,Modelo %2 ModeloEnlace[%1]; Enviar eventos de figura engendrada de modelo está restringido.=302
ActorDebug/ModelEventSplatIsDeprecated,Modelo %2 ModeloEnlace[%1]; Enviar eventos de figura plana de modelo está restringido.=303
ActorDebug/ModelInitFailure,Modelo creado mediante %1; falló la inicialización.=304
ActorDebug/ModelInvalidHarness,Tenía un utilizable de modelo[%1] que no era un CActorModelo.=305
ActorDebug/ModelMaterialAlreadyApplied,This CActorModelMaterial has already been applied to the target actor: %1.=306
ActorDebug/ModelMaterialBadApplyOtherMaterial,Cannot apply a model material to another model material.=307
ActorDebug/ModelMaterialBadApplyOtherMaterial2,Cannot apply a model material to another model material, in this case: %1.=308
ActorDebug/ModelMaterialBadApplyRef,Cannot find an actor model referenced by %1 on which to apply the model material.=309
ActorDebug/ModelMaterialBadApplyRef2,Cannot apply a model material to the actor %1 referenced by %2, since it is not a CActorModel.=310
ActorDebug/ModelMaterialBadApplySelf,Cannot apply a model material to itself.=311
ActorDebug/ModelMaterialBadRemoveRef,Cannot find an actor model referenced by %1 from which to remove the model material.=312
ActorDebug/ModelMaterialBadRemoveRef2,Cannot remove a model material from the actor %1 referenced by %2, since it is not a CActorModel.=313
ActorDebug/ModelMaterialCannotFind,Remove failed.  Cannot find CActorModelMaterial[%1].=314
ActorDebug/ModelMaterialCreatedBadType,Invalid to create actor %1 that is not a CActorModelMaterial, in response to ModelMaterialApply message.=315
ActorDebug/ModelMaterialCreationFailure,Could not create CActorModelMaterial[%1].=316
ActorDebug/ModelMaterialNonSingleMaterial,Material model [%1] has more than one material, but only exactly one material is supported.=317
ActorDebug/ModelMaterialNotFound,This CActorModelMaterial is not currently applied to the target actor: %1.=318
ActorDebug/ModelMaterialsNone,No model materials.=319
ActorDebug/ModelMaterialsSetVisibilityUnsupported,Since the model inside a CActorModelMaterial is merely a material provider and not an actual visible object, this actor is always invisible and its standard visibility state cannot be modified.  To hide a material, use the ModelMaterialSetVisibility message.=320
ActorDebug/ModelMaterialsSetVisibilityUselessParams,Model material names are irrelevant on the ModelMaterialSetVisibility message when it is sent directly to a CActorModelMaterial.=321
ActorDebug/ModelRadiusError,El modelo %1 tiene un radio %2 más grande que su radio de modelo suelto %3. Esto puede provocar solicitudes espaciales inexactas.=322
ActorDebug/ModelSwapFailed,Error al manipular el mensaje ModelSwap con modelLink %1.=323
ActorDebug/ModelVariationOnRadiusError,La variación %1 del modelo %2 tiene un radio %3 más grande que su radio de modelo suelto %4. Esto puede provocar solicitudes espaciales inexactas.=324
ActorDebug/ModelVariationRadiusError,La variación %2 del modelo %1 tiene un radio %3 más grande que el radio suelto %4 de dicha variación. Esto puede provocar solicitudes espaciales inexactas.=325
ActorDebug/MoreThanOneUnitActor,Más de un CActorUnidad persiste en el mismo alcance de unidad: %1 %2=326
ActorDebug/MostRecentEffectScope,ALCANCE DE EFECTO MÁS RECIENTE=327
ActorDebug/MoverMoveNoDest,Se recibió el mensaje MotorMover sin un destino.=328
ActorDebug/NeedActorModel,Esta OperaciónLugar requiere un CActorModelo o una de sus subclases para funcionar.=329
ActorDebug/NeedParameter,Se necesita el parámetro: Actor, Alcance, Global.=330
ActorDebug/NeedTypeParameter,Tiene una PosiciónMundo válida sin el tipo de PosiciónMundo en el parámetro TipoBásico.=331
ActorDebug/NoAttachPointFound,No se encontró un punto de anexión para la clave de anexión %1 con los actores: %2.=332
ActorDebug/NoBearingsYet,Todavía no hay orientación. Iniciando...=333
ActorDebug/NoPhysicsBodies,No physics bodies on Model[%1] m3[%2].=334
ActorDebug/NoPhysicsInstance,No physics instance on Model[%1] m3[%2].=335
ActorDebug/NoTriggerMessage,%1 message: No triggering message.=336
ActorDebug/None,<None>=337
ActorDebug/NonexistentMatchSlot,Modelo %1; la coincidencia de textura para el editor tiene una ranura inexistente %2.=338
ActorDebug/NonexistentMatchSourceSlot,Modelo %1; la coincidencia de textura para el editor tiene una ranura de origen inexistente %2 en la ranura objetivo %3.=339
ActorDebug/NonexistentSlot,Modelo %1; la Expresión de textura para el editor tiene un casillero inexistente.=340
ActorDebug/NonuserMessage,Intento de enviar un mensaje no perteneciente a USER. %1=341
ActorDebug/OneCActorActionPerEffect,Solo se puede crear una CActorAcción por efecto [%1].=342
ActorDebug/PhysicsBodyList,Physics body list for Model[%1] m3[%2].=343
ActorDebug/PhysicsBodyShape,Shape=344
ActorDebug/PhysicsCreationFailureActorPhysicsOff,No se puede inicializar la física en %1; La física engendrada por el actor está desactivada. Usa el truco togactorphysics para reactivarla.=345
ActorDebug/PhysicsCreationFailureCustomDeath,muerte personalizada=346
ActorDebug/PhysicsCreationFailureDeathCustomsPhysicsOff,No se puede inicializar la física en %1; La física engendrada por esta actorUnit está desactivada. Usa el mensaje de DeathCustomsEnablePhysics para reactivarla.=347
ActorDebug/PhysicsCreationFailureInvalidPhysicsModelLink,No se puede inicializar la física en %1; La física no puede engendrarse aquí porque el enlace del modelo no es válido.=348
ActorDebug/PhysicsCreationFailureLowQualityModelsOptionActive,No se puede inicializar la física en %1; La opción de gráficos de modelos de baja calidad impide que se disparen todas las físicas de muertes juntas.=349
ActorDebug/PhysicsCreationFailureMaxComplexRagdollCount,No se puede inicializar la física en %1; Se alcanzó la cantidad máxima de ragdolls complejos (%2).=350
ActorDebug/PhysicsCreationFailureMaxRigidBodyCount,No se puede inicializar la física en %1; Se alcanzó la cantidad máxima de cuerpos rígidos (%2).=351
ActorDebug/PhysicsCreationFailureModel,enlace de modelo=352
ActorDebug/PhysicsCreationFailureNonLocalModel,No se puede inicializar la física en %1; El modelo no es local.=353
ActorDebug/PhysicsCreationFailureRagdollsDisabled,No se puede inicializar la física en %1; La opción de gráfico de calidad de modelo deshabilitó los ragdolls complejos (los que tienen articulaciones).=354
ActorDebug/PhysicsCreationFailureTeenEnabled,No se puede inicializar la física en %1; Está activada la opción de violencia reducida.=355
ActorDebug/PhysicsDensity,Densidad=356
ActorDebug/PhysicsFriction,Fricción=357
ActorDebug/PhysicsImpactAutoVolumeBadRange,El rango máximo de autoVolume debe ser superior al rango mínimo de autoVolume.=358
ActorDebug/PhysicsInitFailureSpyOff,El espionaje de errores de inicialización de física está desactivado.=359
ActorDebug/PhysicsInitFailureSpyOn,El espionaje de errores de inicialización de física está activado.=360
ActorDebug/PhysicsMatchKeysOrdered,PhysicsMatchKeysOrdered[%1]=361
ActorDebug/PhysicsMatchMaterialCannotBeOverridden,No se puede reemplazar el terreno con el material de física %1 en la posición %2.=362
ActorDebug/PhysicsMatchMaterialCannotBeRestored,No se encuentra el material de física [%1] para restablecer en la posición %2.=363
ActorDebug/PhysicsMaterial,PhysicsMaterial=364
ActorDebug/PhysicsRestitution,Restitución=365
ActorDebug/PhysicsShapeCapsule,Capsule=366
ActorDebug/PhysicsShapeMesh,Mesh=367
ActorDebug/PhysicsShapePolytope,Polytope=368
ActorDebug/PhysicsShapeSphere,Sphere=369
ActorDebug/PhysicsShapeTriangle,Triangle=370
ActorDebug/PhysicsShapeUnknown,Unknown=371
ActorDebug/PlayingMoviesRestrictedToBlizzardMaps,La reproducción de videos está actualmente restringida a los mapas de Blizzard.=372
ActorDebug/PortraitCustomizationMissingModel,El mensaje RetratoPersonalizar no tiene modelo de retrato.=373
ActorDebug/PredictionTurningToggleStateOff,Predictive turning spy OFF.=374
ActorDebug/PredictionTurningToggleStateOn,Predictive turning spy ON.=375
ActorDebug/PropertyCurveCannotAddPointsAfterReady,No se pueden agregar puntos a la curva una vez que ha comenzado. Responsable: %1.=376
ActorDebug/PropertyCurveCannotFindCurve,No se puede encontrar la curva %1. Responsable: %2.=377
ActorDebug/PropertyCurveNotEnoughDataToStart,La curva %1 debe tener al menos 2 puntos para todos los componentes. El responsable es %2. Inicio fallido.=378
ActorDebug/PropertyCurvePointsMustAdvance,Los puntos siguientes deben tener edad creciente. Responsable: %1. Valor omitido.=379
ActorDebug/PropertyCurveUnsupportedComponent,La curva %1 no admite el componente %2. Responsable: %3.=380
ActorDebug/QuadInvalid,El cuadrante no es válido.=381
ActorDebug/ReceivedInvalidMessage,recibió un mensaje no válido %1.=382
ActorDebug/RegionInvalidSize,La región tiene un tamaño no válido.=383
ActorDebug/RegionNoPoints,La región no tiene puntos.=384
ActorDebug/RequestingUnknownActor,Intento de solicitar un actor de valor desconocido. Solicitante: %1=385
ActorDebug/RequestorBadScope,Deben usarse palabras clave Implicit/Caster/Target Scope cuando el solicitante no fue creado por un efecto. Solicitante: %1=386
ActorDebug/RequestorNeedsEffect,Solo se puede usar Solicitar efecto cuando el solicitante fue creado por un efecto. Solicitante. Solicitante: %1=387
ActorDebug/RequestorNeedsSpecificType,No se puede crear un actor sobre un efecto particular sin un tipo de alcance más específico. Solicitante: %1=388
ActorDebug/RequiresAnimName,%1; Este mensaje requiere un nombre válido para una animación activa.=389
ActorDebug/ResolveAnimationAliasesMultiple,=390
ActorDebug/ResolveAnimationAliasesNone,=391
ActorDebug/SelectedUnit,UNIDAD SELECCIONADA=392
ActorDebug/SequentialProgressAnimsInvalid,Llevando %1 %2 para el actor %3; Animaciones secuenciales %4 detectadas: %5; %6.=393
ActorDebug/SerpentElementLengthBad,Se necesita un elemento de longitud base no-cero. Los valores más bajos implican movimientos más uniformes, pero a costa de rendimiento.=394
ActorDebug/SerpentMissingHead,No se puede encontrar la cabeza de serpiente.=395
ActorDebug/SerpentMissingHeadSiteOp,El actor de cabeza de serpiente no tiene op de sitio de cabeza de serpiente.=396
ActorDebug/SerpentMissingHeadSiteOps,El actor de cabeza de serpiente no tiene ops de sitio.=397
ActorDebug/SerpentSegmentLengthBad,Los segmentos de serpiente deben tener una distancia no-cero entre sí. Segmento erróneo: %1=398
ActorDebug/SerpentSegmentTooSmall,Cada segmento debe tener tamaño suficiente para agregar al menos dos puntos de soporte.=399
ActorDebug/SerpentTurnSmoothingActivationAngleMismatch,TurnSmoothingActivationAngleMin debe ser menor que TurnSmoothingActivationAngleMax.=400
ActorDebug/SerpentUndulationAmplitudePerUnitBad,Se necesita una amplitud no-cero por unidad para las serpientes nadadoras.=401
ActorDebug/SerpentUndulationElementLengthBad,Se necesita un elemento de longitud no-cero para las serpientes nadadoras.=402
ActorDebug/SerpentUndulationWavelengthBad,Se necesita una longitud de onda no-cero para las serpientes nadadoras.=403
ActorDebug/SiteOpAttachVolumeNeedsActorAction,Se tiene que usar CActorSiteOpAttachVolume en actores creados por CActorAction.=404
ActorDebug/SiteOpBankerUnitInvalidRollMax,DesplazamientoMáx debe ser no minúsculo y <= 180.0 grados.=405
ActorDebug/SiteOpBankerUnitNoRollInArc,Requiere un arco de desplazamiento hacia adentro no minúsculo.=406
ActorDebug/SiteOpBankerUnitNoRollOutDuration,Requiere una duración de desplazamiento hacia afuera no minúscula.=407
ActorDebug/SiteOpEffectNoParams,%1 Esta SiteOp solo funciona en actores creados directamente desde efectos o a través del mensaje Crear enviado a los actores que se crearon directamente desde efectos.=408
ActorDebug/SiteOpForwardBadParams,%1; CActorSiteOpForward no puede tener un vector explícito y un anfitrión o siteOps.=409
ActorDebug/SiteOpInitFailure,No se pudo inicializar %1.=410
ActorDebug/SiteOpInitInfiniteLoop,%1 contiene una referencia a sí mismo. La inicialización no pudo impedir la creación de un número de instancias infinito de esta siteOp.=411
ActorDebug/SiteOpRotatorFailure,%1 rotator does not specify the local axis.=412
ActorDebug/SiteOpUp,%1; CActorSiteOpUp no puede tener un vector explícito y un anfitrión o siteOps.=413
ActorDebug/SnapshotCreationFromDataNotSupported,No se admite la creación de CActorSnapshot a partir de datos.=414
ActorDebug/SnapshotCreationRequiresSnapshotScope,Solo se puede crear un CActorSnapshot en el alcance de una captura de imagen.=415
ActorDebug/SoundInitFailure,Falló la iniciación del sonido; %1=416
ActorDebug/SoundInvalidHarness,Tenía un utilizable de sonido[%1] que no era un CActorSonido.=417
ActorDebug/SourceWalkAnimMoveSpeedFromHasInvalidSource,Cannot find valid source for refKey [%1].=418
ActorDebug/SpawnFootprintInvalidActor,El evento de modelo no pudo engendrar el actor de huella %1.=419
ActorDebug/SpawnFootprintInvalidModel,El evento de modelo no pudo engendrar el modelo de huella %1.=420
ActorDebug/SpawnSoundInvalidActor,El evento de modelo no pudo engendrar el actor de sonido %1.=421
ActorDebug/SpawnSoundInvalidSound,El evento de modelo no pudo engendrar el sonido %1.=422
ActorDebug/SplatCreateFailure,Archivo %1; Falló la creación de la figura plana.=423
ActorDebug/SplatCreateFailureBadScale,Archivo %1; Error al crear figura plana.  Escala %2 errónea.=424
ActorDebug/SplatInitFailure,Fuente %1; Archivo %1; Falló la iniciación de la figura plana.=425
ActorDebug/SplatSourceInitFailure,Fuente %1; Archivo %1; Falló la iniciación de la fuente de la figura plana.=426
