Actor/EditorSuffix/GuideVisualQuadSplat,=0
Actor/Name/SOpBasicActorPositionFollow,SOpBasicActorPositionFollow=428
Actor/Name/SOpBasicCreatorFollow,SOpBasicCreatorFollow=429
Actor/Name/SOpBasicCreatorPositionFollow,SOpBasicCreatorPositionFollow=430
Actor/Name/SOpBasicCreatorStationary,SOpBasicCreatorStationary=431
Actor/Name/SOpBasicInitialBearings,SOpBasicInitialBearings=432
Actor/Name/SOpBasicScopeFollow,SOpBasicScopeFollow=433
Actor/Name/SOpBasicScopePositionFollowHoldRotation,SOpBasicScopePositionFollowHoldRotation=434
Actor/Name/SOpBasicScopeStationary,SOpBasicScopeStationary=435
Actor/Name/SOpCasterPoint,SOpCasterPoint=436
Actor/Name/SOpCasterUnitZ,=437
Actor/Name/SOpDeathMotionFlier,SOpDeathMotionFlier=438
Actor/Name/SOpDeathMotionGround,SOpDeathMotionGround=439
Actor/Name/SOpForwardCasterCenter,SOpForwardCasterCenter=440
Actor/Name/SOpForwardCasterCenterInverted,OpS - Hacia adelante - Lanzador - Centro - Invertido=441
Actor/Name/SOpForwardCasterPoint,SOpForwardCasterPoint=442
Actor/Name/SOpForwardCasterPointInverted,SOpForwardCasterPointInverted=443
Actor/Name/SOpForwardDefault,SOpForwardDefault=444
Actor/Name/SOpForwardEast,SOpForwardEast=445
Actor/Name/SOpForwardImpactGuide,SOpForwardImpactGuide=446
Actor/Name/SOpForwardLaunchGuide,SOpForwardLaunchGuide=447
Actor/Name/SOpForwardLaunchGuideDamage,SOpForwardLaunchGuideDamage=448
Actor/Name/SOpForwardLaunchGuideInverted,SOpForwardLaunchGuideInverted=449
Actor/Name/SOpForwardLaunchGuideStationary,SOpForwardLaunchGuideStationary=450
Actor/Name/SOpForwardNorth,SOpForwardNorth=451
Actor/Name/SOpForwardPointsUp,SOpForwardPointsUp=452
Actor/Name/SOpForwardQueryCaster,SOpForwardQueryCaster=453
Actor/Name/SOpForwardSourcePoint,SOpForwardSourcePoint=454
Actor/Name/SOpForwardTargetPoint,SOpForwardTargetPoint=455
Actor/Name/SOpForwardTargetPointInverted,SOpForwardTargetPointInverted=456
Actor/Name/SOpForwardTargetUnit,OpS - Hacia adelante - Unidad objetivo=457
Actor/Name/SOpForwardWeapon,SOpForwardWeapon=458
Actor/Name/SOpForwardWest,=459
Actor/Name/SOpHeightLaunch,SOpHeightLaunch=460
Actor/Name/SOpHigherBy3,SOpHigherBy3=461
Actor/Name/SOpHigherBy5,SOpHigherBy5=462
Actor/Name/SOpHigherOfTerrainAndWater,SOpHigherOfTerrainAndWater=463
Actor/Name/SOpHostCasterOverhead,SOpHostCasterOverhead=464
Actor/Name/SOpHostMissile,SOpHostMissile=465
Actor/Name/SOpIncomingDirect,SOpIncomingDirect=466
Actor/Name/SOpIncomingDirect1,OpS - Entrante - Direct1=467
Actor/Name/SOpIncomingDirect1Dot5,OpS - Entrante - Direct1 - Dot5=468
Actor/Name/SOpIncomingDirectDot15,OpS - Entrante - Directo - Punto 15=469
Actor/Name/SOpIncomingDirectDot25,SOpIncomingDirectDot25=470
Actor/Name/SOpIncomingMissile,SOpIncomingMissile=471
Actor/Name/SOpIncomingMissileDot1,OpS - Misil entrante - Dot1=472
Actor/Name/SOpIncomingMissileDot25,SOpIncomingMissileDot25=473
Actor/Name/SOpIncomingMissileDot5,OpS - Misil entrante - Dot5=474
Actor/Name/SOpIncomingMissileDot75,OpS - Misil entrante - Dot75=475
Actor/Name/SOpLocalOffsetHarness,SOpLocalOffsetHarness=476
Actor/Name/SOpMissile,SOpMissile=477
Actor/Name/SOpMotionDirection,SOpMotionDirection=478
Actor/Name/SOpMotionDirectionWeaponLeft,SOpMotionDirectionWeaponLeft=479
Actor/Name/SOpMotionDirectionWeaponRight,SOpMotionDirectionWeaponRight=480
Actor/Name/SOpMoveBackBy1,SOpMoveBackBy1=481
Actor/Name/SOpMoveBackBy2,SOpMoveBackBy2=482
Actor/Name/SOpMoveBy1,SOpMoveBy1=483
Actor/Name/SOpMoveBy1Dot5,SOpMoveBy1Dot5=484
Actor/Name/SOpMoveBy2,SOpMoveBy2=485
Actor/Name/SOpMoveBy3,OpS - Movimiento por 3=486
Actor/Name/SOpMoveBy3Dot5,OpS - Mover 3Dot5 /// SOp Move By 3Dot5=487
Actor/Name/SOpMoveBy4,OpS - Movimiento por 4=488
Actor/Name/SOpMoveBy5Dot5,OpS - Mover 5Dot5 /// SOp Move By 5Dot5=489
Actor/Name/SOpMoveBy7,OpS - Movimiento por 7=490
Actor/Name/SOpMoveByDot05,OpS - Movimiento por punto 05=491
Actor/Name/SOpMoveByDot1,SOpMoveByDot1=492
Actor/Name/SOpMoveByDot15,OpS - Movimiento por punto 15=493
Actor/Name/SOpMoveByDot15ToDot5,OpS - Movimiento por punto 15 a punto 5=494
Actor/Name/SOpMoveByDot25,SOpMoveByDot25=495
Actor/Name/SOpMoveByDot3,OpS - Movimiento por punto 3=496
Actor/Name/SOpMoveByDot5,SOpMoveByDot5=497
Actor/Name/SOpMoveByDot5To1,OpS - Movimiento por punto 5 a 1=498
Actor/Name/SOpMoveByDot75,OpS - Movimiento por Dot75=499
Actor/Name/SOpMoveDownBy1,OpS - Movimiento hacia abajo por 1=500
Actor/Name/SOpMoveDownBy2,OpS - Movimiento hacia abajo por 2=501
Actor/Name/SOpMoveDownByDot1,OpS - Movimiento hacia abajo por Dot1=502
Actor/Name/SOpMoveDownByDot15,OpS - Bajar por punto 15=503
Actor/Name/SOpMoveDownByDot15ToDot25,OpS - Bajar por punto 15 a punto 25=504
Actor/Name/SOpMoveDownByDot25,OpS - Movimiento hacia abajo por Dot25=505
Actor/Name/SOpMoveDownByDot25ToDot75,OpS - Bajar por punto 25 a punto 75=506
Actor/Name/SOpMoveDownByDot35,OpS - Bajar por punto 35=507
Actor/Name/SOpMoveDownByDot5,SOpMoveDownByDot5=508
Actor/Name/SOpMoveDownByDot75,OpS - Movimiento hacia abajo por Dot75=509
Actor/Name/SOpMoveUpBy1,SOpMoveUpBy1=510
Actor/Name/SOpMoveUpBy2,OpS - Movimiento hacia arriba por 2=511
Actor/Name/SOpMoveUpBy3,OpS - Subir por 3=512
Actor/Name/SOpMoveUpBy4,OpS - Movimiento hacia arriba por 4=513
Actor/Name/SOpMoveUpBy6,OpS - Movimiento hacia arriba por 6=514
Actor/Name/SOpMoveUpBy7,OpS - Movimiento hacia arriba por 7=515
Actor/Name/SOpMoveUpBy9,OpS - Movimiento hacia arriba por 9=516
Actor/Name/SOpMoveUpByDot1,OpS - Movimiento hacia arriba por Dot1=517
Actor/Name/SOpMoveUpByDot15,OpS - Movimiento hacia arriba por Dot15=518
Actor/Name/SOpMoveUpByDot25,OpS - Movimiento hacia arriba por Dot25=519
Actor/Name/SOpMoveUpByDot5,OpS - Movimiento hacia arriba por Dot5=520
Actor/Name/SOpNEU,OpS =521
Actor/Name/SOpPatch10,SOpPatch10=522
Actor/Name/SOpPatch15,SOpPatch15=523
Actor/Name/SOpPatch35,SOpPatch35=524
Actor/Name/SOpPatch360,SOpPatch360=525
Actor/Name/SOpPatch45,SOpPatch45=526
Actor/Name/SOpPatch5,SOpPatch5=527
Actor/Name/SOpPhysicsImpactDeflection,SOpPhysicsImpactDeflection=528
Actor/Name/SOpPhysicsImpactNormal,SOpPhysicsImpactNormal=529
Actor/Name/SOpPointDown,SOpPointDown=530
Actor/Name/SOpPointDown1ByDot25,OpS - Apuntar hacia abajo 1 por punto 25=531
Actor/Name/SOpPointDown1ByDot5,OpS - Apuntar hacia abajo 1 por punto 5=532
Actor/Name/SOpPointSouthWorld,OpS - Apuntar hacia el sur - Mundo=533
Actor/Name/SOpPointUp,OpS - Remarcar=534
Actor/Name/SOpPointUp1By1,=535
Actor/Name/SOpPointUp1ByDot25,OpS - Remarcar 1 por Dot25=536
Actor/Name/SOpPointUp1ByDot5,OpS - Remarcar 1 por Dot5=537
Actor/Name/SOpPointUpWorld,OpS - Remarcar - Mundo=538
Actor/Name/SOpRandomPointInCircle1Dot5,OpS - Punto aleatorio en círculo1 Dot5=539
Actor/Name/SOpRandomPointInCircleDot2,OpS - Punto aleatorio en círculo punto 2=540
Actor/Name/SOpRandomPointInCircleDot25,OpS - Punto aleatorio en círculo punto 25=541
Actor/Name/SOpRandomPointInCircleDot35,OpS - Punto aleatorio en círculo punto 35=542
Actor/Name/SOpRandomPointInCrossbarDot15GaussInv,OpS - Punto aleatorio en cruz punto 15 - Gauss - Inverso=543
Actor/Name/SOpRandomPointInCrossbarDot25GaussInv,OpS - Punto aleatorio en cruz punto 25 - Gauss - Inverso=544
Actor/Name/SOpRandomPointInCrossbarDot4GaussInv,OpS - Punto aleatorio en cruz punto 4 - Gauss - Inverso=545
Actor/Name/SOpRandomPointInSphereDot15,OpS - Punto aleatorio en esfera Dot15=546
Actor/Name/SOpRandomPointInSphereDot25,OpS - Punto aleatorio en esfera Dot25=547
Actor/Name/SOpRandomPointInSphereDot5,OpS - Punto aleatorio en esfera Dot5=548
Actor/Name/SOpRandomPointOnCircleDot25,OpS - Punto aleatorio en círculo Dot25=549
Actor/Name/SOpRollClockwise90,OpS - Rodar en el sentido de las agujas del reloj 90=550
Actor/Name/SOpRollCounterClockwise90,OpS - Rodar en el sentido opuesto a las agujas del reloj 90=551
Actor/Name/SOpRotVariancerForward15,OpS - Desviación de rotación hacia adelante 15=552
Actor/Name/SOpRotVariancerForward30,SOpRotVariancerForward30=553
Actor/Name/SOpRotVariancerForward45,OpS - Desviación de rotación hacia adelante 45=554
Actor/Name/SOpRotVariancerForward60,OpS - Desviación de rotación hacia adelante 60=555
Actor/Name/SOpRotVariancerForward90,OpS - Desviación de rotación hacia adelante 4590=556
Actor/Name/SOpRotVariancerUp15,SOpRotVariancerUp15=557
Actor/Name/SOpRotVariancerUp25,OpS - Desviación de rotación hacia arriba 25=558
Actor/Name/SOpRotVariancerUp35,OpS - Desviación de rotación hacia arriba 35=559
Actor/Name/SOpRotVariancerUp60,OpS - Desviación de rotación hacia arriba 60=560
Actor/Name/SOpRotationExplicitHarness,SOpRotationExplicitHarness=561
Actor/Name/SOpRotationRandomDisc,SOpRotationRandomDisc=562
Actor/Name/SOpRotationRandomFull,SOpRotationRandomFull=563
Actor/Name/SOpRotationRandomPitch30,OpS - Rotación aleatoria tono 30=564
Actor/Name/SOpRotationSmooth,SOpRotationSmooth=565
Actor/Name/SOpSelectionOffset,SOpSelectionOffset=566
Actor/Name/SOpShadow,SOpShadow=567
Actor/Name/SOpShadowAsyncPrecise,SOpShadowAsyncPrecise=568
Actor/Name/SOpShadowSyncAir,SOpShadowSyncAir=569
Actor/Name/SOpShadowSyncGround,SOpShadowSyncGround=570
Actor/Name/SOpSourcePoint,SOpSourcePoint=571
Actor/Name/SOpSourcePointSationary,SOpSourcePointSationary=572
Actor/Name/SOpSourcePointStationary,SOpSourcePointStationary=573
Actor/Name/SOpSourceUnitStationary,=574
Actor/Name/SOpSplashDamagePositionVariance,SOpSplashDamagePositionVariance=575
Actor/Name/SOpTargetPoint,SOpTargetPoint=576
Actor/Name/SOpTargetPointStationary,SOpTargetPointStationary=577
Actor/Name/SOpTargetUnit,SOpTargetUnit=578
Actor/Name/SOpTargetUnitZ,SOpTargetUnitZ=579
Actor/Name/SOpTerrainSquibPositionVariance,SOpTerrainSquibPositionVariance=580
Actor/Name/SOpTipability,SOpTipability=581
Actor/Name/SOpTipabilityFloorScope,SOpTipabilityFloorScope=582
Actor/Name/SOpUpDefault,SOpUpDefault=583
Actor/Name/SOpUpDefaultHoldRotation,SOpUpDefaultHoldRotation=584
Actor/Name/SOpWaterPlane,OpS - Agua - Plano=585
Actor/Name/SOpWaterWaves,OpS - Agua - Oleadas=586
Actor/Name/SYSTEM_ActorConfig,SYSTEM_ActorConfig=587
Actor/Name/SYSTEM_Scene,SYSTEM_Scene=588
Actor/Name/SceneUIHarness,Escena UIHarness=589
Actor/Name/SceneUISound,Escena UISound=590
Actor/Name/Simple,Simple=591
Actor/Name/SiteAttachHarness,Anexo de sitio utilizable=592
Actor/Name/SiteCenter,SitioCentro=593
Actor/Name/SiteCenterFollow,SitioCentroSeguir=594
Actor/Name/SiteCenterStationary,SitioCentroFijo=595
Actor/Name/SiteChest,SitioPecho=596
Actor/Name/SiteChestFollow,SitioPechoSeguir=597
Actor/Name/SiteChestStationary,SitioPechoFijo=598
Actor/Name/SiteDamageRandom,SitioDañoAleatorio=599
Actor/Name/SiteDetection,SitioDetección=600
Actor/Name/SiteEffectSourceStationary,SitioEfectoFuenteFijo=601
Actor/Name/SiteEffectTargetStationary,SitioEfectoObjetivoFijo=602
Actor/Name/SiteEffectTargetStationaryGround,SitioEfectoObjetivoFijoTierra=603
Actor/Name/SiteHardpoint1Follow,SitioPuntoClave1Seguir=604
Actor/Name/SiteHardpoint2Follow,SitioPuntoClave2Seguir=605
Actor/Name/SiteHardpoint3Follow,SitioPuntoClave3Seguir=606
Actor/Name/SiteHardpointFollow,SitioPuntoClaveSeguir=607
Actor/Name/SiteHead,SitioCabeza=608
Actor/Name/SiteHeadFollow,SitioCabezaSeguir=609
Actor/Name/SiteHosted,SitioAlojado=610
Actor/Name/SiteHostedUnit,SitioAlojadoUnidad=611
Actor/Name/SiteOrigin,SitioOrigen=612
Actor/Name/SiteOriginFollow,SitioOrigenSeguir=613
Actor/Name/SiteOriginShadow,SitioOrigenSombra=614
Actor/Name/SiteOriginShadowAccurate,Origen de lugar - Sombra - Precisión=615
Actor/Name/SiteOriginStationary,SitioOrigenFijo=616
Actor/Name/SiteOverhead,SitioElevado=617
Actor/Name/SiteOverheadFollow,SitioElevadoSeguir=618
Actor/Name/SiteOverheadStationary,SitioElevadoFijo=619
Actor/Name/SiteScopeFollow,SitioAlcanceSeguir=620
Actor/Name/SiteScopeStationary,SitioAlcanceFijo=621
Actor/Name/SiteTarget,SitioObjetivo=622
Actor/Name/SiteTargetFollow,SitioObjetivoSeguir=623
Actor/Name/SiteTargetStationary,SitioObjetivoFijo=624
Actor/Name/SiteTargetStationaryGround,SitioObjetivoFijoTierra=625
Actor/Name/SiteUNIT,SiteUNIT=626
Actor/Name/SiteUnitMark,SitioUnidadMarca=627
Actor/Name/SiteWeapon,SitioArma=628
Actor/Name/SiteWeapon01,SitioArma01=629
Actor/Name/SiteWeapon01Follow,SitioArma01Seguir=630
Actor/Name/SiteWeapon02Follow,SitioArma02Seguir=631
Actor/Name/SiteWeaponFollow,SitioArmaSeguir=632
Actor/Name/SiteWeaponShadow,SitioArmaSombra=633
Actor/Name/SiteWeaponStationary,SitioArmaFijo=634
Actor/Name/SiteWorld,SitioMundo=635
Actor/Name/Snapshot,Captura de imagen=636
Actor/Name/SnapshotBase,Captura de imagen - Base=637
Actor/Name/SnapshotNoOpacity,=638
Actor/Name/Sound,Sonido=639
Actor/Name/SoundContinuous,SonidoContinuo=640
Actor/Name/SoundEmitter,SonidoEmisor=641
Actor/Name/SoundHosted,SonidoAlojado=642
Actor/Name/SoundOneShot,SonidoÚnico=643
Actor/Name/Splat,Plano=644
Actor/Name/SplatHosted,FiguraPlanaAlojada=645
Actor/Name/Squib,Squib=646
Actor/Name/SquibHosted,SquibAlojado=647
Actor/Name/StereoscopicOptionsUnit,Unidad de opciones estereoscópicas=648
Actor/Name/SyncFlashingSelection,SyncFlashingSelection=649
Actor/Name/SyncSelection,SyncSelection=650
Actor/Name/TerrainMgr,Terreno - Mgr /// Terrain Mgr=651
Actor/Name/TerrainObjectPreviewModel,TerrenoObjetoPrevisualizaciónModelo=652
Actor/Name/TerrainSquibHarnessContinuous,Ataque de terreno utilizable - Continuo=653
Actor/Name/TerrainSquibHarnessOneShot,Ataque de terreno utilizable - Disparo único=654
Actor/Name/TerranModelConstruction,Construcción de modelo terran=655
Actor/Name/TestForce,Probar fuerza /// Test Force=656
Actor/Name/TestForceHuge,Probar fuerza - Gigante=657
Actor/Name/TestForceStrong,Probar fuerza - Fuerte=658
Actor/Name/TestImpulse,Probar impulso=659
Actor/Name/TestImpulseHuge,Probar impulso - Gigante=660
Actor/Name/TestImpulseStrong,Probar impulso - Fuerte=661
Actor/Name/TriggerModel,Modelo de disparador=662
Actor/Name/TriggerRegion,Región del disparador=663
Actor/Name/UnitDeathBodySquibHarness,Muerte de unidad - Ataque de cuerpo utilizable=664
Actor/Name/UnitDeathBodySquibHarnessBlood,Unidad - Muerte - Ataque de cuerpo utilizable - Sangre=665
Actor/Name/UnitDeathBodySquibModelHarness,Muerte de unidad - Cuerpo - Ataque - Modelo - Utilizable=666
Actor/Name/UnitDeathBodySquibModelHarnessBlood,Muerte de unidad - Cuerpo - Ataque - Modelo - Utilizable - Sangre=667
Actor/Name/UnitDeathBodySquibSoundHarness,Muerte de unidad - Cuerpo - Ataque - Sonido - Utilizable=668
Actor/Name/UnitDeathModel,UnidadMuerteModelo=669
Actor/Name/UnitDeathModelNoTeamColor,Muerte de unidad - Modelo - Sin color de equipo=670
Actor/Name/UnitDeathModelNoTeamColorUnscaled,Muerte de unidad - Modelo - Sin color de equipo - Sin escala=671
Actor/Name/UnitDeathModelPersistent,=672
Actor/Name/UnitDeathModelPersistentFogPause,Unidad - Modelo de muerte - Persistente - Niebla - Pausa=673
Actor/Name/UnitDeathModelPersistentUnscaled,Muerte de unidad - Modelo persistente -Sin escala=674
Actor/Name/UnitDeathModelUnscaled,UnidadMuerteModeloSinEscala=675
Actor/Name/UnitDeathModelWithDeathMotionFlier,Muerte de unidad - Modelo con movimiento de muerte - Volador=676
Actor/Name/UnitDeathModelWithDeathMotionGround,Muerte de unidad - Modelo con movimiento de muerte - Terrestre=677
Actor/Name/UnitDeathModelWithDeathMotionGroundUnscaled,Muerte de unidad - Modelo con movimiento de muerte - Sin escala=678
Actor/Name/UnitDeathRagdoll,Muerte de unidad - Ragdoll=679
Actor/Name/UnitDeathRagdollFlier,Unidad - Muerte - Ragdoll - Volador=680
Actor/Name/UnitDeathRagdollTeamColor,Unidad - Muerte - Ragdoll - Equipo - Color=681
Actor/Name/UnitDeathRagdollTerminateExtrasMacro,Unidad - Muerte - Ragdoll - Terminar - Extras - Macro=682
Actor/Name/UnitDeathRagdollTerminateExtrasRemovalMacro,Unidad - Muerte - Ragdoll - Terminar - Extras - Eliminación - Macro=683
Actor/Name/UnitDeathRagdollTimingExtensionMacro,Unidad - Muerte - Ragdoll - Sincronización - Extensión - Macro=684
Actor/Name/UnitDeathRagdollTimingExtensionRemovalMacro,Unidad - Muerte - Ragdoll - Sincronización - Extensión - Eliminación - Macro=685
Actor/Name/UnitDeathRagdollWithTeamColor,Unidad - Muerte - Ragdoll - Con color de equipo=686
Actor/Name/UnitDeathSound,UnidadMuerteSonido=687
Actor/Name/UnitDeathVoice,UnidadMuerteVoz=688
Actor/Name/UnitFootprint,Huella de unidad=689
Actor/Name/UnitModelFrameActor,=690
Actor/Name/UnitSound,Sonido de la unidad=691
Actor/Name/UnitSoundHiddenCheck,Sonido de unidad - Marcar oculto=692
Actor/Name/UnpoweredVisual,Visual sin energía=693
Actor/Name/ZergGuideVisualQuad,Zerg - Guía - Visual - Cuadrante=694
Actor/Name/ZergGuideVisualQuadCenter,Zerg - Guía - Visual - Cuadrante central=695
Actor/Name/ZergGuideVisualQuadDown,Zerg - Guía - Visual - Cuadrante inferior=696
Actor/Name/ZergGuideVisualQuadDownRedScaled,Zerg - Guía - Visual - Cuadrante inferior - En escala - Rojo=697
Actor/Name/ZergGuideVisualQuadDownScaled,Zerg - Guía - Visual - Cuadrante inferior - En escala=698
Actor/Name/ZergGuideVisualQuadImpact,Zerg - Guía - Visual - Cuadrante - Impacto=699
Actor/Name/ZergGuideVisualQuadLaunch,Zerg - Guía - Visual - Cuadrante - Lanzamiento=700
Actor/Name/ZergGuideVisualQuadRed,Zerg - Guía - Visual - Cuadrante - Rojo=701
Actor/Name/ZergGuideVisualQuadRedCenter,Zerg - Guía - Visual - Cuadrante - Rojo - Central=702
Actor/Name/ZergGuideVisualQuadRedImpact,Zerg - Guía - Visual - Cuadrante - Rojo - Lanzamiento=703
Actor/Name/ZergGuideVisualQuadRedLaunch,Zerg - Guía - Visual - Cuadrante - Rojo - Lanzamiento=704
Actor/Name/ZergPlacementModel,Modelo de emplazamiento zerg=705
Alert/Name/AIComm,AIComm=706
Alert/Name/AddOnComplete,AnexoFinalizado /// AddOnComplete=707
Alert/Name/AmmoComplete,MuniciónFinalizada /// AmmoComplete=708
Alert/Name/Attack,Ataque=709
Alert/Name/AttackTown,AtaquePoblación /// AttackTown=710
Alert/Name/AttackTownAlly,AtaquePoblaciónAliado /// AttackTownAlly=711
Alert/Name/AttackUnit,AtaqueUnidad /// AttackUnit=712
Alert/Name/AttackUnitAlly,AtacarUnidadAliado /// AttackUnitAlly=713
Alert/Name/BuildComplete,ConstrucciónFinalizada /// BuildComplete=714
Alert/Name/CAlert,CAlerta=715
Alert/Name/CalldownLaunch,SolicitudLanzamiento /// CalldownLaunch=716
Alert/Name/CalldownLaunchObserver,Llamada - Lanzamiento - Observador=717
Alert/Name/Error,Error=718
Alert/Name/Global,Global=719
Alert/Name/MergeComplete,CombinaciónFinalizada /// MergeComplete=720
Alert/Name/MorphComplete,TransformaciónFinalizada /// MorphComplete=721
Alert/Name/MothershipComplete,MothershipComplete=722
Alert/Name/NoAlert,Ninguna alerta=723
Alert/Name/Observer,Observador=724
Alert/Name/ResourceDepleted_Mineral,RecursoAgotado_Mineral /// ResourceDepleted_Mineral=725
Alert/Name/ResourceDepleted_Vespene,RecursoAgotado_Vespeno /// ResourceDepleted_Vespene=726
Alert/Name/ResourceDowntime_Vespene,TiempoInactividadRecursos_Vespeno /// ResourceDowntime_Vespene=727
Alert/Name/ResourceExhausted_Mineral,RecursoAgotado_Mineral /// ResourceExhausted_Mineral=728
Alert/Name/ResourcesReceived,RecursosRecibidos /// ResourcesReceived=729
Alert/Name/ResourcesSent,RecursosEnviados /// ResourcesSent=730
Alert/Name/ReviveComplete,ReviveComplete=731
Alert/Name/ReviveError,Revivir - Error=732
Alert/Name/SpecializeComplete,EspecializaciónFinalizada /// SpecializeComplete=733
Alert/Name/StartLocation,Ubicación inicial=734
Alert/Name/TrainComplete,EntrenamientoFinalizado /// TrainComplete=735
Alert/Name/TrainError,EntrenamientoError /// TrainError=736
Alert/Name/TrainWorkerComplete,EntrenamientoTrabajadorFinalizado /// TrainWorkerComplete=737
Alert/Name/Transmission,Transmisión=738
Alert/Name/Trigger,Disparador=739
Alert/Name/UpgradeComplete,MejoraFinalizada /// UpgradeComplete=740
Alert/Name/WarpTrainComplete,EntrenamientoTransposicionalFinalizado /// WarpTrainComplete=741
AttachMethod/Name/AMAttachesWithKeywords,AM - Anexo con palabras clave=742
AttachMethod/Name/AMAttachesWithoutKeywords,AM - Anexo sin palabras clave=743
AttachMethod/Name/AMFilterBodySquibs,AM - Filtrar ataques de cuerpo=744
AttachMethod/Name/AMNodeOccupancyDeathBlood,AM - Ocupación de nodo - Muerte - Sangre=745
AttachMethod/Name/AMReductionForBloodGroundSpew,AM - Reducción de sangre - Vómito terrestre=746
AttachMethod/Name/AMReductionForBodySquibs,AM - Reducción de ataques de cuerpo=747
AttachMethod/Name/CAttachMethod,CAttachMethod=748
AttachMethod/Name/CAttachMethodFilter,CAttachMethodFilter=749
AttachMethod/Name/CAttachMethodPattern,CAttachMethodPattern=750
AttachMethod/Name/CAttachMethodProximity,CAttachMethodProximity=751
AttachMethod/Name/CAttachMethodRandom,CAttachMethodRandom=752
AttachMethod/Name/CAttachMethodReduction,CAttachMethodReduction=753
