Actor/Name/ActorLightOmni,Actor Point Light=0
Actor/Name/SOpMoveUpBy2,Position operation move up by 2=446
Actor/Name/SOpMoveUpBy3,Position operation move up by 3=447
Actor/Name/SOpMoveUpBy4,Position operation move up by 4=448
Actor/Name/SOpMoveUpBy6,Position operation move up by 6=449
Actor/Name/SOpMoveUpBy7,Position operation move up by 7=450
Actor/Name/SOpMoveUpBy9,Position operation move up by 9=451
Actor/Name/SOpMoveUpByDot1,Position operation moves up.1=452
Actor/Name/SOpMoveUpByDot15,Position operation moves up.15=453
Actor/Name/SOpMoveUpByDot25,Position operation moves up.25=454
Actor/Name/SOpMoveUpByDot5,Position operation moves up.5=455
Actor/Name/SOpNEU,Position operation=456
Actor/Name/SOpPatch10,Position operation patch 10=457
Actor/Name/SOpPatch15,Position operation patch 15=458
Actor/Name/SOpPatch35,Position operation patch 35=459
Actor/Name/SOpPatch360,Position operation patch 360=460
Actor/Name/SOpPatch45,Position operation patch 45=461
Actor/Name/SOpPatch5,Position operation patch 5=462
Actor/Name/SOpPhysicsImpactDeflection,Position operation physics impact deviation=463
Actor/Name/SOpPhysicsImpactNormal,Position operation physics impact normal=464
Actor/Name/SOpPointDown,Position operation point decreases=465
Actor/Name/SOpPointDown1ByDot25,Position operation point decreased by 1 by .25=466
Actor/Name/SOpPointDown1ByDot5,Position operation point decreased by 1 by .25=467
Actor/Name/SOpPointSouthWorld,Position operation point South World=468
Actor/Name/SOpPointUp,Position operation point increases=469
Actor/Name/SOpPointUp1ByDot25,The position operation point is increased by 1 by .25=470
Actor/Name/SOpPointUp1ByDot5,The position operation point is increased by 1 by .5=471
Actor/Name/SOpPointUpWorld,Position operation point increases world=472
Actor/Name/SOpRandomPointInCircle1Dot5,Position operation random point in circle 1.5=473
Actor/Name/SOpRandomPointInCircleDot2,Position operation random point in circle.2=474
Actor/Name/SOpRandomPointInCircleDot25,Position operation random point in circle.25=475
Actor/Name/SOpRandomPointInCircleDot35,Position operation random point in circle.35=476
Actor/Name/SOpRandomPointInCrossbarDot15GaussInv,Position operation random point in a cross shape.15 electromagnetic reverse=477
Actor/Name/SOpRandomPointInCrossbarDot25GaussInv,Position operation random point in a cross shape. 25 electromagnetic reverse=478
Actor/Name/SOpRandomPointInCrossbarDot4GaussInv,Position operation random points in a cross shape.4 electromagnetic reverse=479
Actor/Name/SOpRandomPointInSphereDot15,Position operation random point is spherical.15=480
Actor/Name/SOpRandomPointInSphereDot25,Position operation random point is spherical.25=481
Actor/Name/SOpRandomPointInSphereDot5,Position operation random point is spherical.5=482
Actor/Name/SOpRandomPointOnCircleDot25,Position operation random point in circle.25=483
Actor/Name/SOpRollClockwise90,Position operation rotates 90 degrees clockwise=484
Actor/Name/SOpRollCounterClockwise90,Position operation rotates 90 counterclockwise=485
Actor/Name/SOpRotVariancerForward15,Position Operation RotVariancer Forward15=486
Actor/Name/SOpRotVariancerForward30,Position operation rotation change forward 30=487
Actor/Name/SOpRotVariancerForward45,Position RotVariancer Forward 45=488
Actor/Name/SOpRotVariancerForward60,Position operation corrupt differentiator forward 60=489
Actor/Name/SOpRotVariancerForward90,Position Operation RotVariancer Forward 4590=490
Actor/Name/SOpRotVariancerUp15,Position operation rotation change up 15=491
Actor/Name/SOpRotVariancerUp25,Position operation rotation change up 25=492
Actor/Name/SOpRotVariancerUp35,Position operation rotation change up 35=493
Actor/Name/SOpRotVariancerUp60,Position operation rotation change up 60=494
Actor/Name/SOpRotationExplicitHarness,Position Operation Rotation Explicit Harness=495
Actor/Name/SOpRotationRandomDisc,Position operation rotation random description=496
Actor/Name/SOpRotationRandomFull,Position operation rotation random full=497
Actor/Name/SOpRotationRandomPitch30,Position operation randomly rotates 30 degrees=498
Actor/Name/SOpRotationSmooth,Position operation rotation smoothing=499
Actor/Name/SOpSelectionOffset,Position operation selection offset=500
Actor/Name/SOpShadow,Position operation shadow=501
Actor/Name/SOpShadowAsyncPrecise,Position Shadow Precise Async=502
Actor/Name/SOpShadowSyncAir,Position-operated shadow air sync=503
Actor/Name/SOpShadowSyncGround,Position operation shadow ground synchronization=504
Actor/Name/SOpSourcePoint,Position operation source point=505
Actor/Name/SOpSourcePointSationary,Position operation source point sationary=506
Actor/Name/SOpSourcePointStationary,Position operation source point stationary=507
Actor/Name/SOpSplashDamagePositionVariance,Position operation splash damage position variable=508
Actor/Name/SOpTargetPoint,Position operation target point=509
Actor/Name/SOpTargetPointStationary,Position operation target point stationary=510
Actor/Name/SOpTargetUnit,Position operation target unit=511
Actor/Name/SOpTargetUnitZ,Position operation target unit Z=512
Actor/Name/SOpTerrainSquibPositionVariance,Position operation terrain ammunition burst position variable=513
Actor/Name/SOpTipability,Position operation swing degree=514
Actor/Name/SOpTipabilityFloorScope,Position operation up and down swing degree ground domain=515
Actor/Name/SOpUpDefault,Position operation up default=516
Actor/Name/SOpUpDefaultHoldRotation,Position operation up holds rotation by default=517
Actor/Name/SOpWaterPlane,Position operation horizontal plane=518
Actor/Name/SOpWaterWaves,Position operated water waves=519
Actor/Name/SYSTEM_ActorConfig,SYSTEM_ActorConfig=520
Actor/Name/SYSTEM_Scene,SYSTEM_Scene=521
Actor/Name/SceneUIHarness,Scene UI Harness=522
Actor/Name/SceneUISound,Scene UI sound effect=523
Actor/Name/Simple,Simple=524
Actor/Name/SiteAttachHarness,Site Attach Harness=525
Actor/Name/SiteCenter,Center=526
Actor/Name/SiteCenterFollow,CenterFollow=527
Actor/Name/SiteCenterStationary,CenterStationary=528
Actor/Name/SiteChest,Chest=529
Actor/Name/SiteChestFollow,chest follow=530
Actor/Name/SiteChestStationary,Chest Stationary=531
Actor/Name/SiteDamageRandom,Random damage site=532
Actor/Name/SiteDetection,Detection Site=533
Actor/Name/SiteEffectSourceStationary,Effect Source Stationary=534
Actor/Name/SiteEffectTargetStationary,Station of effect target site=535
Actor/Name/SiteEffectTargetStationaryGround,The ground at the effect target site is stationary=536
Actor/Name/SiteHardpoint1Follow,Hardpoint 1 Site Follow=537
Actor/Name/SiteHardpoint2Follow,Hardpoint 2 Site Follow=538
Actor/Name/SiteHardpoint3Follow,Hardpoint 3 site follow=539
Actor/Name/SiteHardpointFollow,Hardpoint Site Follow=540
Actor/Name/SiteHead,Head part=541
Actor/Name/SiteHeadFollow,Head site follow=542
Actor/Name/SiteHosted,The site as the host=543
Actor/Name/SiteHostedUnit,SiteHostedUnit as host=544
Actor/Name/SiteOrigin,Origin Site=545
Actor/Name/SiteOriginFollow,Origin site follow=546
Actor/Name/SiteOriginShadow,Origin site shadow=547
Actor/Name/SiteOriginShadowAccurate,Shadow accurate origin site=548
Actor/Name/SiteOriginStationary,OriginStationary=549
Actor/Name/SiteOverhead,Head of the Head=550
Actor/Name/SiteOverheadFollow,SiteOverheadFollow=SiteOverheadFollow=551
Actor/Name/SiteOverheadStationary,Stationary at the top of the head=552
Actor/Name/SiteScopeFollow,SiteScopeFollow=553
Actor/Name/SiteScopeStationary,SiteScopeStationary=554
Actor/Name/SiteTarget,Target site=555
Actor/Name/SiteTargetFollow,Target site follow=556
Actor/Name/SiteTargetStationary,Target site stationary=557
Actor/Name/SiteTargetStationaryGround,Target site ground stationary=558
Actor/Name/SiteUNIT,Unit Site=559
Actor/Name/SiteUnitMark,Unit site mark=560
Actor/Name/SiteWeapon,Weapon Site=561
Actor/Name/SiteWeapon01,Weapon Site 01=562
Actor/Name/SiteWeapon01Follow,Weapon Site 01 Follow=563
Actor/Name/SiteWeapon02Follow,Weapon Site 02 Follow=564
Actor/Name/SiteWeaponFollow,Weapon Site Follow=565
Actor/Name/SiteWeaponShadow,Weapon site shadow=566
Actor/Name/SiteWeaponStationary,Weapon Stationary=567
Actor/Name/SiteWorld,World Site=568
Actor/Name/Snapshot,Snapshot=569
Actor/Name/SnapshotBase,Snapshot Base=570
Actor/Name/Sound,Sound=571
Actor/Name/SoundContinuous,Continuous sound effect=572
Actor/Name/SoundEmitter,Sound Emitter=573
Actor/Name/SoundHosted,The sound effect as the host=574
Actor/Name/SoundOneShot,One-time sound effect=575
Actor/Name/Splat,Splat=576
Actor/Name/SplatHosted,SplatHosted as host=577
Actor/Name/Squib,Squib=578
Actor/Name/SquibHosted,The host's ammunition explodes=579
Actor/Name/StereoscopicOptionsUnit,Stereoscopic options unit=580
Actor/Name/SyncFlashingSelection,Sync Flashing Selection=581
Actor/Name/SyncSelection,Sync selection=582
Actor/Name/TerrainMgr,Terrain Manager=583
Actor/Name/TerrainObjectPreviewModel,Terrain object preview model=584
Actor/Name/TerrainSquibHarnessContinuous,Terrain Continuous Explosion Harness=585
Actor/Name/TerrainSquibHarnessOneShot,Terrain Disposable Burst Harness=586
Actor/Name/TerranModelConstruction,Construct human model=587
Actor/Name/TestForce,TestForce=588
Actor/Name/TestForceHuge,Test Force Huge=589
Actor/Name/TestForceStrong,Testing Power Strong=590
Actor/Name/TestImpulse,TestImpulse=591
Actor/Name/TestImpulseHuge,Test Impulse Huge=592
Actor/Name/TestImpulseStrong,Test Impulse Strong=593
Actor/Name/TriggerModel,Trigger Model=594
Actor/Name/TriggerRegion,Trigger Region=595
Actor/Name/UnitDeathBodySquibHarness,Unit Death Body Explosion Harness=596
Actor/Name/UnitDeathBodySquibHarnessBlood,Unit dies, body ammunition explodes, and kit bleeds.=597
Actor/Name/UnitDeathBodySquibModelHarness,Unit Death Body Ammo Explosion Model Kit=598
Actor/Name/UnitDeathBodySquibModelHarnessBlood,Unit Death Body Ammunition Explosion Model Kit Bleeding Effect=599
Actor/Name/UnitDeathBodySquibSoundHarness,Unit Death Body Ammo Explosion Sound Effect Kit=600
Actor/Name/UnitDeathModel,Unit death model=601
Actor/Name/UnitDeathModelNoTeamColor,Unit death model without team color=602
Actor/Name/UnitDeathModelNoTeamColorUnscaled,Unscaled unit death model without team color=603
Actor/Name/UnitDeathModelPersistent,Unit death model persists=604
Actor/Name/UnitDeathModelPersistentFogPause,Unit death model persistent fog pauses=605
Actor/Name/UnitDeathModelPersistentUnscaled,Persistent unscaled unit death model=606
Actor/Name/UnitDeathModelUnscaled,Unit death model is not scaled=607
Actor/Name/UnitDeathModelWithDeathMotionFlier,Unit death model has death motion flier=608
Actor/Name/UnitDeathModelWithDeathMotionGround,Unit death model has death motion ground=609
Actor/Name/UnitDeathModelWithDeathMotionGroundUnscaled,Unit death model has death motion and the ground is not scaled=610
Actor/Name/UnitDeathRagdoll,Unit Death Ragdoll=611
Actor/Name/UnitDeathRagdollFlier,Unit Death Ragdoll Flyer=612
Actor/Name/UnitDeathRagdollTeamColor,Unit Death Ragdoll Team Color=613
Actor/Name/UnitDeathRagdollTerminateExtrasMacro,Unit Death Ragdoll TerminateExtrasMacro=Unit Death Ragdoll TerminateExtrasMacro=614
Actor/Name/UnitDeathRagdollTerminateExtrasRemovalMacro,Unit Death Ragdoll Terminate Extras RemovalMacro=615
Actor/Name/UnitDeathRagdollTimingExtensionMacro,Unit Death Ragdoll Extension Timing Macro=616
Actor/Name/UnitDeathRagdollTimingExtensionRemovalMacro,Unit Death Ragdoll Extended Timing Removal Macro=617
Actor/Name/UnitDeathRagdollWithTeamColor,Unit death ragdoll has team color=618
Actor/Name/UnitDeathSound,Unit death sound=619
Actor/Name/UnitDeathVoice,Unit death voice=620
Actor/Name/UnitFootprint,Unit Footprint=621
Actor/Name/UnitModelFrameActor,Unit Model Frame Actor=622
Actor/Name/UnitSound,Unit sound effect=623
Actor/Name/UnitSoundHiddenCheck,Unit sound effect hidden check=624
Actor/Name/UnpoweredVisual,Unpowered visual effect=625
Actor/Name/ZergGuideVisualQuad,ZergGuideVisualQuad=626
Actor/Name/ZergGuideVisualQuadCenter,Zerg Guide Vision Center=627
Actor/Name/ZergGuideVisualQuadDown,Zerg Guide Vision Down=628
Actor/Name/ZergGuideVisualQuadDownRedScaled,Zerg Guide Vision Down Red Scaled=629
Actor/Name/ZergGuideVisualQuadDownScaled,Zerg Guide Vision Down Scaled=630
Actor/Name/ZergGuideVisualQuadImpact,Zerg Guide Vision Quad Impact=631
Actor/Name/ZergGuideVisualQuadLaunch,Zerg Guide Vision Launch=632
Actor/Name/ZergGuideVisualQuadRed,Zerg Guide Vision Red=633
Actor/Name/ZergGuideVisualQuadRedCenter,Zerg Guide Vision Red Center=634
Actor/Name/ZergGuideVisualQuadRedImpact,Zerg Guide Vision Red Impact=635
Actor/Name/ZergGuideVisualQuadRedLaunch,Zerg Guide Vision Red Launch=636
Actor/Name/ZergPlacementModel,Zerg Placement Model=637
Alert/Name/AIComm,AI Command=638
Alert/Name/AddOnComplete,The auxiliary building is completed=639
Alert/Name/AmmoComplete,Loading completed=640
Alert/Name/Attack,Attack=641
Alert/Name/AttackTown,Attack Town=642
Alert/Name/AttackTownAlly,Allied town is attacked=643
Alert/Name/AttackUnit,Attack Unit=644
Alert/Name/AttackUnitAlly,Allied unit is attacked=645
Alert/Name/BuildComplete,Build Complete=646
Alert/Name/CAlert,Default Alert=647
Alert/Name/CalldownLaunch,Orbital Airdrop Launch=648
Alert/Name/CalldownLaunchObserver,Airborne Launch Observer=649
Alert/Name/Error,Error=650
Alert/Name/Global,Global=651
Alert/Name/MergeComplete,Merge completed=652
Alert/Name/MorphComplete,Mutation completed=653
Alert/Name/MothershipComplete,Mothership Completed=654
Alert/Name/Observer,Observer=655
Alert/Name/ResourceDepleted_Mineral,Resource depleted_Crystal Mine=656
Alert/Name/ResourceDepleted_Vespene,Resource depleted_Vespene=657
Alert/Name/ResourceDowntime_Vespene,Resource Downtime_Vespene=658
Alert/Name/ResourceExhausted_Mineral,Resource Exhausted_Crystal Mine=659
Alert/Name/ResourcesReceived,Resources received=660
Alert/Name/ResourcesSent,Resources Sent=661
Alert/Name/ReviveComplete,Revive Complete=662
Alert/Name/ReviveError,ReviveError=663
Alert/Name/SpecializeComplete,Specialize selection completed=664
Alert/Name/StartLocation,Start Location=665
Alert/Name/TrainComplete,Training completed=666
Alert/Name/TrainError,Training error=667
Alert/Name/TrainWorkerComplete,Training worker completed=668
Alert/Name/Transmission,Transmission information=669
Alert/Name/Trigger,Trigger=670
Alert/Name/UpgradeComplete,Upgrade completed=671
Alert/Name/WarpTrainComplete,Warp training completed=672
AttachMethod/Name/AMAttachesWithKeywords,AM has keywords attached=673
AttachMethod/Name/AMAttachesWithoutKeywords,AM has no keywords attached=674
AttachMethod/Name/AMFilterBodySquibs,AMFilterBodySquibs=675
AttachMethod/Name/AMNodeOccupancyDeathBlood,AM Node Occupancy Death Blood=676
AttachMethod/Name/AMReductionForBloodGroundSpew,AM ground blood spew reduction=677
AttachMethod/Name/AMReductionForBodySquibs,AM body ammo burst reduction=678
AttachMethod/Name/CAttachMethod,CAttachMethod=679
AttachMethod/Name/CAttachMethodFilter,CAttachMethodFilter=680
AttachMethod/Name/CAttachMethodPattern,CAttachMethodPattern=681
AttachMethod/Name/CAttachMethodProximity,CAttachMethodProximity=682
AttachMethod/Name/CAttachMethodRandom,CAttachMethodRandom=683
AttachMethod/Name/CAttachMethodReduction,CAttachMethodReduction=684
BankCondition/Name/CBankConditionCompare,CBankConditionCompare=685
BankCondition/Name/CBankConditionCompareValueCount,CBankConditionCompareValueCount=686
BankCondition/Name/CBankConditionCompareValueSum,CBankConditionCompareValueSum=687
Beam/Name/BeamStandard,Standard beam=688
Beam/Name/CBeamAsyncLinear,CBeamAsyncLinear=689
Beam/Name/GenericBeam,Generic Beam=690
Button/EditorSuffix/BeaconMove,(beacon)=691
Button/EditorSuffix/CancelBuilding, - 建筑=692
Camera/Name/BlizzardAllStars,Blizzard All-Stars Camera=693
Camera/Name/CCamera,Default camera=694
Camera/Name/Dflt,Default camera=695
Camera/Name/Floaty,Floating camera=696
Camera/Name/Installation,Installation=697
Camera/Name/Marine,Marine=698
Camera/Name/Micro,微=699
Camera/Name/SpacePlatform,Space Station=700
Cliff/Name/CCliff,Default Cliff=701
CliffMesh/Name/CCliffMesh,Default cliff mesh=702
Conversation/Name/CConversation,Default Settings=703
ConversationState/Name/CConversationState,Default conversation state=704
