UI/Hotkey/InventoryButtonUse0,NumPad7=0
Button/Hotkey/NodAirTower,D=2080
Button/Hotkey/NodArmageddon,D=2081
Button/Hotkey/NodArtilleryBeacon,X=2082
Button/Hotkey/NodAvatar,C=2083
Button/Hotkey/NodAvatarCommandeerTechnology,Z=2084
Button/Hotkey/NodAwakened,R=2085
Button/Hotkey/NodBanshee,A=2086
Button/Hotkey/NodBeamCannon,D=2087
Button/Hotkey/NodBike,Q=2088
Button/Hotkey/NodBlackHand,A=2089
Button/Hotkey/NodBlade,W=2090
Button/Hotkey/NodBombardArea,Z=2091
Button/Hotkey/NodBoobyTrap,X=2092
Button/Hotkey/NodCarryall,C=2093
Button/Hotkey/NodCarryallLoad,L=2094
Button/Hotkey/NodCarryallUnloadAll,D=2095
Button/Hotkey/NodChargedParticleBeams,A=2096
Button/Hotkey/NodChemicalPlant,V=2097
Button/Hotkey/NodCloak,C=2098
Button/Hotkey/NodCommando,X=2099
Button/Hotkey/NodConfessor,Z=2100
Button/Hotkey/NodCrane,R=2101
Button/Hotkey/NodCyberneticLegs,S=2102
Button/Hotkey/NodDeploy2,E=2103
Button/Hotkey/NodDeploy3,E=2104
Button/Hotkey/NodDisruptionTower,A=2105
Button/Hotkey/NodDistortionTower,D=2106
Button/Hotkey/NodDozerBlades,V=2107
Button/Hotkey/NodEmissary,E=2108
Button/Hotkey/NodEmissaryDeploy,E=2109
Button/Hotkey/NodEmissarySieged,E=2110
Button/Hotkey/NodEnergize,E=2111
Button/Hotkey/NodEnlightened,C=2112
Button/Hotkey/NodFaction,N=2113
Button/Hotkey/NodFactionBlackHand,B=2114
Button/Hotkey/NodFactionMarkedOfKane,K=2115
Button/Hotkey/NodFactionMarkedOfKanePassive,=2116
Button/Hotkey/NodFanatic,S=2117
Button/Hotkey/NodFlameTank,R=2118
Button/Hotkey/NodGenericAwakenEMP,R=2119
Button/Hotkey/NodGenericBlackDisciple,F=2120
Button/Hotkey/NodGenericPurifyingFlames,T=2121
Button/Hotkey/NodGenericScorpionTankDozerBlade,R=2122
Button/Hotkey/NodGenericVenomCloakingUpgrade,C=2123
Button/Hotkey/NodHallucinogenicGrenade,Z=2124
Button/Hotkey/NodHand,A=2125
Button/Hotkey/NodHangar,H=2126
Button/Hotkey/NodHarpy,E=2127
Button/Hotkey/NodHarvester,H=2128
Button/Hotkey/NodHarvesterCloak,Z=2129
Button/Hotkey/NodHeavyWeaponsLevel1,W=2130
Button/Hotkey/NodHeavyWeaponsLevel2,W=2131
Button/Hotkey/NodHeavyWeaponsLevel3,W=2132
Button/Hotkey/NodInfantryArmorsLevel1,E=2133
Button/Hotkey/NodInfantryArmorsLevel2,E=2134
Button/Hotkey/NodInfantryArmorsLevel3,E=2135
Button/Hotkey/NodKaneMCVDeploy,E=2136
Button/Hotkey/NodLaserCapacitors,C=2137
Button/Hotkey/NodLaserFencing,V=2138
Button/Hotkey/NodLaserTurret,L=2139
Button/Hotkey/NodLightWeaponsLevel1,Q=2140
Button/Hotkey/NodLightWeaponsLevel2,Q=2141
Button/Hotkey/NodLightWeaponsLevel3,Q=2142
Button/Hotkey/NodMCV,Z=2143
Button/Hotkey/NodMCVDeploy,D=2144
Button/Hotkey/NodMantis,A=2145
Button/Hotkey/NodMantis2,S=2146
Button/Hotkey/NodMilitant,Q=2147
Button/Hotkey/NodMilitantRocket,W=2148
Button/Hotkey/NodMissileTurret,M=2149
Button/Hotkey/NodObelisk,O=2150
Button/Hotkey/NodOperationsCenter,Z=2151
Button/Hotkey/NodPowerPlant,W=2152
Button/Hotkey/NodPowerPlantLiquidTiberiumCore,Q=2153
Button/Hotkey/NodPurifier,C=2154
Button/Hotkey/NodPurifyingFlames,D=2155
Button/Hotkey/NodQuadTurrets,F=2156
Button/Hotkey/NodRaider,T=2157
Button/Hotkey/NodRaiderEMP,Z=2158
Button/Hotkey/NodRaiderEMPCoils,Z=2159
Button/Hotkey/NodReckoner,X=2160
Button/Hotkey/NodReckonerPack,F=2161
Button/Hotkey/NodReckonerPack2,F=2162
Button/Hotkey/NodReckonerUnpack,E=2163
Button/Hotkey/NodRedeemer,V=2164
Button/Hotkey/NodRedeemerFacility,W=2165
Button/Hotkey/NodRefinery,R=2166
Button/Hotkey/NodResearchCabalMedusaHeal,E=2167
Button/Hotkey/NodResearchEnergize,E=2168
Button/Hotkey/NodResearchFlameTrail,E=2169
Button/Hotkey/NodResearchTibBomb,T=2170
Button/Hotkey/NodSabotage,Z=2171
Button/Hotkey/NodSaboteur,E=2172
Button/Hotkey/NodScorpionTank,E=2173
Button/Hotkey/NodSellStructureButton,V=2174
Button/Hotkey/NodShadow,D=2175
Button/Hotkey/NodShadowExplosive,Z=2176
Button/Hotkey/NodShadowGlide,C=2177
Button/Hotkey/NodShadowLand,V=2178
Button/Hotkey/NodShredderTurret,S=2179
Button/Hotkey/NodShrine,X=2180
Button/Hotkey/NodSpawnTib,T=2181
Button/Hotkey/NodSpecter,F=2182
Button/Hotkey/NodStasisField,T=2183
Button/Hotkey/NodStealthTank,S=2184
Button/Hotkey/NodTechII,T=2185
Button/Hotkey/NodTechIII,Y=2186
Button/Hotkey/NodTechLab,C=2187
Button/Hotkey/NodTemple,Q=2188
Button/Hotkey/NodTiberiumCoreMissiles,X=2189
Button/Hotkey/NodTiberiumInfusion,A=2190
Button/Hotkey/NodTiberiumRefinery,Q=2191
Button/Hotkey/NodTiberiumSilo,E=2192
Button/Hotkey/NodTiberiumTrooper,F=2193
Button/Hotkey/NodTurretsHub,Z=2194
Button/Hotkey/NodUpgradePowerPlant,E=2195
Button/Hotkey/NodVehiclesArmorsLevel1,R=2196
Button/Hotkey/NodVehiclesArmorsLevel2,R=2197
Button/Hotkey/NodVehiclesArmorsLevel3,R=2198
Button/Hotkey/NodVenom,Q=2199
Button/Hotkey/NodVertigo,S=2200
Button/Hotkey/NodVoiceOfKane,S=2201
Button/Hotkey/NodW,Z=2202
Button/Hotkey/NodWarFactory,S=2203
Button/Hotkey/Nodpack3,D=2204
Button/Hotkey/NodpackCNC3,C=2205
Button/Hotkey/Outpost,S=2206
Button/Hotkey/OutpostPassive,S=2207
Button/Hotkey/PlantC4,Z=2208
Button/Hotkey/RangeUpgrade,Q=2209
Button/Hotkey/RedeemerConfusion,C=2210
Button/Hotkey/ReloadUpgrade,A=2211
Button/Hotkey/Reloadmineral,C=2212
Button/Hotkey/SJHyperionLightningStorm43,R=2213
Button/Hotkey/SelfRepairNod,D=2214
Button/Hotkey/Slave,S=2215
Button/Hotkey/SpeedUpgrade,S=2216
Button/Hotkey/TibBomb,T=2217
Button/Hotkey/TraintheAwaken,S=2218
Button/Hotkey/TwlightNodFlameTank,F=2219
Button/Hotkey/UpgradePowerPlant,E=2220
Button/Hotkey/VertigoAttack,V=2221
Button/Hotkey/VertigoBomb,T=2222
Button/Hotkey/Vertigotakeoff,L=2223
Button/Hotkey/nodFanatic,S=2224
Button/Hotkey/packD,D=2225
AAns/Hotkey,G=2226
ACad/Hotkey,D=2227
ACam/Hotkey,N=2228
ACbb/Hotkey,B=2229
ACbbUn/Hotkey,B=2230
ACbc/Hotkey,F=2231
ACbf/Hotkey,F=2232
ACbk/Hotkey,B=2233
ACbl/Hotkey,L=2234
ACblUn/Hotkey,L=2235
ACbn/Hotkey,B=2236
ACbr/Hotkey,B=2237
ACbz/Hotkey,B=2238
ACc2/Hotkey,C=2239
ACc3/Hotkey,C=2240
ACca/Hotkey,C=2241
ACcb/Hotkey,F=2242
ACch/Hotkey,R=2243
ACcl/Hotkey,C=2244
ACcn/Hotkey,C=2245
ACcr/Hotkey,C=2246
ACcs/Hotkey,C=2247
ACcsUn/Hotkey,C=2248
ACcv/Hotkey,C=2249
ACcw/Hotkey,C=2250
ACcwUn/Hotkey,C=2251
ACcy/Hotkey,C=2252
ACd2/Hotkey,B=2253
ACd2Un/Hotkey,B=2254
ACdc/Hotkey,C=2255
ACde/Hotkey,D=2256
ACdm/Hotkey,B=2257
ACdmUn/Hotkey,B=2258
ACdr/Hotkey,R=2259
ACds/Hotkey,D=2260
ACdsUn/Hotkey,D=2261
ACdv/Hotkey,D=2262
ACen/Hotkey,E=2263
ACf2/Hotkey,F=2264
ACf3/Hotkey,F=2265
ACf3Research/Hotkey,F=2266
ACfa/Hotkey,F=2267
ACfb/Hotkey,B=2268
ACfd/Hotkey,F=2269
ACfdResearch/Hotkey,F=2270
ACff/Hotkey,R=2271
ACffUn/Hotkey,R=2272
ACfl/Hotkey,R=2273
ACfn/Hotkey,N=2274
ACfr/Hotkey,F=2275
ACfs/Hotkey,F=2276
ACfu/Hotkey,F=2277
AChv/Hotkey,E=2278
AChw/Hotkey,E=2279
AChx/Hotkey,X=2280
ACif/Hotkey,F=2281
ACifUn/Hotkey,F=2282
ACim/Hotkey,L=2283
ACimUn/Hotkey,L=2284
ACls/Hotkey,L=2285
ACmf/Hotkey,N=2286
ACmfUn/Hotkey,N=2287
ACmo/Hotkey,N=2288
ACmoResearch/Hotkey,N=2289
ACmp/Hotkey,E=2290
ACpa/Hotkey,R=2291
ACpaUn/Hotkey,R=2292
ACps/Hotkey,O=2293
ACpu/Hotkey,G=2294
ACpy/Hotkey,O=2295
ACr1/Hotkey,R=2296
ACr2/Hotkey,E=2297
ACrd/Hotkey,R=2298
ACrdUn/Hotkey,R=2299
ACrf/Hotkey,F=2300
ACrg/Hotkey,F=2301
ACrj/Hotkey,E=2302
ACro/Hotkey,R=2303
ACs7/Hotkey,T=2304
ACs7Research/Hotkey,T=2305
ACs8/Hotkey,B=2306
ACs8Research/Hotkey,B=2307
ACs9/Hotkey,T=2308
ACsa/Hotkey,R=2309
ACsaUn/Hotkey,R=2310
ACsf/Hotkey,T=2311
ACsh/Hotkey,W=2312
ACsi/Hotkey,E=2313
ACsl/Hotkey,L=2314
ACsm/Hotkey,N=2315
ACss/Hotkey,D=2316
ACst/Hotkey,W=2317
ACsw/Hotkey,W=2318
ACswUn/Hotkey,W=2319
ACt2/Hotkey,L=2320
ACtb/Hotkey,B=2321
ACtc/Hotkey,L=2322
ACtn/Hotkey,T=2323
ACuf/Hotkey,U=2324
ACwb/Hotkey,W=2325
ACwbUn/Hotkey,W=2326
ACwe/Hotkey,E=2327
AEIl/Hotkey,T=2328
AEIlResearch/Hotkey,T=2329
AEahResearch/Hotkey,R=2330
AEarResearch/Hotkey,T=2331
AEbl/Hotkey,B=2332
AEblResearch/Hotkey,B=2333
AEer/Hotkey,E=2334
AEerResearch/Hotkey,E=2335
AEevResearch/Hotkey,E=2336
AEfk/Hotkey,F=2337
AEfkResearch/Hotkey,F=2338
AEfn/Hotkey,F=2339
AEfnResearch/Hotkey,F=2340
AEim/Hotkey,L=2341
AEimResearch/Hotkey,L=2342
AEimUn/Hotkey,L=2343
AEmb/Hotkey,B=2344
AEmbResearch/Hotkey,B=2345
AEme/Hotkey,T=2346
AEmeResearch/Hotkey,T=2347
AEpa/Hotkey,R=2348
AEpaResearch/Hotkey,R=2349
AEpaUn/Hotkey,R=2350
AEsb/Hotkey,F=2351
AEsbResearch/Hotkey,F=2352
AEsf/Hotkey,F=2353
AEsfResearch/Hotkey,F=2354
AEsh/Hotkey,D=2355
AEshResearch/Hotkey,D=2356
AEst/Hotkey,C=2357
AEstResearch/Hotkey,C=2358
AEsv/Hotkey,V=2359
AEsvResearch/Hotkey,V=2360
AEtq/Hotkey,T=2361
AEtqResearch/Hotkey,T=2362
AEvi/Hotkey,T=2363
AEviResearch/Hotkey,T=2364
AHabResearch/Hotkey,R=2365
AHadResearch/Hotkey,V=2366
AHav/Hotkey,V=2367
AHavResearch/Hotkey,V=2368
AHavUn/Hotkey,V=2369
AHbhResearch/Hotkey,B=2370
AHbn/Hotkey,B=2371
AHbnResearch/Hotkey,B=2372
AHbz/Hotkey,B=2373
AHbzResearch/Hotkey,B=2374
AHca/Hotkey,C=2375
AHcaResearch/Hotkey,C=2376
AHcaUn/Hotkey,C=2377
AHdr/Hotkey,N=2378
AHdrResearch/Hotkey,N=2379
AHds/Hotkey,D=2380
AHdsResearch/Hotkey,D=2381
AHdsUn/Hotkey,D=2382
AHfa/Hotkey,R=2383
AHfaResearch/Hotkey,R=2384
AHfaUn/Hotkey,R=2385
AHfs/Hotkey,F=2386
AHfsResearch/Hotkey,F=2387
AHhb/Hotkey,T=2388
AHhbResearch/Hotkey,T=2389
AHmt/Hotkey,T=2390
AHmtResearch/Hotkey,T=2391
AHpx/Hotkey,X=2392
AHpxResearch/Hotkey,X=2393
AHre/Hotkey,R=2394
AHreResearch/Hotkey,R=2395
AHta/Hotkey,R=2396
AHtb/Hotkey,T=2397
AHtbResearch/Hotkey,T=2398
AHtc/Hotkey,C=2399
AHtcResearch/Hotkey,C=2400
AHwe/Hotkey,W=2401
AHweResearch/Hotkey,W=2402
AIcy/Hotkey,C=2403
AIfg/Hotkey,C=2404
ANab/Hotkey,B=2405
ANabResearch/Hotkey,B=2406
ANak/Hotkey,Q=2407
ANakUn/Hotkey,Q=2408
ANav/Hotkey,V=2409
ANavResearch/Hotkey,V=2410
ANavUn/Hotkey,V=2411
ANba/Hotkey,B=2412
ANbaResearch/Hotkey,B=2413
ANbf/Hotkey,F=2414
ANbfResearch/Hotkey,F=2415
ANbl/Hotkey,B=2416
ANbr/Hotkey,R=2417
ANbrResearch/Hotkey,R=2418
ANc1/Hotkey,R=2419
ANc1Research/Hotkey,R=2420
ANc2/Hotkey,R=2421
ANc2Research/Hotkey,R=2422
ANc3/Hotkey,R=2423
ANc3Research/Hotkey,R=2424
ANcaResearch/Hotkey,C=2425
ANcf/Hotkey,F=2426
ANcfResearch/Hotkey,F=2427
ANch/Hotkey,C=2428
ANchResearch/Hotkey,C=2429
ANcl/Hotkey,C=2430
ANcr/Hotkey,R=2431
ANcrResearch/Hotkey,R=2432
ANcs/Hotkey,R=2433
ANcsResearch/Hotkey,R=2434
ANdbResearch/Hotkey,B=2435
ANdc/Hotkey,K=2436
ANdcResearch/Hotkey,K=2437
ANdh/Hotkey,D=2438
ANdhResearch/Hotkey,D=2439
ANdo/Hotkey,D=2440
ANdoResearch/Hotkey,D=2441
ANdp/Hotkey,D=2442
ANdpResearch/Hotkey,D=2443
ANdr/Hotkey,D=2444
ANdrResearch/Hotkey,D=2445
ANef/Hotkey,E=2446
ANefResearch/Hotkey,E=2447
ANeg/Hotkey,E=2448
ANegResearch/Hotkey,E=2449
ANen/Hotkey,E=2450
ANfa/Hotkey,R=2451
ANfaResearch/Hotkey,R=2452
ANfaUn/Hotkey,R=2453
ANfb/Hotkey,B=2454
ANfbResearch/Hotkey,B=2455
ANfd/Hotkey,F=2456
ANfdResearch/Hotkey,F=2457
ANfl/Hotkey,F=2458
ANflResearch/Hotkey,F=2459
ANfs/Hotkey,F=2460
ANg1/Hotkey,B=2461
ANg1Research/Hotkey,B=2462
ANg1Un/Hotkey,T=2463
ANg2/Hotkey,B=2464
ANg2Research/Hotkey,B=2465
ANg2Un/Hotkey,T=2466
ANg3/Hotkey,B=2467
ANg3Research/Hotkey,B=2468
ANg3Un/Hotkey,T=2469
ANgl/Hotkey,L=2470
ANha/Hotkey,G=2471
ANhaUn/Hotkey,E=2472
ANhs/Hotkey,E=2473
ANhsResearch/Hotkey,E=2474
ANht/Hotkey,T=2475
ANhtResearch/Hotkey,T=2476
ANhw/Hotkey,E=2477
ANhwResearch/Hotkey,E=2478
ANhx/Hotkey,X=2479
ANhxResearch/Hotkey,X=2480
ANia/Hotkey,C=2481
ANiaResearch/Hotkey,C=2482
ANic/Hotkey,C=2483
ANicResearch/Hotkey,C=2484
ANin/Hotkey,I=2485
ANinResearch/Hotkey,I=2486
ANlg/Hotkey,G=2487
ANlm/Hotkey,W=2488
ANlmResearch/Hotkey,W=2489
ANmo/Hotkey,N=2490
ANmoResearch/Hotkey,N=2491
ANmr/Hotkey,R=2492
ANms/Hotkey,N=2493
ANmsResearch/Hotkey,N=2494
ANmsUn/Hotkey,N=2495
ANpa/Hotkey,R=2496
ANpaUn/Hotkey,R=2497
ANr2Research/Hotkey,R=2498
ANr3/Hotkey,R=2499
ANr3Research/Hotkey,R=2500
ANrc/Hotkey,R=2501
ANrcResearch/Hotkey,R=2502
ANrf/Hotkey,F=2503
ANrfResearch/Hotkey,F=2504
ANrg/Hotkey,B=2505
ANrgResearch/Hotkey,B=2506
ANrgUn/Hotkey,T=2507
ANrn/Hotkey,R=2508
ANrnResearch/Hotkey,R=2509
ANrnUn/Hotkey,R=2510
ANs1/Hotkey,F=2511
ANs1Research/Hotkey,F=2512
ANs2/Hotkey,F=2513
ANs2Research/Hotkey,F=2514
ANs3/Hotkey,F=2515
ANs3Research/Hotkey,F=2516
ANsb/Hotkey,T=2517
ANsbResearch/Hotkey,T=2518
ANsg/Hotkey,B=2519
ANsgResearch/Hotkey,B=2520
ANsh/Hotkey,W=2521
ANshResearch/Hotkey,W=2522
ANsi/Hotkey,E=2523
ANsiResearch/Hotkey,E=2524
ANsl/Hotkey,L=2525
ANslResearch/Hotkey,L=2526
ANso/Hotkey,B=2527
ANsoResearch/Hotkey,B=2528
ANsp/Hotkey,Y=2529
ANsq/Hotkey,U=2530
ANsqResearch/Hotkey,U=2531
ANst/Hotkey,T=2532
ANstResearch/Hotkey,T=2533
ANsw/Hotkey,W=2534
ANswResearch/Hotkey,W=2535
ANsy/Hotkey,F=2536
ANsyResearch/Hotkey,F=2537
ANta/Hotkey,T=2538
ANtm/Hotkey,T=2539
ANtmResearch/Hotkey,T=2540
ANto/Hotkey,T=2541
ANtoResearch/Hotkey,T=2542
ANvc/Hotkey,V=2543
ANvcResearch/Hotkey,V=2544
ANwk/Hotkey,W=2545
ANwm/Hotkey,W=2546
AOaeResearch/Hotkey,E=2547
AOcl/Hotkey,C=2548
AOclResearch/Hotkey,C=2549
AOcrResearch/Hotkey,C=2550
AOeq/Hotkey,E=2551
AOeqResearch/Hotkey,E=2552
AOfs/Hotkey,F=2553
AOfsResearch/Hotkey,F=2554
AOhw/Hotkey,E=2555
AOhwResearch/Hotkey,E=2556
AOhx/Hotkey,X=2557
AOhxResearch/Hotkey,X=2558
AOls/Hotkey,V=2559
AOlsResearch/Hotkey,V=2560
AOmi/Hotkey,R=2561
AOmiResearch/Hotkey,R=2562
AOr2Research/Hotkey,E=2563
AOr3Research/Hotkey,R=2564
AOreResearch/Hotkey,R=2565
AOs2/Hotkey,W=2566
AOs2Research/Hotkey,W=2567
AOsf/Hotkey,T=2568
AOsfResearch/Hotkey,T=2569
AOsh/Hotkey,W=2570
AOshResearch/Hotkey,W=2571
AOsw/Hotkey,W=2572
AOswResearch/Hotkey,W=2573
AOvd/Hotkey,V=2574
AOvdResearch/Hotkey,V=2575
AOw2/Hotkey,T=2576
AOw2Research/Hotkey,T=2577
AOwk/Hotkey,W=2578
AOwkResearch/Hotkey,W=2579
AOws/Hotkey,T=2580
AOwsResearch/Hotkey,T=2581
AOww/Hotkey,B=2582
AOwwResearch/Hotkey,B=2583
AUan/Hotkey,D=2584
AUanResearch/Hotkey,D=2585
AUauResearch/Hotkey,U=2586
AUavResearch/Hotkey,V=2587
AUcb/Hotkey,C=2588
AUcbResearch/Hotkey,C=2589
AUcs/Hotkey,C=2590
AUcsResearch/Hotkey,C=2591
AUdc/Hotkey,C=2592
AUdcResearch/Hotkey,C=2593
AUdd/Hotkey,D=2594
AUddResearch/Hotkey,D=2595
AUdp/Hotkey,E=2596
AUdpResearch/Hotkey,E=2597
AUdr/Hotkey,R=2598
AUdrResearch/Hotkey,R=2599
AUds/Hotkey,D=2600
AUdsResearch/Hotkey,D=2601
AUfa/Hotkey,F=2602
AUfaResearch/Hotkey,F=2603
AUfn/Hotkey,N=2604
AUfnResearch/Hotkey,N=2605
AUfu/Hotkey,F=2606
AUfuResearch/Hotkey,F=2607
AUim/Hotkey,E=2608
AUimResearch/Hotkey,E=2609
AUin/Hotkey,N=2610
AUinResearch/Hotkey,N=2611
AUls/Hotkey,L=2612
AUlsResearch/Hotkey,L=2613
AUsl/Hotkey,E=2614
AUslResearch/Hotkey,E=2615
AUtsResearch/Hotkey,S=2616
Aabs/Hotkey,B=2617
Aadm/Hotkey,B=2618
AadmUn/Hotkey,B=2619
Aaha/Hotkey,G=2620
AahaUn/Hotkey,R=2621
Aam2/Hotkey,N=2622
AamkResearch/Hotkey,B=2623
Aams/Hotkey,N=2624
Aast/Hotkey,C=2625
Ablo/Hotkey,B=2626
AbloUn/Hotkey,B=2627
Abrf/Hotkey,F=2628
AbrfUn/Hotkey,F=2629
Absk/Hotkey,B=2630
Abtl/Hotkey,B=2631
Abu2/Hotkey,B=2632
Abu2Un/Hotkey,B=2633
Abu3/Hotkey,B=2634
Abu3Un/Hotkey,B=2635
Abu5/Hotkey,B=2636
Abu5Un/Hotkey,B=2637
Abur/Hotkey,B=2638
AburUn/Hotkey,B=2639
Acan/Hotkey,C=2640
AcdbResearch/Hotkey,B=2641
Acdh/Hotkey,D=2642
AcdhResearch/Hotkey,D=2643
Acef/Hotkey,E=2644
AcefResearch/Hotkey,E=2645
Ache/Hotkey,R=2646
Acht/Hotkey,W=2647
Aclf/Hotkey,C=2648
Acmg/Hotkey,C=2649
Acn2/Hotkey,C=2650
Acny/Hotkey,C=2651
Aco2/Hotkey,U=2652
Aco3/Hotkey,U=2653
Acoa/Hotkey,U=2654
Acoh/Hotkey,U=2655
Acpf/Hotkey,F=2656
AcpfUn/Hotkey,F=2657
Acri/Hotkey,C=2658
Acrs/Hotkey,C=2659
AcrsUn/Hotkey,C=2660
Acyc/Hotkey,C=2661
Adch/Hotkey,D=2662
Adcn/Hotkey,D=2663
Adec/Hotkey,U=2664
Adef/Hotkey,D=2665
AdefUn/Hotkey,D=2666
Adev/Hotkey,D=2667
Adis/Hotkey,D=2668
Adri/Hotkey,U=2669
Adro/Hotkey,U=2670
Adsm/Hotkey,D=2671
Adta/Hotkey,R=2672
Adtn/Hotkey,D=2673
Advm/Hotkey,D=2674
Aeat/Hotkey,E=2675
Aenc/Hotkey,L=2676
AencUn/Hotkey,U=2677
Aenr/Hotkey,E=2678
Aens/Hotkey,E=2679
Aent/Hotkey,G=2680
Aenw/Hotkey,E=2681
Aesn/Hotkey,E=2682
Aesr/Hotkey,E=2683
Aetf/Hotkey,F=2684
AetfUn/Hotkey,F=2685
Aetl/Hotkey,E=2686
Aeye/Hotkey,W=2687
Afa2/Hotkey,R=2688
Afa2Un/Hotkey,R=2689
Afae/Hotkey,R=2690
AfaeUn/Hotkey,R=2691
Afak/Hotkey,O=2692
AfakUn/Hotkey,O=2693
Afla/Hotkey,F=2694
Afod/Hotkey,F=2695
AfodResearch/Hotkey,F=2696
Afzy/Hotkey,F=2697
AfzyUn/Hotkey,F=2698
Agra/Hotkey,W=2699
Ahar/Hotkey,G=2700
AharUn/Hotkey,E=2701
Ahea/Hotkey,E=2702
AheaUn/Hotkey,E=2703
Ahid/Hotkey,I=2704
Ahnl/Hotkey,U=2705
Ahr2/Hotkey,G=2706
Ahr2Un/Hotkey,E=2707
Ahr3/Hotkey,G=2708
Ahr3Un/Hotkey,E=2709
Ahrl/Hotkey,G=2710
AhrlUn/Hotkey,E=2711
Ahrp/Hotkey,R=2712
AhrpUn/Hotkey,R=2713
Ahwd/Hotkey,E=2714
Ainf/Hotkey,F=2715
AinfUn/Hotkey,F=2716
Aivs/Hotkey,I=2717
Alam/Hotkey,C=2718
Aloa/Hotkey,L=2719
Alsh/Hotkey,L=2720
Amb2/Hotkey,R=2721
Amb2Un/Hotkey,R=2722
Ambb/Hotkey,B=2723
Ambd/Hotkey,N=2724
Ambt/Hotkey,R=2725
AmbtUn/Hotkey,R=2726
Amdf/Hotkey,D=2727
AmdfUn/Hotkey,D=2728
Amed/Hotkey,D=2729
Amel/Hotkey,C=2730
AmelUn/Hotkey,C=2731
Amfl/Hotkey,F=2732
AmflUn/Hotkey,F=2733
Amic/Hotkey,C=2734
AmicUn/Hotkey,W=2735
Amil/Hotkey,C=2736
AmilUn/Hotkey,W=2737
Amls/Hotkey,E=2738
Amnb/Hotkey,N=2739
Amou/Hotkey,R=2740
AmouUn/Hotkey,R=2741
Amrf/Hotkey,F=2742
AmrfUn/Hotkey,F=2743
Andm/Hotkey,B=2744
AndmUn/Hotkey,B=2745
Andt/Hotkey,R=2746
Ane2/Hotkey,U=2747
Ane2Un/Hotkey,U=2748
Anei/Hotkey,U=2749
Aneu/Hotkey,H=2750
AneuUn/Hotkey,H=2751
Anh1/Hotkey,E=2752
Anh1Un/Hotkey,E=2753
Anh2/Hotkey,E=2754
Anh2Un/Hotkey,E=2755
Anhe/Hotkey,E=2756
AnheUn/Hotkey,E=2757
Ansk/Hotkey,K=2758
Apg2/Hotkey,G=2759
Aply/Hotkey,O=2760
Apo2/Hotkey,T=2761
Apoi/Hotkey,T=2762
Apos/Hotkey,O=2763
Aprg/Hotkey,G=2764
Aps2/Hotkey,O=2765
Apsh/Hotkey,E=2766
ApshUn/Hotkey,E=2767
Ara2/Hotkey,R=2768
Arai/Hotkey,R=2769
AraiUn/Hotkey,R=2770
Arav/Hotkey,F=2771
AravUn/Hotkey,F=2772
Arej/Hotkey,E=2773
Aren/Hotkey,R=2774
ArenUn/Hotkey,R=2775
Arep/Hotkey,R=2776
ArepUn/Hotkey,R=2777
Aro1/Hotkey,R=2778
Aro1Un/Hotkey,R=2779
Aro2/Hotkey,R=2780
Aro2Un/Hotkey,R=2781
Aroa/Hotkey,R=2782
Aroo/Hotkey,R=2783
ArooUn/Hotkey,R=2784
Arpb/Hotkey,R=2785
ArpbUn/Hotkey,R=2786
Arpl/Hotkey,B=2787
ArplUn/Hotkey,B=2788
Arpm/Hotkey,C=2789
ArpmUn/Hotkey,C=2790
Arsg/Hotkey,I=2791
ArsgResearch/Hotkey,I=2792
Arsk/Hotkey,E=2793
Arsp/Hotkey,E=2794
ArspResearch/Hotkey,E=2795
Arsq/Hotkey,Q=2796
ArsqResearch/Hotkey,Q=2797
Arst/Hotkey,R=2798
ArstUn/Hotkey,R=2799
Arsw/Hotkey,W=2800
ArswResearch/Hotkey,W=2801
Asac/Hotkey,C=2802
Asb1/Hotkey,U=2803
Asb1Un/Hotkey,U=2804
Asb2/Hotkey,U=2805
Asb2Un/Hotkey,U=2806
Asb3/Hotkey,U=2807
Asb3Un/Hotkey,U=2808
Asd2/Hotkey,B=2809
Asd2Un/Hotkey,B=2810
Asd3/Hotkey,B=2811
Asd3Un/Hotkey,B=2812
Asdg/Hotkey,B=2813
AsdgUn/Hotkey,B=2814
Asds/Hotkey,B=2815
AsdsUn/Hotkey,B=2816
Ashm/Hotkey,I=2817
Aslo/Hotkey,W=2818
AsloUn/Hotkey,W=2819
Aslp/Hotkey,R=2820
Aspl/Hotkey,R=2821
Asps/Hotkey,T=2822
AspsUn/Hotkey,T=2823
Assk/Hotkey,K=2824
Asta/Hotkey,T=2825
Astd/Hotkey,D=2826
Astn/Hotkey,F=2827
AstnUn/Hotkey,F=2828
Atau/Hotkey,T=2829
Auco/Hotkey,C=2830
AucoUn/Hotkey,C=2831
Auhf/Hotkey,U=2832
Auns/Hotkey,U=2833
Avng/Hotkey,V=2834
Aweb/Hotkey,W=2835
AwebUn/Hotkey,W=2836
Awfb/Hotkey,F=2837
Awh2/Hotkey,G=2838
Awha/Hotkey,G=2839
Awhe/Hotkey,L=2840
AwheUn/Hotkey,L=2841
Awrg/Hotkey,T=2842
Awrh/Hotkey,T=2843
Awrs/Hotkey,T=2844
Button/Hotkey/SelectBuilder2,Q=2845
Button/Hotkey/SelectBuilderOrc,Q=2846
CmdAttack/Hotkey,A=2847
CmdAttackGround/Hotkey,G=2848
CmdBuild/Hotkey,B=2849
CmdBuildHuman/Hotkey,B=2850
