Actor/EditorSuffix/GuideVisualQuadSplat,=0
Actor/Name/SOpBasicScopeFollow,SOpBasicScopeFollow=433
Actor/Name/SOpBasicScopePositionFollowHoldRotation,SOpBasicScopePositionFollowHoldRotation=434
Actor/Name/SOpBasicScopeStationary,SOpBasicScopeStationary=435
Actor/Name/SOpCasterPoint,SOpCasterPoint=436
Actor/Name/SOpCasterUnitZ,=437
Actor/Name/SOpDeathMotionFlier,SOpDeathMotionFlier=438
Actor/Name/SOpDeathMotionGround,SOpDeathMotionGround=439
Actor/Name/SOpForwardCasterCenter,SOpForwardCasterCenter=440
Actor/Name/SOpForwardCasterCenterInverted,SOp Forward Caster Center Inverted=441
Actor/Name/SOpForwardCasterPoint,SOpForwardCasterPoint=442
Actor/Name/SOpForwardCasterPointInverted,SOpForwardCasterPointInverted=443
Actor/Name/SOpForwardDefault,SOpForwardDefault=444
Actor/Name/SOpForwardEast,SOpForwardEast=445
Actor/Name/SOpForwardImpactGuide,SOpForwardImpactGuide=446
Actor/Name/SOpForwardLaunchGuide,SOpForwardLaunchGuide=447
Actor/Name/SOpForwardLaunchGuideDamage,SOpForwardLaunchGuideDamage=448
Actor/Name/SOpForwardLaunchGuideInverted,SOpForwardLaunchGuideInverted=449
Actor/Name/SOpForwardLaunchGuideStationary,SOpForwardLaunchGuideStationary=450
Actor/Name/SOpForwardNorth,SOpForwardNorth=451
Actor/Name/SOpForwardPointsUp,SOpForwardPointsUp=452
Actor/Name/SOpForwardQueryCaster,SOpForwardQueryCaster=453
Actor/Name/SOpForwardSourcePoint,SOpForwardSourcePoint=454
Actor/Name/SOpForwardTargetPoint,SOpForwardTargetPoint=455
Actor/Name/SOpForwardTargetPointInverted,SOpForwardTargetPointInverted=456
Actor/Name/SOpForwardTargetUnit,SOp Forward Target Unit=457
Actor/Name/SOpForwardWeapon,SOpForwardWeapon=458
Actor/Name/SOpForwardWest,=459
Actor/Name/SOpHeightLaunch,SOpHeightLaunch=460
Actor/Name/SOpHigherBy3,SOpHigherBy3=461
Actor/Name/SOpHigherBy5,SOpHigherBy5=462
Actor/Name/SOpHigherOfTerrainAndWater,SOpHigherOfTerrainAndWater=463
Actor/Name/SOpHostCasterOverhead,SOpHostCasterOverhead=464
Actor/Name/SOpHostMissile,SOpHostMissile=465
Actor/Name/SOpIncomingDirect,SOpIncomingDirect=466
Actor/Name/SOpIncomingDirect1,SOp Incoming Direct1=467
Actor/Name/SOpIncomingDirect1Dot5,SOp Incoming Direct1 Dot5=468
Actor/Name/SOpIncomingDirectDot15,SOp Incoming Direct Dot 15=469
Actor/Name/SOpIncomingDirectDot25,SOpIncomingDirectDot25=470
Actor/Name/SOpIncomingMissile,SOpIncomingMissile=471
Actor/Name/SOpIncomingMissileDot1,SOp Incoming Missile Dot1=472
Actor/Name/SOpIncomingMissileDot25,SOpIncomingMissileDot25=473
Actor/Name/SOpIncomingMissileDot5,SOp Incoming Missile Dot5=474
Actor/Name/SOpIncomingMissileDot75,SOp Incoming Missile Dot75=475
Actor/Name/SOpLocalOffsetHarness,SOpLocalOffsetHarness=476
Actor/Name/SOpMissile,SOpMissile=477
Actor/Name/SOpMotionDirection,SOpMotionDirection=478
Actor/Name/SOpMotionDirectionWeaponLeft,SOpMotionDirectionWeaponLeft=479
Actor/Name/SOpMotionDirectionWeaponRight,SOpMotionDirectionWeaponRight=480
Actor/Name/SOpMoveBackBy1,SOpMoveBackBy1=481
Actor/Name/SOpMoveBackBy2,SOpMoveBackBy2=482
Actor/Name/SOpMoveBy1,SOpMoveBy1=483
Actor/Name/SOpMoveBy1Dot5,SOpMoveBy1Dot5=484
Actor/Name/SOpMoveBy2,SOpMoveBy2=485
Actor/Name/SOpMoveBy3,SOp Deslocar-se Em3=486
Actor/Name/SOpMoveBy3Dot5,SOp Deslocar-se Em 3Dot5 /// SOp Move By 3Dot5=487
Actor/Name/SOpMoveBy4,SOp Deslocar-se Em 4=488
Actor/Name/SOpMoveBy5Dot5,SOp Deslocar-se Em 5Dot5 /// SOp Move By 5Dot5=489
Actor/Name/SOpMoveBy7,SOp Deslocar-se Em7=490
Actor/Name/SOpMoveByDot05,SOp Deslocar-se Em Dot 05=491
Actor/Name/SOpMoveByDot1,SOpMoveByDot1=492
Actor/Name/SOpMoveByDot15,SOp Move By Dot 15=493
Actor/Name/SOpMoveByDot15ToDot5,SOp Move By Dot 15 To Dot 5=494
Actor/Name/SOpMoveByDot25,SOpMoveByDot25=495
Actor/Name/SOpMoveByDot3,SOp Move By Dot 3=496
Actor/Name/SOpMoveByDot5,SOpMoveByDot5=497
Actor/Name/SOpMoveByDot5To1,SOp Move By Dot 5 To 1=498
Actor/Name/SOpMoveByDot75,SOp Move By Dot75=499
Actor/Name/SOpMoveDownBy1,SOp Move Down By1=500
Actor/Name/SOpMoveDownBy2,SOp Move Down By2=501
Actor/Name/SOpMoveDownByDot1,SOp Move Down By Dot1=502
Actor/Name/SOpMoveDownByDot15,SOp Move Down By Dot 15=503
Actor/Name/SOpMoveDownByDot15ToDot25,SOp Move Down By Dot 15 To Dot 25=504
Actor/Name/SOpMoveDownByDot25,SOp Move Down By Dot25=505
Actor/Name/SOpMoveDownByDot25ToDot75,SOp Move Down By Dot 25 To Dot 75=506
Actor/Name/SOpMoveDownByDot35,SOp Move Down By Dot 35=507
Actor/Name/SOpMoveDownByDot5,SOpMoveDownByDot5=508
Actor/Name/SOpMoveDownByDot75,SOp Move Down By Dot75=509
Actor/Name/SOpMoveUpBy1,SOpMoveUpBy1=510
Actor/Name/SOpMoveUpBy2,SOp Move Up By2=511
Actor/Name/SOpMoveUpBy3,SOp Move Up By 3=512
Actor/Name/SOpMoveUpBy4,SOp Move Up By4=513
Actor/Name/SOpMoveUpBy6,SOp Move Up By6=514
Actor/Name/SOpMoveUpBy7,SOp Move Up By7=515
Actor/Name/SOpMoveUpBy9,SOp Move Up By9=516
Actor/Name/SOpMoveUpByDot1,SOp Move Up By Dot1=517
Actor/Name/SOpMoveUpByDot15,SOp Move Up By Dot15=518
Actor/Name/SOpMoveUpByDot25,SOp Move Up By Dot25=519
Actor/Name/SOpMoveUpByDot5,SOp Move Up By Dot5=520
Actor/Name/SOpNEU,SOp =521
Actor/Name/SOpPatch10,SOpPatch10=522
Actor/Name/SOpPatch15,SOpPatch15=523
Actor/Name/SOpPatch35,SOpPatch35=524
Actor/Name/SOpPatch360,SOpPatch360=525
Actor/Name/SOpPatch45,SOpPatch45=526
Actor/Name/SOpPatch5,SOpPatch5=527
Actor/Name/SOpPhysicsImpactDeflection,SOpPhysicsImpactDeflection=528
Actor/Name/SOpPhysicsImpactNormal,SOpPhysicsImpactNormal=529
Actor/Name/SOpPointDown,SOpPointDown=530
Actor/Name/SOpPointDown1ByDot25,SOp Point Down 1 By Dot 25=531
Actor/Name/SOpPointDown1ByDot5,SOp Point Down 1 By Dot 5=532
Actor/Name/SOpPointSouthWorld,SOp Point South World=533
Actor/Name/SOpPointUp,SOp Point Up=534
Actor/Name/SOpPointUp1By1,=535
Actor/Name/SOpPointUp1ByDot25,SOp Point Up1 By Dot25=536
Actor/Name/SOpPointUp1ByDot5,SOp Point Up1 By Dot5=537
Actor/Name/SOpPointUpWorld,SOp Point Up World=538
Actor/Name/SOpRandomPointInCircle1Dot5,OpL Ponto aleatório no Círculo1 Ponto5=539
Actor/Name/SOpRandomPointInCircleDot2,SOp Random Point In Circle Dot 2=540
Actor/Name/SOpRandomPointInCircleDot25,SOp Random Point In Circle Dot 25=541
Actor/Name/SOpRandomPointInCircleDot35,SOp Random Point In Circle Dot 35=542
Actor/Name/SOpRandomPointInCrossbarDot15GaussInv,SOp Random Point In Crossbar Dot 15 Gauss Inv=543
Actor/Name/SOpRandomPointInCrossbarDot25GaussInv,SOp Random Point In Crossbar Dot 25 Gauss Inv=544
Actor/Name/SOpRandomPointInCrossbarDot4GaussInv,SOp Random Point In Crossbar Dot 4 Gauss Inv=545
Actor/Name/SOpRandomPointInSphereDot15,SOp Random Point In Sphere Dot15=546
Actor/Name/SOpRandomPointInSphereDot25,SOp Random Point In Sphere Dot25=547
Actor/Name/SOpRandomPointInSphereDot5,SOp Random Point In Sphere Dot5=548
Actor/Name/SOpRandomPointOnCircleDot25,OpL Ponto aleatório sobre Círculo Ponto25=549
Actor/Name/SOpRollClockwise90,SOp Roll Clockwise 90=550
Actor/Name/SOpRollCounterClockwise90,SOp Roll Counter Clockwise 90=551
Actor/Name/SOpRotVariancerForward15,SOp Rot Variancer Forward 15=552
Actor/Name/SOpRotVariancerForward30,SOpRotVariancerForward30=553
Actor/Name/SOpRotVariancerForward45,SOp Rot Variancer Forward 45=554
Actor/Name/SOpRotVariancerForward60,SOp Rot Variancer Forward 60=555
Actor/Name/SOpRotVariancerForward90,SOp Rot Variancer Forward 4590=556
Actor/Name/SOpRotVariancerUp15,SOpRotVariancerUp15=557
Actor/Name/SOpRotVariancerUp25,SOp Rot Variancer Up 25=558
Actor/Name/SOpRotVariancerUp35,SOp Rot Variancer Up 35=559
Actor/Name/SOpRotVariancerUp60,SOp Rot Variancer Up 60=560
Actor/Name/SOpRotationExplicitHarness,SOpRotationExplicitHarness=561
Actor/Name/SOpRotationRandomDisc,SOpRotationRandomDisc=562
Actor/Name/SOpRotationRandomFull,SOpRotationRandomFull=563
Actor/Name/SOpRotationRandomPitch30,SOp Rotation Random Pitch 30=564
Actor/Name/SOpRotationSmooth,SOpRotationSmooth=565
Actor/Name/SOpSelectionOffset,SOpSelectionOffset=566
Actor/Name/SOpShadow,SOpShadow=567
Actor/Name/SOpShadowAsyncPrecise,SOpShadowAsyncPrecise=568
Actor/Name/SOpShadowSyncAir,SOpShadowSyncAir=569
Actor/Name/SOpShadowSyncGround,SOpShadowSyncGround=570
Actor/Name/SOpSourcePoint,SOpSourcePoint=571
Actor/Name/SOpSourcePointSationary,SOpSourcePointSationary=572
Actor/Name/SOpSourcePointStationary,SOpSourcePointStationary=573
Actor/Name/SOpSourceUnitStationary,=574
Actor/Name/SOpSplashDamagePositionVariance,SOpSplashDamagePositionVariance=575
Actor/Name/SOpTargetPoint,SOpTargetPoint=576
Actor/Name/SOpTargetPointStationary,SOpTargetPointStationary=577
Actor/Name/SOpTargetUnit,SOpTargetUnit=578
Actor/Name/SOpTargetUnitZ,SOpTargetUnitZ=579
Actor/Name/SOpTerrainSquibPositionVariance,SOpTerrainSquibPositionVariance=580
Actor/Name/SOpTipability,SOpTipability=581
Actor/Name/SOpTipabilityFloorScope,SOpTipabilityFloorScope=582
Actor/Name/SOpUpDefault,SOpUpDefault=583
Actor/Name/SOpUpDefaultHoldRotation,SOpUpDefaultHoldRotation=584
Actor/Name/SOpWaterPlane,SOp Water Plane=585
Actor/Name/SOpWaterWaves,SOp Water Waves=586
Actor/Name/SYSTEM_ActorConfig,SYSTEM_ActorConfig=587
Actor/Name/SYSTEM_Scene,SYSTEM_Scene=588
Actor/Name/SceneUIHarness,Cena UIHarness=589
Actor/Name/SceneUISound,Cena UISound=590
Actor/Name/Simple,Simples=591
Actor/Name/SiteAttachHarness,Anexar Local de exploração=592
Actor/Name/SiteCenter,LocalCentro=593
Actor/Name/SiteCenterFollow,LocalCentroSeguir=594
Actor/Name/SiteCenterStationary,LocalCentroFixo=595
Actor/Name/SiteChest,LocalPeito=596
Actor/Name/SiteChestFollow,LocalPeitoSeguir=597
Actor/Name/SiteChestStationary,LocalPeitoFixo=598
Actor/Name/SiteDamageRandom,LocalDanoAleatório=599
Actor/Name/SiteDetection,DetecçãoLocal=600
Actor/Name/SiteEffectSourceStationary,LocalEfeitoOrigemFixo=601
Actor/Name/SiteEffectTargetStationary,LocalEfeitoAlvoFixo=602
Actor/Name/SiteEffectTargetStationaryGround,LocalEfeitoAlvoFixoTerrestre=603
Actor/Name/SiteHardpoint1Follow,LocalPontoReforçado1Seguir=604
Actor/Name/SiteHardpoint2Follow,LocalPontoReforçado2Seguir=605
Actor/Name/SiteHardpoint3Follow,LocalPontoReforçado3Seguir=606
Actor/Name/SiteHardpointFollow,LocalPontoReforçadoSeguir=607
Actor/Name/SiteHead,LocalCabeça=608
Actor/Name/SiteHeadFollow,LocalCabeçaSeguir=609
Actor/Name/SiteHosted,LocalHospedado=610
Actor/Name/SiteHostedUnit,LocalHospedadoUnidade=611
Actor/Name/SiteOrigin,LocalOrigem=612
Actor/Name/SiteOriginFollow,LocalOrigemSeguir=613
Actor/Name/SiteOriginShadow,LocalOrigemSombra=614
Actor/Name/SiteOriginShadowAccurate,Local Origem Sombra Exato=615
Actor/Name/SiteOriginStationary,LocalOrigemFixo=616
Actor/Name/SiteOverhead,LocalSuperior=617
Actor/Name/SiteOverheadFollow,LocalSuperiorSeguir=618
Actor/Name/SiteOverheadStationary,LocalSuperiorFixo=619
Actor/Name/SiteScopeFollow,LocalCampodeAçãoSeguir=620
Actor/Name/SiteScopeStationary,LocalCampodeAçãoFixo=621
Actor/Name/SiteTarget,LocalAlvo=622
Actor/Name/SiteTargetFollow,LocalAlvoSeguir=623
Actor/Name/SiteTargetStationary,LocalAlvoFixo=624
Actor/Name/SiteTargetStationaryGround,LocalAlvoFixoTerrestre=625
Actor/Name/SiteUNIT,LocalUnidade=626
Actor/Name/SiteUnitMark,LocalUnidadeMarca=627
Actor/Name/SiteWeapon,LocalArma=628
Actor/Name/SiteWeapon01,LocalArma01=629
Actor/Name/SiteWeapon01Follow,LocalArma01Seguir=630
Actor/Name/SiteWeapon02Follow,LocalArma02Seguir=631
Actor/Name/SiteWeaponFollow,LocalArmaSeguir=632
Actor/Name/SiteWeaponShadow,LocalArmaSombra=633
Actor/Name/SiteWeaponStationary,LocalArmaFixo=634
Actor/Name/SiteWorld,LocalMundo=635
Actor/Name/Snapshot,Foto instantânea=636
Actor/Name/SnapshotBase,Foto instantânea da Base=637
Actor/Name/SnapshotNoOpacity,=638
Actor/Name/Sound,Som=639
Actor/Name/SoundContinuous,SomContínuo=640
Actor/Name/SoundEmitter,SomEmissor=641
Actor/Name/SoundHosted,SomHospedado=642
Actor/Name/SoundOneShot,SomUmaTentativa=643
Actor/Name/Splat,Mancha=644
Actor/Name/SplatHosted,ManchaHospedada=645
Actor/Name/Squib,Efeito de faísca=646
Actor/Name/SquibHosted,EpigramaHospedado=647
Actor/Name/StereoscopicOptionsUnit,Opções de unidade estereoscópicas=648
Actor/Name/SyncFlashingSelection,SincronizaçãoSeleçãoPiscante=649
Actor/Name/SyncSelection,SincronizaçãoSeleção=650
Actor/Name/TerrainMgr,Terreno Mgr /// Terrain Mgr=651
Actor/Name/TerrainObjectPreviewModel,ObjetoTerrenoModeloPréVisualização=652
Actor/Name/TerrainSquibHarnessContinuous,Exploração Efeito de faísca Terreno Contínuo=653
Actor/Name/TerrainSquibHarnessOneShot,Um Tiro Exploração Efeito de faísca Terreno=654
Actor/Name/TerranModelConstruction,Construção do modelo terrano=655
Actor/Name/TestForce,Testar Força /// Test Force=656
Actor/Name/TestForceHuge,Testar Força Enorme=657
Actor/Name/TestForceStrong,Testar Força Forte=658
Actor/Name/TestImpulse,Testar impulso=659
Actor/Name/TestImpulseHuge,Testar impulso Enorme=660
Actor/Name/TestImpulseStrong,Testar impulso Forte=661
Actor/Name/TriggerModel,Modelo de ativador=662
Actor/Name/TriggerRegion,Região de ativador=663
Actor/Name/UnitDeathBodySquibHarness,Morte de unidade Efeito de faísca no corpo explorar=664
Actor/Name/UnitDeathBodySquibHarnessBlood,Morte de unidade Efeito de faísca no corpo explorar Sangue=665
Actor/Name/UnitDeathBodySquibModelHarness,Unidade Morte Efeito de faísca no corpo Modelo Explorar=666
Actor/Name/UnitDeathBodySquibModelHarnessBlood,Unidade Morte Efeito de faísca no corpo Modelo Explorar Sangue=667
Actor/Name/UnitDeathBodySquibSoundHarness,Unidade Morte Efeito de faísca no corpo Som Explorar=668
Actor/Name/UnitDeathModel,UnidadeMorteModelo=669
Actor/Name/UnitDeathModelNoTeamColor,Unidade Modelo de morte Sem cor da equipe=670
Actor/Name/UnitDeathModelNoTeamColorUnscaled,Unidade Modelo de morte Sem cor da equipe fora de escala=671
Actor/Name/UnitDeathModelPersistent,=672
Actor/Name/UnitDeathModelPersistentFogPause,Modelo Persistente de Morte de Unidade pausar névoa=673
Actor/Name/UnitDeathModelPersistentUnscaled,Modelo persistente de morte de unidade fora de escala=674
Actor/Name/UnitDeathModelUnscaled,UnidadeMorteModeloSemEscala=675
Actor/Name/UnitDeathModelWithDeathMotionFlier,Unidade Morte Modelo com movimento de morte voador=676
Actor/Name/UnitDeathModelWithDeathMotionGround,Unidade Morte Modelo com movimento de morte terrestre=677
Actor/Name/UnitDeathModelWithDeathMotionGroundUnscaled,Unidade Morte Modelo com movimento de morte terrestre sem escala=678
Actor/Name/UnitDeathRagdoll,Unidade Morte Boneca de Pano=679
Actor/Name/UnitDeathRagdollFlier,Unidade Morte Boneca de Pano voador=680
Actor/Name/UnitDeathRagdollTeamColor,Unidade Morte Boneca de Pano cor da equipe=681
Actor/Name/UnitDeathRagdollTerminateExtrasMacro,Unidade Morte Boneca de Pano macro de terminar extras=682
Actor/Name/UnitDeathRagdollTerminateExtrasRemovalMacro,Unidade Morte Boneca de Pano macro de terminar e remover extras=683
Actor/Name/UnitDeathRagdollTimingExtensionMacro,Unidade Morte Boneca de Pano macro de extensão de temporizador=684
Actor/Name/UnitDeathRagdollTimingExtensionRemovalMacro,Unidade Morte Boneca de Pano macro de remoção de extensão de temporizador=685
Actor/Name/UnitDeathRagdollWithTeamColor,Unidade Morte Boneca de Pano com cor da equipe=686
Actor/Name/UnitDeathSound,UnidadeMorteSom=687
Actor/Name/UnitDeathVoice,UnidadeMorteVoz=688
Actor/Name/UnitFootprint,Base da unidade=689
Actor/Name/UnitModelFrameActor,=690
Actor/Name/UnitSound,Unidade - Som=691
Actor/Name/UnitSoundHiddenCheck,Ocultar verificação de unidade de som=692
Actor/Name/UnpoweredVisual,Visual sem energia=693
Actor/Name/ZergGuideVisualQuad,Zerg Guia Visual quad=694
Actor/Name/ZergGuideVisualQuadCenter,Zerg Guia Visual quad central=695
Actor/Name/ZergGuideVisualQuadDown,Zerg Guia Visual quad inferior=696
Actor/Name/ZergGuideVisualQuadDownRedScaled,Zerg Guia Visual quad inferior escalonado vermelho=697
Actor/Name/ZergGuideVisualQuadDownScaled,Zerg Guia Visual quad inferior escalonado=698
Actor/Name/ZergGuideVisualQuadImpact,Zerg Guia Visual quad Impacto=699
Actor/Name/ZergGuideVisualQuadLaunch,Zerg Guia Visual quad lançamento=700
Actor/Name/ZergGuideVisualQuadRed,Zerg Guia Visual quad vermelho=701
Actor/Name/ZergGuideVisualQuadRedCenter,Zerg Guia Visual quad vermelho central=702
Actor/Name/ZergGuideVisualQuadRedImpact,Zerg Guia Visual quad vermelho impacto=703
Actor/Name/ZergGuideVisualQuadRedLaunch,Zerg Guia Visual quad vermelho lançar=704
Actor/Name/ZergPlacementModel,Modelo de posicionamento zerg=705
Alert/Name/AIComm,ComIA=706
Alert/Name/AddOnComplete,AddOnCompleto /// AddOnComplete=707
Alert/Name/AmmoComplete,MuniçãoConcluída /// AmmoComplete=708
Alert/Name/Attack,Atacar=709
Alert/Name/AttackTown,AtacarCidade /// AttackTown=710
Alert/Name/AttackTownAlly,AtacarCidadeAliada /// AttackTownAlly=711
Alert/Name/AttackUnit,AtacarUnidade /// AttackUnit=712
Alert/Name/AttackUnitAlly,AtacarUnidadeAliada /// AttackUnitAlly=713
Alert/Name/BuildComplete,ConstruçãoConcluída /// BuildComplete=714
Alert/Name/CAlert,CAlerta=715
Alert/Name/CalldownLaunch,LançarChamada /// CalldownLaunch=716
Alert/Name/CalldownLaunchObserver,Lançar Chamada Espectador=717
Alert/Name/Error,Erro=718
Alert/Name/Global,Global=719
Alert/Name/MergeComplete,CombinaçãoConcluída /// MergeComplete=720
Alert/Name/MorphComplete,TransmutaçãoConcluída /// MorphComplete=721
Alert/Name/MothershipComplete,NaveMãeConcluída=722
Alert/Name/NoAlert,Sem alerta=723
Alert/Name/Observer,Espectador=724
Alert/Name/ResourceDepleted_Mineral,RecursoEsgotado_Minério /// ResourceDepleted_Mineral=725
Alert/Name/ResourceDepleted_Vespene,RecursoEsgotado_Vespeno /// ResourceDepleted_Vespene=726
Alert/Name/ResourceDowntime_Vespene,TempoOciosoRecurso_Vespeno /// ResourceDowntime_Vespene=727
Alert/Name/ResourceExhausted_Mineral,RecursoEsgotado_Minérios /// ResourceExhausted_Mineral=728
Alert/Name/ResourcesReceived,RecursosRecebidos /// ResourcesReceived=729
Alert/Name/ResourcesSent,RecursosEnviados /// ResourcesSent=730
Alert/Name/ReviveComplete,RessuscitarConcluído=731
Alert/Name/ReviveError,Ressuscitar Erro=732
Alert/Name/SpecializeComplete,EspecializaçãoConcluída /// SpecializeComplete=733
Alert/Name/StartLocation,Local de início=734
Alert/Name/TrainComplete,TreinamentoConcluído /// TrainComplete=735
Alert/Name/TrainError,ErroTreinamento /// TrainError=736
Alert/Name/TrainWorkerComplete,TreinarTrabalhadorConcluído /// TrainWorkerComplete=737
Alert/Name/Transmission,Transmissão=738
Alert/Name/Trigger,Ativador=739
Alert/Name/UpgradeComplete,AprimoramentoConcluído /// UpgradeComplete=740
Alert/Name/WarpTrainComplete,TreinamentoTransdobraConcluído /// WarpTrainComplete=741
AttachMethod/Name/AMAttachesWithKeywords,AMAttaches With Keywords=742
AttachMethod/Name/AMAttachesWithoutKeywords,AMAttaches Without Keywords=743
AttachMethod/Name/AMFilterBodySquibs,AMFilter Body Squibs=744
AttachMethod/Name/AMNodeOccupancyDeathBlood,AMNode Occupancy Death Blood=745
AttachMethod/Name/AMReductionForBloodGroundSpew,AMReduction For Blood Ground Spew=746
AttachMethod/Name/AMReductionForBodySquibs,AMReduction For Body Squibs=747
AttachMethod/Name/CAttachMethod,CAttachMethod=748
AttachMethod/Name/CAttachMethodFilter,CAttachMethodFilter=749
AttachMethod/Name/CAttachMethodPattern,CAttachMethodPattern=750
AttachMethod/Name/CAttachMethodProximity,CAttachMethodProximity=751
AttachMethod/Name/CAttachMethodRandom,CAttachMethodRandom=752
AttachMethod/Name/CAttachMethodReduction,CAttachMethodReduction=753
BankCondition/Name/CBankConditionCompare,CBankConditionCompare=754
BankCondition/Name/CBankConditionCompareValueCount,CBankConditionCompareValueCount=755
BankCondition/Name/CBankConditionCompareValueSum,CBankConditionCompareValueSum=756
Beam/Name/BeamStandard,Feixe Padrão=757
Beam/Name/CBeamAsyncLinear,CBeamAsyncLinear=758
Beam/Name/GenericBeam,Feixe genérico=759
Button/EditorSuffix/BeaconMove,(Sinal)=760
Button/EditorSuffix/CancelBuilding, - Estrutura=761
Camera/Name/BlizzardAllStars,Câmera do Blizzard All-Stars=762
Camera/Name/CCamera,CCamera=763
Camera/Name/Dflt,Câmera padrão=764
Camera/Name/Floaty,Câmera flutuante=765
Camera/Name/Installation,Instalação=766
Camera/Name/Marine,Soldado=767
Camera/Name/Micro,Micro=768
Camera/Name/SpacePlatform,PlataformaEspacial=769
Cliff/Name/CCliff,CCliff=770
CliffMesh/Name/CCliffMesh,CCliffMesh=771
Conversation/Name/CConversation,Configurações padronizadas=772
ConversationState/Name/CConversationState,EstadoConversaçãoC /// CConversationState=773
Cursor/Name/Arrow,Seta=774
Cursor/Name/Arrow_Prot,Seta_Prot=775
Cursor/Name/Arrow_Terr,Seta_Terr=776
Cursor/Name/Arrow_Zerg,Seta_Zerg=777
Cursor/Name/Crosshairs,Mira=778
