AUTHENTICATION_BETA_REGION,Beta /// Beta=0
ActorDebug/LookAtNoAcquireTarget,Nenhum alvo a ser adquirido. %1 só adquire alvos automaticamente, em resposta a certas mensagens de jogo, como Abil, WeaponStart e TurretTarget.=285
ActorDebug/LookAtNoActiveTarget,Nenhum alvo ativo para obter disposição do grupo de torres [%1].=286
ActorDebug/LookAtNoSource,Sem assunto=287
ActorDebug/LookAtNoTurretType,Nenhuma aparência no tipo de torre.=288
ActorDebug/LookAtNoType,Nenhuma aparência no tipo.=289
ActorDebug/LookAtUnassignedSource,Olhar para fonte não atribuído.=290
ActorDebug/LookAtUnassignedTarget,Olhar para alvo não atribuído.=291
ActorDebug/MessagePassingStackOverflow,A pilha de manipulação de mensagens atingiu a profundidade máxima.  Todas as mensagens além dessa profundidade serão ignoradas.  Erros inesperados podem ocorrer.=292
ActorDebug/MissileDirectCreate,Tentando criar um míssil diretamente e não no contexto de um ataque.=293
ActorDebug/MissingAttachKeyword,Faltam acessórios de anexação na id -- o nome de referência de anexo de arquivo MAX contém valores que não estão presentes na enumeração EAttachKeyword?=294
ActorDebug/MissingPlayerDecalTexture,Impossível encontrar o logotipo do jogador no link de textura %1.=295
ActorDebug/MissingSupersede,Não é possível encontrar morte chamada %1 para sobrepor ao grupo de dados de morte %2 na entrada de ator %3.=296
ActorDebug/MissingTextureFile,Impossível localizar arquivo de textura %1 na entrada de TextureData.xml %2.=297
ActorDebug/ModelAspectConfirmInvalid,Deve enviar a mensagem ModelAspectConfirm em resposta à mensagem ModelAspectTest.=298
ActorDebug/ModelDataEventHasInvalidTime,Modelo %1; %2 Definindo evento para animação que dura apenas %3.=299
ActorDebug/ModelError,Modelo %1; %2=300
ActorDebug/ModelEventSoundIsDeprecated,ModelLink[%1] Model %2; Está deprecado o envio de eventos de som que não sejam de transmissão a partir de modelos.=301
ActorDebug/ModelEventSpawnIsDeprecated,ModelLink[%1] Model %2; Está deprecado o envio de eventos de geração de modelo.=302
ActorDebug/ModelEventSplatIsDeprecated,ModelLink[%1] Model %2; Está deprecado o envio de eventos de mancha de modelo.=303
ActorDebug/ModelInitFailure,Modelo criado através de %1; Falha ao iniciar.=304
ActorDebug/ModelInvalidHarness,Possuia modelo de atrelamento[%1] que não era um CActorModel.=305
ActorDebug/ModelMaterialAlreadyApplied,Este CActorModelMaterial já foi aplicado ao agente-alvo: %1.=306
ActorDebug/ModelMaterialBadApplyOtherMaterial,Não é possível aplicar um material de modelo a outro material de modelo.=307
ActorDebug/ModelMaterialBadApplyOtherMaterial2,Não é possível aplicar um material de modelo a outro material de modelo, neste caso: %1.=308
ActorDebug/ModelMaterialBadApplyRef,Não foi possível encontrar modelo de agente referenciado em %1 no qual aplicar o material de modelo.=309
ActorDebug/ModelMaterialBadApplyRef2,Não é possível aplicar um material de modelo ao agente %1 referenciado por %2, já que ele não é um CActorModel.=310
ActorDebug/ModelMaterialBadApplySelf,Não é possível aplicar um material de modelo a ele mesmo.=311
ActorDebug/ModelMaterialBadRemoveRef,Não foi possível encontrar modelo de agente referenciado em %1 para remover o material de modelo.=312
ActorDebug/ModelMaterialBadRemoveRef2,Não é possível remover um material de modelo do agente %1 referenciado por %2, já que ele não é um CActorModel.=313
ActorDebug/ModelMaterialCannotFind,Erro na remoção. Não foi possível encontrar CActorModelMaterial[%1].=314
ActorDebug/ModelMaterialCreatedBadType,Criação inválida de agente %1 que não seja CActorModelMaterial em resposta à mensagem de ModelMaterialApply.=315
ActorDebug/ModelMaterialCreationFailure,Não foi possível criar CActorModelMaterial[%1].=316
ActorDebug/ModelMaterialNonSingleMaterial,Modelo de material [%1] possui mais de um material, mas comporta apenas um material.=317
ActorDebug/ModelMaterialNotFound,Este CActorModelMaterial não está aplicado ao agente-alvo: %1.=318
ActorDebug/ModelMaterialsNone,Sem materiais-modelo.=319
ActorDebug/ModelMaterialsSetVisibilityUnsupported,Como o modelo dentro de um CActorModelMaterial é meramente um fornecedor de material, não um objeto real visível, este agente é sempre invisível e seu estado de visibilidade padrão não pode ser modificado. Para ocultar um material, use a mensagem ModelMaterialSetVisibility.=320
ActorDebug/ModelMaterialsSetVisibilityUselessParams,Nomes de materiais de modelo são irrelevantes na mensagem de ModelMaterialSetVisibility quando ela é enviada diretamente para um CActorModelMaterial.=321
ActorDebug/ModelRadiusError,O modelo %1 possui um raio %2 maior que o raio de modelo solto %3. Isso pode resultar em consultas espaciais imprecisas.=322
ActorDebug/ModelSwapFailed,Falha ao manusear mensagem ModeloTroca com modeloLink %1.=323
ActorDebug/ModelVariationOnRadiusError,A variação %1 do modelo %2 possui um raio %3 maior que o raio de modelo solto %4. Pode resultar em consultas espaciais imprecisas.=324
ActorDebug/ModelVariationRadiusError,A variação %1 do modelo %2 possui um raio %3 maior que o raio solto %4 dessa variação. Isso pode resultar em consultas espaciais imprecisas.=325
ActorDebug/MoreThanOneUnitActor,Mais de uma CActorUnit persistindo no mesmo campo de ação de unidade: %1 %2=326
ActorDebug/MostRecentEffectScope,ESCOPO DO EFEITO MAIS RECENTE=327
ActorDebug/MoverMoveNoDest,Mensagem MoverMove recebida sem destinatário.=328
ActorDebug/NeedActorModel,Este operador de local requer CActorModel ou uma de suas sub-classes para funcionar.=329
ActorDebug/NeedParameter,Parâmetro necessário: Agente, Escopo, Global.=330
ActorDebug/NeedTypeParameter,Possui WorldPosition válida sem o tipo WorldPosition no parâmetro BasicType.=331
ActorDebug/NoAttachPointFound,Sem ponto de anexação para a chave de anexação %1 com agentes: %2.=332
ActorDebug/NoBearingsYet,Ainda sem disposições. Inicializando...=333
ActorDebug/NoPhysicsBodies,Sem corpos de física no Modelo[%1] m3[%2].=334
ActorDebug/NoPhysicsInstance,Sem instâncias de física no Modelo[%1] m3[%2].=335
ActorDebug/NoTriggerMessage,Mensagem %1: Nenhuma mensagem engatilhada.=336
ActorDebug/None,<None>=337
ActorDebug/NonexistentMatchSlot,Modelo %1; Correspondência de textura do editor possui posição inexistente %2.=338
ActorDebug/NonexistentMatchSourceSlot,Modelo %1; Correspondência de textura do editor possui posição de fonte inexistente %2 na posição do alvo %3.=339
ActorDebug/NonexistentSlot,Modelo %1; Expressão de textura do editor possui posição inexistente.=340
ActorDebug/NonuserMessage,Tentativa de enviar mensagem que não é de USER. %1=341
ActorDebug/OneCActorActionPerEffect,Só é possível criar um CActorAction por efeito [%1].=342
ActorDebug/PhysicsBodyList,Lista de corpos de física para o Modelo[%1] m3[%2].=343
ActorDebug/PhysicsBodyShape,Forma=344
ActorDebug/PhysicsCreationFailureActorPhysicsOff,Impossível inicializar física em %1; Física gerada pelo ator está desligada. Use o comando togactorphysics para religá-la.=345
ActorDebug/PhysicsCreationFailureCustomDeath,morte personalizada=346
ActorDebug/PhysicsCreationFailureDeathCustomsPhysicsOff,Impossível inicializar física em %1; Física gerada por este actorUnit está desligada. Use a mensagem DeathCustomsEnablePhysics para religá-la.=347
ActorDebug/PhysicsCreationFailureInvalidPhysicsModelLink,Impossível inicializar física em %1; Não é possível gerar física aqui porque o link do modelo é inválido.=348
ActorDebug/PhysicsCreationFailureLowQualityModelsOptionActive,Impossível inicializar física em %1; A opção de modelos gráficos de baixa qualidade impede a ativação de física na morte completamente.=349
ActorDebug/PhysicsCreationFailureMaxComplexRagdollCount,Impossível inicializar física em %1; Contagem máxima de ragdolls complexas atingida (%2).=350
ActorDebug/PhysicsCreationFailureMaxRigidBodyCount,Impossível inicializar física em %1; Contagem máxima de corpos rígidos atingida (%2).=351
ActorDebug/PhysicsCreationFailureModel,vínculo de modelo=352
ActorDebug/PhysicsCreationFailureNonLocalModel,Impossível iniciar física em %1; O modelo não é local.=353
ActorDebug/PhysicsCreationFailureRagdollsDisabled,Impossível inicializar física em %1; Bonecas de pano complexas (com juntas) desativadas pela aopção de qualidade dos modelos no gráfico.=354
ActorDebug/PhysicsCreationFailureTeenEnabled,Impossível inicializar física em %1; Opção de violência reduzida habilitada.=355
ActorDebug/PhysicsDensity,Densidade=356
ActorDebug/PhysicsFriction,Fricção=357
ActorDebug/PhysicsImpactAutoVolumeBadRange,O nível de autoVolume máximo deve ser maior do que o mínimo.=358
ActorDebug/PhysicsInitFailureSpyOff,Espiar falhas na inicialização de física desligado.=359
ActorDebug/PhysicsInitFailureSpyOn,Espiar falhas na inicialização de física ligado.=360
ActorDebug/PhysicsMatchKeysOrdered,PhysicsMatchKeysOrdered[%1]=361
ActorDebug/PhysicsMatchMaterialCannotBeOverridden,Impossível sobrepor terreno com material de física %1 na posição %2.=362
ActorDebug/PhysicsMatchMaterialCannotBeRestored,Impossível encontrar material de física [%1] para restaurar na posição %2.=363
ActorDebug/PhysicsMaterial,MaterialFísica=364
ActorDebug/PhysicsRestitution,Restituição=365
ActorDebug/PhysicsShapeCapsule,Cápsula=366
ActorDebug/PhysicsShapeMesh,Malha=367
ActorDebug/PhysicsShapePolytope,Politopo=368
ActorDebug/PhysicsShapeSphere,Esfera=369
ActorDebug/PhysicsShapeTriangle,Triangular=370
ActorDebug/PhysicsShapeUnknown,Desconhecido=371
ActorDebug/PlayingMoviesRestrictedToBlizzardMaps,Reproduzir filmes atualmente está restrito a mapas da Blizzard.=372
ActorDebug/PortraitCustomizationMissingModel,Mensagem PortraitCustomize não possui modelo de retrato.=373
ActorDebug/PredictionTurningToggleStateOff,Espião de previsão de giro DESLIGADO.=374
ActorDebug/PredictionTurningToggleStateOn,Espião de previsão de giro LIGADO.=375
ActorDebug/PropertyCurveCannotAddPointsAfterReady,Não é possível adicionar pontos à curva após o início. Culpado: %1.=376
ActorDebug/PropertyCurveCannotFindCurve,Não é possível encontrar a curva %1. Culpado %2.=377
ActorDebug/PropertyCurveNotEnoughDataToStart,Curva %1 precisa ter ao menos 2 pontos para todos os componentes. Culpado é o componente %2. Inicio falhou.=378
ActorDebug/PropertyCurvePointsMustAdvance,Pontos subsequentes precisam ter idade crescente. Culpado: %1. Valor ignorado.=379
ActorDebug/PropertyCurveUnsupportedComponent,Curva %1 não suporta componente %2. Culpado: %3.=380
ActorDebug/QuadInvalid,Quad inválido.=381
ActorDebug/ReceivedInvalidMessage,recebeu a mensagem inválida %1.=382
ActorDebug/RegionInvalidSize,Região com tamanho inválido.=383
ActorDebug/RegionNoPoints,Região sem pontos.=384
ActorDebug/RequestingUnknownActor,Tentando solicitar um agente com valor desconhecido. Solicitante: %1=385
ActorDebug/RequestorBadScope,É preciso usar as palavras-chave Implicit/Caster/Target Scope quando o solicitante não tiver sido criado por um efeito. Solicitante: %1=386
ActorDebug/RequestorNeedsEffect,Solicitar efeito só pode ser usado quando o solicitante for criado por um efeito. Solicitante: Solicitante: %1=387
ActorDebug/RequestorNeedsSpecificType,Impossível criar um agente em um efeito específico sem um tipo de escopo mais específico. Solicitante: %1=388
ActorDebug/RequiresAnimName,%1; Esta mensagem exige um nome válido para uma animação ativa.=389
ActorDebug/ResolveAnimationAliasesMultiple,=390
ActorDebug/ResolveAnimationAliasesNone,=391
ActorDebug/SelectedUnit,UNIDADE SELECIONADA=392
ActorDebug/SequentialProgressAnimsInvalid,Direção de %1 %2 para agente %3; Sequencial %4  animações detectadas: %5; %6.=393
ActorDebug/SerpentElementLengthBad,Comprimento não zerado do elemento base necessário. Valores menores criam um movimento mais suave mas exigem mais desempenho.=394
ActorDebug/SerpentMissingHead,Impossível encontrar a cabeça de serpente.=395
ActorDebug/SerpentMissingHeadSiteOp,Agente cabeça de serpente não tem cabeça de serpente no local op.=396
ActorDebug/SerpentMissingHeadSiteOps,Agente cabeça de serpente não tem local ops.=397
ActorDebug/SerpentSegmentLengthBad,Segmentos da Serpente precisam ter distância diferente de zero entre eles. Segmento ruim: %1=398
ActorDebug/SerpentSegmentTooSmall,Cada segmento deve ser grande o suficiente para adicionar ao menos 2 pontos de espinha.=399
ActorDebug/SerpentTurnSmoothingActivationAngleMismatch,TurnSmoothingActivationAngleMin deve ser menor do que TurnSmoothingActivationAngleMax.=400
ActorDebug/SerpentUndulationAmplitudePerUnitBad,Amplitude diferente de zero por unidade necessária para serpentes nadadoras.=401
ActorDebug/SerpentUndulationElementLengthBad,Tamanho do elemento diferente de zero necessário para serpentes nadadoras.=402
ActorDebug/SerpentUndulationWavelengthBad,Tamanho da onda diferente de zero necessário para serpentes nadadoras.=403
ActorDebug/SiteOpAttachVolumeNeedsActorAction,CActorSiteOpAttachVolume deve ser usado em agentes criados por CActorAction.=404
ActorDebug/SiteOpBankerUnitInvalidRollMax,RollMax deve ser não minúsculo e ser <= 180.0 graus.=405
ActorDebug/SiteOpBankerUnitNoRollInArc,Exige um arco não minúsculo de rolagem para dentro.=406
ActorDebug/SiteOpBankerUnitNoRollOutDuration,Exige uma duração não minúscula de rolagem para fora.=407
ActorDebug/SiteOpEffectNoParams,%1 Este SiteOp só funciona com agentes criados diretamente de efeitos ou através da mensagem Criar enviada aos agentes que foram criados diretamente de efeitos.=408
ActorDebug/SiteOpForwardBadParams,%1; CActorSiteOpForward não pode ter ao mesmo tempo um vetor explícito e um host ou siteOps.=409
ActorDebug/SiteOpInitFailure,%1 não se iniciou.=410
ActorDebug/SiteOpInitInfiniteLoop,%1 contém referências a si mesmo.  A inicialização falhou para prevenir a criação de um número infinito de instâncias deste siteOp.=411
ActorDebug/SiteOpRotatorFailure,Rotacionador %1 não especifica o eixo local.=412
ActorDebug/SiteOpUp,%1; CActorSiteOpUp não pode ter ao mesmo tempo um vetor explícito e um host ou siteOps.=413
ActorDebug/SnapshotCreationFromDataNotSupported,Criando CActorSnapshot dos dados não é suportado atualmente.=414
ActorDebug/SnapshotCreationRequiresSnapshotScope,Só pode criar um CActorSnapshot em um escopo de foto instantânea.=415
ActorDebug/SoundInitFailure,Falhou na inicialização do som;  %1=416
ActorDebug/SoundInvalidHarness,Possui som de atrelamento[%1] que não era um CActorSound.=417
ActorDebug/SourceWalkAnimMoveSpeedFromHasInvalidSource,Não foi possível encontrar fonte válida para refKey [%1].=418
ActorDebug/SpawnFootprintInvalidActor,O evento de modelo não pode gerar o agente de base %1.=419
ActorDebug/SpawnFootprintInvalidModel,O evento de modelo não pode gerar o modelo de base %1.=420
ActorDebug/SpawnSoundInvalidActor,O evento de modelo não pode gerar o agente de som %1.=421
ActorDebug/SpawnSoundInvalidSound,O evento de modelo não pode gerar o som %1.=422
ActorDebug/SplatCreateFailure,Arquivo %1; Falha ao criar mancha.=423
ActorDebug/SplatCreateFailureBadScale,Arquivo %1; Falha ao criar mancha.  Escala inválida %2.=424
ActorDebug/SplatInitFailure,Fonte %1; Arquivo %2; Falha na inicialização de mancha.=425
ActorDebug/SplatSourceInitFailure,Fonte %1; Arquivo %2; Falha ao inicializar fonte da mancha.=426
ActorDebug/StatusDecrementFail,Tentando diminuir Status[%1], que não existe.=427
ActorDebug/TerrainSquibInvalidBand,Não é possível ter ondulações de água com a parte de cima abaixo da parte de baixo. Índice de ondulação 1% com groupName[%2].=428
ActorDebug/TerrainSquibInvalidTriggerValues,Um movimento no terreno precisa ser ativado por uma distância de movimento diferente de zero ou um período de inércia diferente de zero. Índice de ondulação %1 com groupName[%2].=429
ActorDebug/TerrainSquibNullBand,Não é possível ter movimentos de terreno com alcance 0. Índice de movimento 1% com groupName[%2].=430
