Actor/Name/IndicatorMissilePhaseChange,Indicator Missile Phase Change=0
Actor/EditorPrefix/CastanarCabinet,Castanar=390
Actor/EditorPrefix/CastanarCage,Castanar=391
Actor/EditorPrefix/CastanarCamera,Castanar=392
Actor/EditorPrefix/CastanarLightboard,Castanar=393
Actor/EditorPrefix/CastanarStasisTube,Castanar=394
Actor/EditorPrefix/CastanarWindowLarge,Castanar=395
Actor/EditorPrefix/CastanarWorkstation,Castanar=396
Actor/EditorPrefix/CharCrystal,Char=397
Actor/EditorPrefix/CharCrystalHuge,Char=398
Actor/EditorPrefix/CharCrystalLarge,Char=399
Actor/EditorPrefix/FactoryLand,Factory -=400
Actor/EditorPrefix/FactorySplat,Factory -=401
Actor/EditorPrefix/FactoryTechLab,Factory -=402
Actor/EditorPrefix/HavenCurtain,Curtain (LOS BLOCKER) -=403
Actor/EditorPrefix/MarSaraCactus,Mar Sara=404
Actor/EditorPrefix/MeinhoffCurtain,Curtain (LOS BLOCKER) -=405
Actor/EditorPrefix/MonlythCurtain,Curtain (LOS BLOCKER) -=406
Actor/EditorPrefix/NeuralParasiteMissile,Infestor -=407
Actor/EditorPrefix/NeuralParasiteModel,Infestor -=408
Actor/EditorPrefix/NeuralParasiteRange,Infestor -=409
Actor/EditorPrefix/NeuralParasiteSound,Infestor -=410
Actor/EditorPrefix/NewFolsomCurtain,Curtain (LOS BLOCKER) -=411
Actor/EditorPrefix/OrbitalCommand_CalldownExtraSuppliesDrop,Orbital Command -=412
Actor/EditorPrefix/OrbitalCommand_CalldownExtraSuppliesImpact,Orbital Command -=413
Actor/EditorPrefix/OrbitalCommand_CalldownMuleDrop,Orbital Command -=414
Actor/EditorPrefix/OrbitalCommand_CalldownMuleImpact,Orbital Command -=415
Actor/EditorPrefix/PhoenixPurifierACGluescreenDummy,=416
Actor/EditorPrefix/PortZionCompactor,Deadman's Port=417
Actor/EditorPrefix/PortZionCrusherDoodad,Deadman's Port=418
Actor/EditorPrefix/PortZionGroundMix,Deadman's Port=419
Actor/EditorPrefix/PortZionJunkPile,Deadman's Port=420
Actor/EditorPrefix/RoachAttackMissile,Roach -=421
Actor/EditorPrefix/SpacePlatformCurtain,Curtain (LOS BLOCKER) -=422
Actor/EditorPrefix/TarsonisCurtain,Curtain (LOS BLOCKER) -=423
Actor/EditorPrefix/TyphonCurtain,Curtain (LOS BLOCKER) -=424
Actor/EditorPrefix/UnbuildableBricks,HotS -=425
Actor/EditorPrefix/UnbuildablePlates,HotS -=426
Actor/EditorPrefix/UnbuildableRocks,HotS -=427
Actor/EditorPrefix/ZhakulDasCurtain,Curtain (LOS BLOCKER) -=428
Actor/EditorSuffix/AberrationACGluescreenDummy,=429
Actor/EditorSuffix/AgriaBush,- Agria -=430
Actor/EditorSuffix/AgriaCrops,- Agria -=431
Actor/EditorSuffix/AgriaCurtain,- Agria -=432
Actor/EditorSuffix/AgriaFoliage,- Agria -=433
Actor/EditorSuffix/AgriaShrub,- Agria -=434
Actor/EditorSuffix/AgriaUnderbrush,- Agria=435
Actor/EditorSuffix/AiurCurtain,- Aiur -=436
Actor/EditorSuffix/AiurFoliage,- Aiur -=437
Actor/EditorSuffix/AiurPlant,- Aiur -=438
Actor/EditorSuffix/AiurUnderbrush,- Aiur=439
Actor/EditorSuffix/ArchonACGluescreenDummy,=440
Actor/EditorSuffix/AvernusUltraliskShackledEmpty,(Empty)=441
Actor/EditorSuffix/BanelingACGluescreenDummy,=442
Actor/EditorSuffix/BansheeACGluescreenDummy,=443
Actor/EditorSuffix/BattlecruiserACGluescreenDummy,=444
Actor/EditorSuffix/BelShirAlienPlant,- Bel'Shir -=445
Actor/EditorSuffix/BelShirAlienShrubs,- Bel'Shir -=446
Actor/EditorSuffix/BelShirBush,- Bel'Shir -=447
Actor/EditorSuffix/BelShirCliffRoots,- Bel'Shir -=448
Actor/EditorSuffix/BelShirCurtain,- Bel'Shir -=449
Actor/EditorSuffix/BelShirFlowers,- Bel'Shir -=450
Actor/EditorSuffix/BelShirFoliage,- Bel'Shir -=451
Actor/EditorSuffix/BelShirShrub,- Bel'Shir -=452
Actor/EditorSuffix/BelShirUnderbrush,- Bel'Shir=453
Actor/EditorSuffix/BileLauncherACGluescreenDummy,=454
Actor/EditorSuffix/BridgeCardinalFootprint,(Cardinal)=455
Actor/EditorSuffix/BridgeOrdinalFootprint,(Diagonal)=456
Actor/EditorSuffix/BroodLordACGluescreenDummy,=457
Actor/EditorSuffix/BunkerACGluescreenDummy,=458
Actor/EditorSuffix/CarrierACGluescreenDummy,=459
Actor/EditorSuffix/CarrierAiurACGluescreenDummy,=460
Actor/EditorSuffix/CharBones,- Char -=461
Actor/EditorSuffix/CharBonesCliff,- Char -=462
Actor/EditorSuffix/CharCrater,- Char -=463
Actor/EditorSuffix/CharCurtain45,- Char -=464
Actor/EditorSuffix/CharCurtain4590C,- Char -=465
Actor/EditorSuffix/CharCurtain45C,- Char -=466
Actor/EditorSuffix/CharCurtain45E,- Char -=467
Actor/EditorSuffix/CharCurtain90,- Char -=468
Actor/EditorSuffix/CharCurtain9045C,- Char -=469
Actor/EditorSuffix/CharCurtain90C,- Char -=470
Actor/EditorSuffix/CharCurtain90E,- Char -=471
Actor/EditorSuffix/CharFoliage,- Char -=472
Actor/EditorSuffix/CharPlant,- Char -=473
Actor/EditorSuffix/CharRock,- Char -=474
Actor/EditorSuffix/CharRockFormation,- Char -=475
Actor/EditorSuffix/CharRockLarge,- Char -=476
Actor/EditorSuffix/CharSpine,- Char -=477
Actor/EditorSuffix/CharSpineLarge,- Char -=478
Actor/EditorSuffix/ColossusACGluescreenDummy,=479
Actor/EditorSuffix/ColossusPurifierACGluescreenDummy,=480
Actor/EditorSuffix/CorruptorACGluescreenDummy,=481
Actor/EditorSuffix/CorsairACGluescreenDummy,=482
Actor/EditorSuffix/CorsairMPACGluescreenDummy,=483
Actor/EditorSuffix/CycloneACGluescreenDummy,=484
Actor/EditorSuffix/DarkArchonACGluescreenDummy,=485
Actor/EditorSuffix/DarkTemplarShakurasACGluescreenDummy,=486
Actor/EditorSuffix/Debris2x2NonConjoined,(2x2 Non-Conjoined)=487
Actor/EditorSuffix/DevastationTurretACGluescreenDummy,=488
Actor/EditorSuffix/DragoonACGluescreenDummy,=489
Actor/EditorSuffix/FirebatACGluescreenDummy,=490
Actor/EditorSuffix/GasStation,- (Free Rotate, 5x5 Footprint)=491
Actor/EditorSuffix/GasStationAngled,- (Angled, Refined Footprint)=492
Actor/EditorSuffix/GoliathACGluescreenDummy,=493
Actor/EditorSuffix/HavenFoliage,- Haven -=494
Actor/EditorSuffix/HavenPlant,- Haven -=495
Actor/EditorSuffix/HavenUnderbrush,- Haven=496
Actor/EditorSuffix/HellbatACGluescreenDummy,=497
Actor/EditorSuffix/HerculesACGluescreenDummy,=498
Actor/EditorSuffix/HighTemplarACGluescreenDummy,=499
Actor/EditorSuffix/HydraliskACGluescreenDummy,=500
Actor/EditorSuffix/HydraliskLurkerACGluescreenDummy,=501
Actor/EditorSuffix/ImmortalACGluescreenDummy,=502
Actor/EditorSuffix/InvisibleCurtain,- Invisible=503
Actor/EditorSuffix/KhaydarinMonolithACGluescreenDummy,=504
Actor/EditorSuffix/KorhalCurtain,- Korhal -=505
Actor/EditorSuffix/LurkerACGluescreenDummy,=506
Actor/EditorSuffix/MarSaraBones,- Mar Sara -=507
Actor/EditorSuffix/MarSaraBridge,- Mar Sara -=508
Actor/EditorSuffix/MarSaraBridgeDestroyed,- Mar Sara -=509
Actor/EditorSuffix/MarSaraBridgeLong,- Mar Sara -=510
Actor/EditorSuffix/MarSaraBridgeLongDestroyed,- Mar Sara -=511
Actor/EditorSuffix/MarSaraBush,- Mar Sara -=512
Actor/EditorSuffix/MarSaraCliffDoodadLarge,- Mar Sara -=513
Actor/EditorSuffix/MarSaraCliffDoodadLargeLow,- Mar Sara -=514
Actor/EditorSuffix/MarSaraCurtain,- Mar Sara -=515
Actor/EditorSuffix/MarSaraTree,- Mar Sara=516
Actor/EditorSuffix/MarSaraTreeDead,(Dead)=517
Actor/EditorSuffix/MarSaraTunnel,- Mar Sara -=518
Actor/EditorSuffix/MarSaraVine,- Mar Sara -=519
Actor/EditorSuffix/MarauderACGluescreenDummy,=520
Actor/EditorSuffix/MarineACGluescreenDummy,=521
Actor/EditorSuffix/MedicACGluescreenDummy,=522
Actor/EditorSuffix/MeinhoffCrater,- Meinhoff -=523
Actor/EditorSuffix/MeinhoffCraterLarge,- Meinhoff -=524
Actor/EditorSuffix/MeinhoffCraterSmall,- Meinhoff -=525
Actor/EditorSuffix/MissileTurretACGluescreenDummy,=526
Actor/EditorSuffix/MonlythTree,- Monlyth=527
Actor/EditorSuffix/MutaliskACGluescreenDummy,=528
Actor/EditorSuffix/MutaliskBroodlordACGluescreenDummy,=529
Actor/EditorSuffix/NewFolsomFlameGeyser,- New Folsom=530
Actor/EditorSuffix/NewFolsomRockLarge,- New Folsom -=531
Actor/EditorSuffix/NewFolsomRockMedium,- New Folsom -=532
Actor/EditorSuffix/NewFolsomRockSmall,- New Folsom -=533
Actor/EditorSuffix/NydusWormACGluescreenDummy,=534
Actor/EditorSuffix/ObserverACGluescreenDummy,=535
Actor/EditorSuffix/OmegaNetworkACGluescreenDummy,=536
Actor/EditorSuffix/OracleACGluescreenDummy,=537
Actor/EditorSuffix/OrbitalCommandACGluescreenDummy,=538
Actor/EditorSuffix/OverseerACGluescreenDummy,=539
Actor/EditorSuffix/PerditionTurretACGluescreenDummy,=540
Actor/EditorSuffix/PhoenixAiurACGluescreenDummy,=541
Actor/EditorSuffix/PhotonCannonACGluescreenDummy,=542
Actor/EditorSuffix/PsiIndoctrinatorDoodad,(Doodad)=543
Actor/EditorSuffix/QueenCoopACGluescreenDummy,=544
Actor/EditorSuffix/RaptorACGluescreenDummy,=545
Actor/EditorSuffix/ReaverACGluescreenDummy,=546
Actor/EditorSuffix/RedstoneCurtain,- Redstone -=547
Actor/EditorSuffix/RedstoneFlameGeyser,- Redstone=548
Actor/EditorSuffix/RedstonePlant,- Redstone -=549
Actor/EditorSuffix/Rocks2x2NonConjoined,(2x2 Non-Conjoined)=550
Actor/EditorSuffix/ScienceVesselACGluescreenDummy,=551
Actor/EditorSuffix/ScourgeACGluescreenDummy,=552
Actor/EditorSuffix/SentryACGluescreenDummy,=553
Actor/EditorSuffix/SentryPurifierACGluescreenDummy,=554
Actor/EditorSuffix/ShakurasCurtain,- Shakuras -=555
Actor/EditorSuffix/ShakurasRuin,- Shakuras -=556
Actor/EditorSuffix/ShakurasShrub,- Shakuras -=557
Actor/EditorSuffix/ShakurasVine,- Shakuras -=558
Actor/EditorSuffix/ShieldBatteryACGluescreenDummy,=559
Actor/EditorSuffix/SiegeTankACGluescreenDummy,=560
Actor/EditorSuffix/SpineCrawlerACGluescreenDummy,=561
Actor/EditorSuffix/SplitterlingACGluescreenDummy,=562
Actor/EditorSuffix/StalkerShakurasACGluescreenDummy,=563
Actor/EditorSuffix/SwarmlingACGluescreenDummy,=564
Actor/EditorSuffix/TRaynor02Crane,(TRaynor02)=565
Actor/EditorSuffix/TRaynor02CranePart2x2,(TRaynor02)=566
Actor/EditorSuffix/TRaynor02CranePart3x3,(TRaynor02)=567
Actor/EditorSuffix/TRaynor02CranePart5x5,(TRaynor02)=568
Actor/EditorSuffix/TarsonisFoliage,- Tarsonis -=569
Actor/EditorSuffix/TempestACGluescreenDummy,=570
Actor/EditorSuffix/ThorACGluescreenDummy,=571
Actor/EditorSuffix/TorrasqueACGluescreenDummy,=572
Actor/EditorSuffix/UlaanCurtain,Ulaan=573
Actor/EditorSuffix/UlnarCurtain,Ulnar=574
Actor/EditorSuffix/UltraliskACGluescreenDummy,=575
Actor/EditorSuffix/UnbuildableBricksDestructible,(Destructible)=576
Actor/EditorSuffix/UnbuildablePlatesDestructible,(Destructible)=577
Actor/EditorSuffix/UnbuildableRocksDestructible,(Destructible)=578
Actor/EditorSuffix/ValhallaCurtain,- Valhalla -=579
Actor/EditorSuffix/VikingACGluescreenDummy,=580
Actor/EditorSuffix/VoidRayACGluescreenDummy,=581
Actor/EditorSuffix/VoidRayShakurasACGluescreenDummy,=582
Actor/EditorSuffix/VultureACGluescreenDummy,=583
Actor/EditorSuffix/WraithACGluescreenDummy,=584
Actor/EditorSuffix/XilCurtain,- Xil=585
Actor/EditorSuffix/XilTree,- Xil=586
Actor/EditorSuffix/ZealotACGluescreenDummy,=587
Actor/EditorSuffix/ZealotAiurACGluescreenDummy,=588
Actor/EditorSuffix/ZealotPurifierACGluescreenDummy,=589
Actor/EditorSuffix/ZealotShakurasACGluescreenDummy,=590
Actor/EditorSuffix/ZerglingACGluescreenDummy,=591
Actor/EditorSuffix/ZerglingKerriganACGluescreenDummy,=592
Actor/EditorSuffix/ZerglingZagaraACGluescreenDummy,=593
Actor/EditorSuffix/ZhakulDasFoliage,Zhakul -=594
Actor/EditorSuffix/ZhakulDasShrine,(Doodad)=595
Actor/EditorSuffix/ZhakulDasTree,- Zhakul'Das=596
Actor/Name/250mmStrikeCannonsImpact,250mm Strike Cannons Impact=597
Actor/Name/250mmStrikeCannonsMorph,250mm Strike Cannons Morph=598
Actor/Name/250mmStrikeCannonsRange,250mm Strike Cannons Range=599
Actor/Name/250mmStrikeCannonsSound,250mm Strike Cannons Sound=600
Actor/Name/250mmStrikeCannonsUnMorph,250mm Strike Cannons Un Morph=601
Actor/Name/AC_UI_PlayerReady01,=602
Actor/Name/AberrationACGluescreenDummy,Scheusal=603
Actor/Name/AcidSpinesAttack,Acid Spines Attack=604
Actor/Name/AcidSpinesAttackMissile,Acid Spines Attack Missile=605
Actor/Name/AcidSpores,Acid Spores=606
Actor/Name/AcidSporesAttack,Acid Spores Attack=607
Actor/Name/AcidSporesAttackMissile,Acid Spores Attack Missile=608
Actor/Name/AcidSporesImpactSound,Acid Spores Impact Sound=609
Actor/Name/AcidSporesRange,Acid Spores Range=610
Actor/Name/ActiveCrystals,Active Crystals=611
Actor/Name/AgriaBush,Bush=612
Actor/Name/AgriaCrops,Crops=613
Actor/Name/AgriaCurtain,Curtain (LOS BLOCKER)=614
Actor/Name/AgriaDebris,Debris=615
Actor/Name/AgriaDebrisLarge,Debris Large=616
Actor/Name/AgriaFoliage,Foliage=617
Actor/Name/AgriaShrub,Shrub=618
Actor/Name/AgriaTree,Tree - Agria=619
Actor/Name/AgriaUnderbrush,Underbrush=620
Actor/Name/AiurCurtain,Curtain (LOS BLOCKER)=621
Actor/Name/AiurFoliage,Foliage=622
Actor/Name/AiurPlant,Plant=623
Actor/Name/AiurProtossBuildings,Aiur Protoss Buildings=624
Actor/Name/AiurProtossBuildingsSmall,Aiur Protoss Buildings Small=625
Actor/Name/AiurProtossBuildingsSmallWrecked,Aiur Protoss Buildings Small Wrecked=626
Actor/Name/AiurProtossBuildingsWrecked,Aiur Protoss Buildings Wrecked=627
Actor/Name/AiurRuinedShips,Aiur Ruined Ships=628
Actor/Name/AiurRuinedShipsNoGround,Aiur Ruined Ships (No Ground)=629
Actor/Name/AiurTempleBuildings,Aiur Temple Buildings=630
Actor/Name/AiurTree,Tree - Aiur=631
Actor/Name/AiurUnderbrush,Underbrush=632
Actor/Name/AlarmLight,Alarm Light=633
Actor/Name/AnimalCorpse,Animal Corpse=634
Actor/Name/Antenna,Antenna=635
Actor/Name/Archon,Archon=636
Actor/Name/ArchonACGluescreenDummy,Archon=637
Actor/Name/ArchonAttack,Archon Attack=638
Actor/Name/ArchonAttackBeam,Archon Attack Beam=639
Actor/Name/Archon_Death,Archon_Death=640
Actor/Name/Armory,Armory=641
Actor/Name/ArmoryBuild,Armory Build=642
Actor/Name/ArmorySplat,Armory Splat=643
Actor/Name/ArtifactShrine,Artifact Shrine=644
Actor/Name/AssaultMode,Assault Mode=645
Actor/Name/AssaultModeAnim,Assault Mode Anim=646
Actor/Name/AssaultMorphModel,Assault Morph Model=647
Actor/Name/Assimilator,Assimilator=648
Actor/Name/AssimilatorSplat,Assimilator Splat=649
Actor/Name/AsteroidsSky,Space Platform Asteroids Sky=650
Actor/Name/AutoTestAttackTargetAir,Auto Test Attack Target Air=651
Actor/Name/AutoTestAttackTargetGround,Auto Test Attack Target Ground=652
Actor/Name/AutoTestAttacker,Auto Test Attacker=653
Actor/Name/AutoTurret,Auto Turret=654
Actor/Name/AutoTurretAttack,Auto Turret Attack=655
Actor/Name/AutoTurretConstruction,Auto Turret Construction=656
Actor/Name/AutoTurretRange,Auto Turret Range=657
Actor/Name/AutoTurretRelease,Release Auto Turret=658
Actor/Name/AutoTurretReleaseMissile,Release Auto Turret Missile=659
Actor/Name/AutoTurretReleaseMissileImpact,Auto Turret Release Missile Impact=660
Actor/Name/AutoTurretTurret,AutoTurretTurret=661
Actor/Name/AvernusBarrier,Avernus Barrier=662
Actor/Name/AvernusUltraliskSevered,Avernus Ultralisk Severed=663
Actor/Name/AvernusUltraliskShackled,Avernus Ultralisk Shackled=664
Actor/Name/AvernusUltraliskShackledEmpty,Avernus Ultralisk Shackled=665
Actor/Name/Baneling,Baneling=666
Actor/Name/BanelingACGluescreenDummy,Berstling=667
Actor/Name/BanelingAttack,Baneling Attack=668
Actor/Name/BanelingAttack2,Baneling Attack2=669
Actor/Name/BanelingBurrowedSplat,Baneling Burrowed Splat=670
Actor/Name/BanelingCocoon,Baneling Cocoon=671
Actor/Name/BanelingCocoonBirth,Baneling Cocoon Birth=672
Actor/Name/BanelingCocoonDeath,Baneling Cocoon Death=673
Actor/Name/BanelingCocoonHatch,Baneling Cocoon Hatch=674
Actor/Name/BanelingDeathNormalSound,Baneling Death Normal Sound=675
Actor/Name/BanelingDeathSuicideSound,Baneling Death Suicide Sound=676
Actor/Name/BanelingEgg,Baneling Egg=677
Actor/Name/BanelingEggBirth,Baneling Egg Birth=678
Actor/Name/BanelingEggDeath,Baneling Egg Death=679
Actor/Name/BanelingEgg_Death,BanelingEgg_Death=680
Actor/Name/BanelingNest,Baneling Nest=681
Actor/Name/BanelingNestBuild,Baneling Nest Build=682
Actor/Name/Banshee,Banshee=683
Actor/Name/BansheeACGluescreenDummy,Banshee=684
Actor/Name/BansheeAttack,Banshee Attack=685
Actor/Name/BansheeAttackMissile,Banshee Attack Missile=686
Actor/Name/Banshee_CloakOff,Banshee_CloakOff=687
Actor/Name/Banshee_CloakOn,Banshee_CloakOn=688
Actor/Name/Barracks,Barracks=689
Actor/Name/BarracksBuild,Barracks Build=690
Actor/Name/BarracksLand,Barracks Land=691
Actor/Name/BarracksNuclearReactor,Barracks Nuclear Reactor=692
Actor/Name/BarracksNuclearReactorSplat,Barracks Nuclear Reactor Splat=693
Actor/Name/BarracksReactor,Barracks Reactor=694
Actor/Name/BarracksReactorBuild,Barracks Reactor Build=695
Actor/Name/BarracksReactorSplat,Barracks Reactor Splat=696
Actor/Name/BarracksSplat,Barracks Splat=697
Actor/Name/BarracksTechLab,Barracks Tech Lab=698
Actor/Name/BarracksTechLabBuild,Barracks Tech Lab Build=699
Actor/Name/BarracksTechLabSplat,Barracks Tech Lab Splat=700
Actor/Name/BarracksWrecked,Wrecked Barracks=701
Actor/Name/Battlecruiser,Battlecruiser=702
Actor/Name/BattlecruiserACGluescreenDummy,Schwerer Kreuzer=703
Actor/Name/BattlecruiserAirAttack,Battlecruiser Air Attack=704
Actor/Name/BattlecruiserAirAttackMissile,Battlecruiser Air Attack Missile=705
Actor/Name/BattlecruiserGroundAttack,Battlecruiser Ground Attack=706
Actor/Name/BattlecruiserGroundAttackMissile,Battlecruiser Ground Attack Missile=707
Actor/Name/BattlecruiserYamatoAttack,Battlecruiser Yamato Attack=708
Actor/Name/BattlecruiserYamatoAttackChargeModel,Battlecruiser Yamato Attack Charge Model=709
Actor/Name/BattlecruiserYamatoAttackChargeSound,Battlecruiser Yamato Attack Charge Sound=710
Actor/Name/BattlecruiserYamatoAttackImpactModel,Battlecruiser Yamato Attack Impact Model=711
Actor/Name/BattlecruiserYamatoAttackMissile,Battlecruiser Yamato Attack Missile=712
Actor/Name/BelShirAlienPlant,Plant Alien=713
Actor/Name/BelShirAlienShrubs,Shrub Alien=714
Actor/Name/BelShirBush,Bush=715
Actor/Name/BelShirCanopyTreeIsland,Bel Shir Canopy Tree Island=716
Actor/Name/BelShirCliffGapFiller,Bel Shir Cliff Gap Filler=717
Actor/Name/BelShirCliffRoots,Cliff Roots=718
Actor/Name/BelShirCurtain,Curtain (LOS BLOCKER)=719
Actor/Name/BelShirDestructible1x1,Bel Shir Destructible 1x 1=720
Actor/Name/BelShirDestructible1x2,Bel Shir Destructible 1x 2=721
Actor/Name/BelShirDestructible2x2,Bel Shir Destructible 2x 2=722
Actor/Name/BelShirDestructibleBabyL,Bel Shir Destructible Baby L=723
Actor/Name/BelShirFlowers,Flowers=724
Actor/Name/BelShirFoliage,Foliage=725
Actor/Name/BelShirShrub,Shrub=726
Actor/Name/BelShirTree,Tree - Bel'Shir=727
Actor/Name/BelShirUnderbrush,Underbrush=728
Actor/Name/BileLauncherACGluescreenDummy,Gallschleuder=729
Actor/Name/BillboardDestroyed,Billboard Destroyed=730
Actor/Name/BillboardScrollingText,Billboard Scrolling Text=731
Actor/Name/BillboardScrollingTextBroken,Billboard Scrolling Text (Broken)=732
Actor/Name/BillboardTall,Billboard Tall=733
Actor/Name/BioDomeDoodad,Bio Dome=734
Actor/Name/BioDomeHalfBuiltDoodad,Bio Dome Half Built=735
Actor/Name/BirdDriftSeeker,Bird Drift Seeker=736
Actor/Name/BirdHammerRay,Bird Hammer Ray=737
Actor/Name/BirdXenomorph,Bird Xenomorph=738
Actor/Name/Birds,Birds=739
Actor/Name/BirdsTarsonis,Birds Tarsonis=740
Actor/Name/BlimpAdsDoodad,Blimp (Ads)=741
Actor/Name/BlimpDoodad,Blimp=742
Actor/Name/BlinkOriginModel,Blink Origin Model=743
Actor/Name/BlinkStopModel,Blink Stop Model=744
Actor/Name/BlinkStopSound,Blink Stop Sound=745
Actor/Name/BloodSplats,BloodSplats=746
Actor/Name/Bodybag,Bodybag=747
Actor/Name/Brambles,Brambles=748
Actor/Name/BraxisAlphaBarrels,Barrels=749
Actor/Name/BraxisAlphaBioDome,Bio Dome=750
Actor/Name/BraxisAlphaDestructible1x1,Braxis Alpha Destructible 1x 1=751
Actor/Name/BraxisAlphaDestructible1x2,Braxis Alpha Destructible 1x 2=752
Actor/Name/BraxisAlphaDestructible2x2,Braxis Alpha Destructible 2x 2=753
Actor/Name/BraxisAlphaDestructibleBabyL,Braxis Alpha Destructible Baby L=754
Actor/Name/BraxisAlphaFloodLights,Floodlights=755
Actor/Name/BraxisAlphaMonitorBig,Monitor Big=756
Actor/Name/BraxisAlphaSatelliteUnit,Braxis Alpha Satellite Unit=757
Actor/Name/BraxisAlphaTallSign,Sign Tall=758
Actor/Name/BraxisAlphaTruckStopFlippedUnit,Braxis Alpha Truck Stop Flipped Unit=759
Actor/Name/BraxisAlphaTruckStopUnit,Braxis Alpha Truck Stop Unit=760
Actor/Name/BridgeCardinalFootprint,Mar Sara Bridge=761
Actor/Name/BridgeOrdinalFootprint,Mar Sara Bridge=762
Actor/Name/BrokenGroundEdging,Broken Ground Edging=763
Actor/Name/BrokenGroundEdgingWide,Broken Ground Edging Wide=764
Actor/Name/BroodLord,Brood Lord=765
Actor/Name/BroodLordACGluescreenDummy,Brutlord=766
Actor/Name/BroodLordAttack,Brood Lord Attack=767
Actor/Name/BroodLordAttackA,Brood Lord Attack A=768
Actor/Name/BroodLordAttackAMissile,Brood Lord Attack A Missile=769
Actor/Name/BroodLordAttackB,Brood Lord Attack B=770
Actor/Name/BroodLordAttackBMissile,Brood Lord Attack B Missile=771
Actor/Name/BroodLordAttackImpactAction,Brood Lord Attack Impact Action=772
Actor/Name/BroodLordAttackMissile,Brood Lord Attack Missile=773
Actor/Name/BroodLordCocoon,Brood Lord Cocoon=774
Actor/Name/BroodLordCocoonDeath,Brood Lord Cocoon Death=775
Actor/Name/BroodLord_Death,BroodLord_Death=776
Actor/Name/Broodling,Broodling=777
Actor/Name/BroodlingAnimSlateCleaner,Broodling Anim Slate Cleaner=778
Actor/Name/BroodlingAttack,Attack=779
Actor/Name/BroodlingAttackLaunch,Broodling Attack Launch=780
Actor/Name/BroodlingEscort,Broodling Escort=781
Actor/Name/Broodling_Death,Broodling_Death=782
Actor/Name/BubbasFuelStop,Bubba's Fuel Stop=783
Actor/Name/BuildAnim,Build Anim=784
Actor/Name/BuildingBlocker1x1Doodad,Building Blocker 1x1=785
Actor/Name/BuildingBlocker4x4Doodad,Building Blocker 4x4=786
Actor/Name/BuildingCrushQueryResponse,Building Crush Query Response=787
Actor/Name/BullhornLights,Bullhorn Lights=788
Actor/Name/Bunker,Bunker=789
Actor/Name/BunkerACGluescreenDummy,Bunker=790
Actor/Name/BunkerBuild,Bunker Build=791
Actor/Name/BunkerPlaceholderModel,Bunker Placeholder Model=792
Actor/Name/BunkerPlacementModel,Bunker Placement Model=793
Actor/Name/BunkerSplat,Bunker Splat=794
Actor/Name/BunkerTransportAnim,BunkerTransport Anim=795
