Button/Hotkey/Taunt,T=0
Button/Hotkey/VoidRayHallucination_USD,V=2158
Button/Hotkey/VoidRayHallucination_USDL,V=2159
Button/Hotkey/VoidRay_NRS,O=2160
Button/Hotkey/VoidRay_SC1,O=2161
Button/Hotkey/VoidRay_USD,V=2162
Button/Hotkey/VoidRay_USDL,O=2163
Button/Hotkey/Vortex,V=2164
Button/Hotkey/Vortex_NRS,I=2165
Button/Hotkey/Vortex_USD,V=2166
Button/Hotkey/Vortex_USDL,I=2167
Button/Hotkey/WarpPrism,A=2168
Button/Hotkey/WarpPrismHallucination,R=2169
Button/Hotkey/WarpPrismHallucination_NRS,R=2170
Button/Hotkey/WarpPrismHallucination_SC1,M=2171
Button/Hotkey/WarpPrismHallucination_USD,R=2172
Button/Hotkey/WarpPrismHallucination_USDL,R=2173
Button/Hotkey/WarpPrismLoad,L=2174
Button/Hotkey/WarpPrismLoad_NRS,A=2175
Button/Hotkey/WarpPrismLoad_USD,L=2176
Button/Hotkey/WarpPrismLoad_USDL,A=2177
Button/Hotkey/WarpPrismUnloadAll,D=2178
Button/Hotkey/WarpPrismUnloadAll_SC1,U=2179
Button/Hotkey/WarpPrismUnloadAll_USD,D=2180
Button/Hotkey/WarpPrismUnloadAll_USDL,D=2181
Button/Hotkey/WarpPrism_NRS,P=2182
Button/Hotkey/WarpPrism_SC1,S=2183
Button/Hotkey/WarpPrism_USD,A=2184
Button/Hotkey/WarpPrism_USDL,P=2185
Button/Hotkey/WeaponsFree,G=2186
Button/Hotkey/WeaponsFree_USD,G=2187
Button/Hotkey/WeaponsFree_USDL,G=2188
Button/Hotkey/WormholeTransit,T=2189
Button/Hotkey/WormholeTransit_USD,T=2190
Button/Hotkey/WormholeTransit_USDL,T=2191
Button/Hotkey/YamatoGun,Y=2192
Button/Hotkey/YamatoGun_USD,Y=2193
Button/Hotkey/YamatoGun_USDL,Y=2194
Button/Hotkey/Zealot,Z=2195
Button/Hotkey/ZealotHallucination,Z=2196
Button/Hotkey/ZealotHallucination_NRS,O=2197
Button/Hotkey/ZealotHallucination_USD,Z=2198
Button/Hotkey/ZealotHallucination_USDL,O=2199
Button/Hotkey/Zealot_NRS,O=2200
Button/Hotkey/Zealot_USD,Z=2201
Button/Hotkey/Zealot_USDL,O=2202
Button/Hotkey/ZergBuild,B=2203
Button/Hotkey/ZergBuildAdvanced,V=2204
Button/Hotkey/ZergBuildAdvanced_NRS,N=2205
Button/Hotkey/ZergBuildAdvanced_USD,V=2206
Button/Hotkey/ZergBuildAdvanced_USDL,N=2207
Button/Hotkey/ZergBuild_USD,B=2208
Button/Hotkey/ZergBuild_USDL,B=2209
Button/Hotkey/Zergling,Z=2210
Button/Hotkey/Zergling_NRS,J=2211
Button/Hotkey/Zergling_USD,Z=2212
Button/Hotkey/Zergling_USDL,J=2213
Button/Hotkey/hydraliskspeed,G=2214
Button/Hotkey/hydraliskspeed_USD,G=2215
Button/Hotkey/hydraliskspeed_USDL,G=2216
Button/Hotkey/overlordspeed,P=2217
Button/Hotkey/overlordspeed_NRS,C=2218
Button/Hotkey/overlordspeed_USD,P=2219
Button/Hotkey/overlordspeed_USDL,C=2220
Button/Hotkey/zergflyerarmor1,C=2221
Button/Hotkey/zergflyerarmor1_USD,C=2222
Button/Hotkey/zergflyerarmor1_USDL,C=2223
Button/Hotkey/zergflyerarmor2,C=2224
Button/Hotkey/zergflyerarmor2_USD,C=2225
Button/Hotkey/zergflyerarmor2_USDL,C=2226
Button/Hotkey/zergflyerarmor3,C=2227
Button/Hotkey/zergflyerarmor3_USD,C=2228
Button/Hotkey/zergflyerarmor3_USDL,C=2229
Button/Hotkey/zergflyerattack1,A=2230
Button/Hotkey/zergflyerattack1_USD,A=2231
Button/Hotkey/zergflyerattack1_USDL,A=2232
Button/Hotkey/zergflyerattack2,A=2233
Button/Hotkey/zergflyerattack2_USD,A=2234
Button/Hotkey/zergflyerattack2_USDL,A=2235
Button/Hotkey/zergflyerattack3,A=2236
Button/Hotkey/zergflyerattack3_USD,A=2237
Button/Hotkey/zergflyerattack3_USDL,A=2238
Button/Hotkey/zerggroundarmor1,C=2239
Button/Hotkey/zerggroundarmor1_USD,C=2240
Button/Hotkey/zerggroundarmor1_USDL,C=2241
Button/Hotkey/zerggroundarmor2,C=2242
Button/Hotkey/zerggroundarmor2_USD,C=2243
Button/Hotkey/zerggroundarmor2_USDL,C=2244
Button/Hotkey/zerggroundarmor3,C=2245
Button/Hotkey/zerggroundarmor3_USD,C=2246
Button/Hotkey/zerggroundarmor3_USDL,C=2247
Button/Hotkey/zerglingattackspeed,A=2248
Button/Hotkey/zerglingattackspeed_USD,A=2249
Button/Hotkey/zerglingattackspeed_USDL,A=2250
Button/Hotkey/zerglingmovementspeed,M=2251
Button/Hotkey/zerglingmovementspeed_USD,M=2252
Button/Hotkey/zerglingmovementspeed_USDL,M=2253
Button/Hotkey/zergmeleeweapons1,M=2254
Button/Hotkey/zergmeleeweapons1_USD,M=2255
Button/Hotkey/zergmeleeweapons1_USDL,M=2256
Button/Hotkey/zergmeleeweapons2,M=2257
Button/Hotkey/zergmeleeweapons2_USD,M=2258
Button/Hotkey/zergmeleeweapons2_USDL,M=2259
Button/Hotkey/zergmeleeweapons3,M=2260
Button/Hotkey/zergmeleeweapons3_USD,M=2261
Button/Hotkey/zergmeleeweapons3_USDL,M=2262
Button/Hotkey/zergmissileweapons1,A=2263
Button/Hotkey/zergmissileweapons1_USD,A=2264
Button/Hotkey/zergmissileweapons1_USDL,A=2265
Button/Hotkey/zergmissileweapons2,A=2266
Button/Hotkey/zergmissileweapons2_USD,A=2267
Button/Hotkey/zergmissileweapons2_USDL,A=2268
Button/Hotkey/zergmissileweapons3,A=2269
Button/Hotkey/zergmissileweapons3_USD,A=2270
Button/Hotkey/zergmissileweapons3_USDL,A=2271
UI/Hotkey/AIArmy,Alt+A=2272
UI/Hotkey/AIArmy_USD,Alt+A=2273
UI/Hotkey/AIArmy_USDL,Alt+A=2274
UI/Hotkey/AIBuild,Alt+B=2275
UI/Hotkey/AIBuild_USD,Alt+B=2276
UI/Hotkey/AIBuild_USDL,Alt+B=2277
UI/Hotkey/AICancel,Escape=2278
UI/Hotkey/AICancel_USD,Escape=2279
UI/Hotkey/AICancel_USDL,Escape=2280
UI/Hotkey/AIClearAll,Alt+X=2281
UI/Hotkey/AIClearAll_USD,Alt+X=2282
UI/Hotkey/AIClearAll_USDL,Alt+X=2283
UI/Hotkey/AICommunication,Alt+C=2284
UI/Hotkey/AICommunication_USD,Alt+C=2285
UI/Hotkey/AICommunication_USDL,Alt+C=2286
UI/Hotkey/AIDelete,Alt+X=2287
UI/Hotkey/AIDelete_USD,Alt+X=2288
UI/Hotkey/AIDelete_USDL,Alt+X=2289
UI/Hotkey/AIDetect,Alt+D=2290
UI/Hotkey/AIDetect_USD,Alt+D=2291
UI/Hotkey/AIDetect_USDL,Alt+D=2292
UI/Hotkey/AIExit,Escape=2293
UI/Hotkey/AIExit_USD,Escape=2294
UI/Hotkey/AIExit_USDL,Escape=2295
UI/Hotkey/AIExpand,Alt+E=2296
UI/Hotkey/AIExpand_USD,Alt+E=2297
UI/Hotkey/AIExpand_USDL,Alt+E=2298
UI/Hotkey/AIScout,Alt+S=2299
UI/Hotkey/AIScout_USD,Alt+S=2300
UI/Hotkey/AIScout_USDL,Alt+S=2301
UI/Hotkey/AlertRecall,Space=2302
UI/Hotkey/AlertRecall_USD,Space=2303
UI/Hotkey/AlertRecall_USDL,Space=2304
UI/Hotkey/ArmySelect,F2=2305
UI/Hotkey/ArmySelect_GRS,F5=2306
UI/Hotkey/ArmySelect_NRS,F5=2307
UI/Hotkey/ArmySelect_USD,F2=2308
UI/Hotkey/ArmySelect_USDL,F5=2309
UI/Hotkey/ControlGroupAppend0,Shift+0=2310
UI/Hotkey/ControlGroupAppend0_GRS,Shift+Equals=2311
UI/Hotkey/ControlGroupAppend0_NRS,Shift+Equals=2312
UI/Hotkey/ControlGroupAppend0_USD,Shift+0=2313
UI/Hotkey/ControlGroupAppend0_USDL,Shift+Equals=2314
UI/Hotkey/ControlGroupAppend1,Shift+1=2315
UI/Hotkey/ControlGroupAppend1_GRS,Shift+3=2316
UI/Hotkey/ControlGroupAppend1_NRS,Shift+3=2317
UI/Hotkey/ControlGroupAppend1_USD,Shift+1=2318
UI/Hotkey/ControlGroupAppend1_USDL,Shift+3=2319
UI/Hotkey/ControlGroupAppend2,Shift+2=2320
UI/Hotkey/ControlGroupAppend2_GRS,Shift+4=2321
UI/Hotkey/ControlGroupAppend2_NRS,Shift+4=2322
UI/Hotkey/ControlGroupAppend2_USD,Shift+2=2323
UI/Hotkey/ControlGroupAppend2_USDL,Shift+4=2324
UI/Hotkey/ControlGroupAppend3,Shift+3=2325
UI/Hotkey/ControlGroupAppend3_GRS,Shift+5=2326
UI/Hotkey/ControlGroupAppend3_NRS,Shift+5=2327
UI/Hotkey/ControlGroupAppend3_USD,Shift+3=2328
UI/Hotkey/ControlGroupAppend3_USDL,Shift+5=2329
UI/Hotkey/ControlGroupAppend4,Shift+4=2330
UI/Hotkey/ControlGroupAppend4_GRS,Shift+6=2331
UI/Hotkey/ControlGroupAppend4_NRS,Shift+6=2332
UI/Hotkey/ControlGroupAppend4_USD,Shift+4=2333
UI/Hotkey/ControlGroupAppend4_USDL,Shift+6=2334
UI/Hotkey/ControlGroupAppend5,Shift+5=2335
UI/Hotkey/ControlGroupAppend5_GRS,Shift+7=2336
UI/Hotkey/ControlGroupAppend5_NRS,Shift+7=2337
UI/Hotkey/ControlGroupAppend5_USD,Shift+5=2338
UI/Hotkey/ControlGroupAppend5_USDL,Shift+7=2339
UI/Hotkey/ControlGroupAppend6,Shift+6=2340
UI/Hotkey/ControlGroupAppend6_GRS,Shift+8=2341
UI/Hotkey/ControlGroupAppend6_NRS,Shift+8=2342
UI/Hotkey/ControlGroupAppend6_USD,Shift+6=2343
UI/Hotkey/ControlGroupAppend6_USDL,Shift+8=2344
UI/Hotkey/ControlGroupAppend7,Shift+7=2345
UI/Hotkey/ControlGroupAppend7_GRS,Shift+9=2346
UI/Hotkey/ControlGroupAppend7_NRS,Shift+9=2347
UI/Hotkey/ControlGroupAppend7_USD,Shift+7=2348
UI/Hotkey/ControlGroupAppend7_USDL,Shift+9=2349
UI/Hotkey/ControlGroupAppend8,Shift+8=2350
UI/Hotkey/ControlGroupAppend8_GRS,Shift+0=2351
UI/Hotkey/ControlGroupAppend8_NRS,Shift+0=2352
UI/Hotkey/ControlGroupAppend8_USD,Shift+8=2353
UI/Hotkey/ControlGroupAppend8_USDL,Shift+0=2354
UI/Hotkey/ControlGroupAppend9,Shift+9=2355
UI/Hotkey/ControlGroupAppend9_GRS,Shift+Minus=2356
UI/Hotkey/ControlGroupAppend9_NRS,Shift+Minus=2357
UI/Hotkey/ControlGroupAppend9_USD,Shift+9=2358
UI/Hotkey/ControlGroupAppend9_USDL,Shift+Minus=2359
UI/Hotkey/ControlGroupAppendAndSteal0,Shift+Alt+0=2360
UI/Hotkey/ControlGroupAppendAndSteal0_GRS,Shift+Alt+Equals=2361
UI/Hotkey/ControlGroupAppendAndSteal0_NRS,Shift+Alt+Equals=2362
UI/Hotkey/ControlGroupAppendAndSteal0_USD,Shift+Alt+0=2363
UI/Hotkey/ControlGroupAppendAndSteal0_USDL,Shift+Alt+Equals=2364
UI/Hotkey/ControlGroupAppendAndSteal1,Shift+Alt+1=2365
UI/Hotkey/ControlGroupAppendAndSteal1_GRS,Shift+Alt+3=2366
UI/Hotkey/ControlGroupAppendAndSteal1_NRS,Shift+Alt+3=2367
UI/Hotkey/ControlGroupAppendAndSteal1_USD,Shift+Alt+1=2368
UI/Hotkey/ControlGroupAppendAndSteal1_USDL,Shift+Alt+3=2369
UI/Hotkey/ControlGroupAppendAndSteal2,Shift+Alt+2=2370
UI/Hotkey/ControlGroupAppendAndSteal2_GRS,Shift+Alt+4=2371
UI/Hotkey/ControlGroupAppendAndSteal2_NRS,Shift+Alt+4=2372
UI/Hotkey/ControlGroupAppendAndSteal2_USD,Shift+Alt+2=2373
UI/Hotkey/ControlGroupAppendAndSteal2_USDL,Shift+Alt+4=2374
UI/Hotkey/ControlGroupAppendAndSteal3,Shift+Alt+3=2375
UI/Hotkey/ControlGroupAppendAndSteal3_GRS,Shift+Alt+5=2376
UI/Hotkey/ControlGroupAppendAndSteal3_NRS,Shift+Alt+5=2377
UI/Hotkey/ControlGroupAppendAndSteal3_USD,Shift+Alt+3=2378
UI/Hotkey/ControlGroupAppendAndSteal3_USDL,Shift+Alt+5=2379
UI/Hotkey/ControlGroupAppendAndSteal4,Shift+Alt+4=2380
UI/Hotkey/ControlGroupAppendAndSteal4_GRS,Shift+Alt+6=2381
UI/Hotkey/ControlGroupAppendAndSteal4_NRS,Shift+Alt+6=2382
UI/Hotkey/ControlGroupAppendAndSteal4_USD,Shift+Alt+4=2383
UI/Hotkey/ControlGroupAppendAndSteal4_USDL,Shift+Alt+6=2384
UI/Hotkey/ControlGroupAppendAndSteal5,Shift+Alt+5=2385
UI/Hotkey/ControlGroupAppendAndSteal5_GRS,Shift+Alt+7=2386
UI/Hotkey/ControlGroupAppendAndSteal5_NRS,Shift+Alt+7=2387
UI/Hotkey/ControlGroupAppendAndSteal5_USD,Shift+Alt+5=2388
UI/Hotkey/ControlGroupAppendAndSteal5_USDL,Shift+Alt+7=2389
UI/Hotkey/ControlGroupAppendAndSteal6,Shift+Alt+6=2390
UI/Hotkey/ControlGroupAppendAndSteal6_GRS,Shift+Alt+8=2391
UI/Hotkey/ControlGroupAppendAndSteal6_NRS,Shift+Alt+8=2392
UI/Hotkey/ControlGroupAppendAndSteal6_USD,Shift+Alt+6=2393
UI/Hotkey/ControlGroupAppendAndSteal6_USDL,Shift+Alt+8=2394
UI/Hotkey/ControlGroupAppendAndSteal7,Shift+Alt+7=2395
UI/Hotkey/ControlGroupAppendAndSteal7_GRS,Shift+Alt+9=2396
UI/Hotkey/ControlGroupAppendAndSteal7_NRS,Shift+Alt+9=2397
UI/Hotkey/ControlGroupAppendAndSteal7_USD,Shift+Alt+7=2398
UI/Hotkey/ControlGroupAppendAndSteal7_USDL,Shift+Alt+9=2399
UI/Hotkey/ControlGroupAppendAndSteal8,Shift+Alt+8=2400
UI/Hotkey/ControlGroupAppendAndSteal8_GRS,Shift+Alt+0=2401
UI/Hotkey/ControlGroupAppendAndSteal8_NRS,Shift+Alt+0=2402
UI/Hotkey/ControlGroupAppendAndSteal8_USD,Shift+Alt+8=2403
UI/Hotkey/ControlGroupAppendAndSteal8_USDL,Shift+Alt+0=2404
UI/Hotkey/ControlGroupAppendAndSteal9,Shift+Alt+9=2405
UI/Hotkey/ControlGroupAppendAndSteal9_GRS,Shift+Alt+Minus=2406
UI/Hotkey/ControlGroupAppendAndSteal9_NRS,Shift+Alt+Minus=2407
UI/Hotkey/ControlGroupAppendAndSteal9_USD,Shift+Alt+9=2408
UI/Hotkey/ControlGroupAppendAndSteal9_USDL,Shift+Alt+Minus=2409
UI/Hotkey/ControlGroupAssign0,Control+0=2410
UI/Hotkey/ControlGroupAssign0_GRS,Control+Equals=2411
UI/Hotkey/ControlGroupAssign0_NRS,Control+Equals=2412
UI/Hotkey/ControlGroupAssign0_USD,Control+0=2413
UI/Hotkey/ControlGroupAssign0_USDL,Control+Equals=2414
UI/Hotkey/ControlGroupAssign1,Control+1=2415
UI/Hotkey/ControlGroupAssign1_GRS,Control+3=2416
UI/Hotkey/ControlGroupAssign1_NRS,Control+3=2417
UI/Hotkey/ControlGroupAssign1_USD,Control+1=2418
UI/Hotkey/ControlGroupAssign1_USDL,Control+3=2419
UI/Hotkey/ControlGroupAssign2,Control+2=2420
UI/Hotkey/ControlGroupAssign2_GRS,Control+4=2421
UI/Hotkey/ControlGroupAssign2_NRS,Control+4=2422
UI/Hotkey/ControlGroupAssign2_USD,Control+2=2423
UI/Hotkey/ControlGroupAssign2_USDL,Control+4=2424
UI/Hotkey/ControlGroupAssign3,Control+3=2425
UI/Hotkey/ControlGroupAssign3_GRS,Control+5=2426
UI/Hotkey/ControlGroupAssign3_NRS,Control+5=2427
UI/Hotkey/ControlGroupAssign3_USD,Control+3=2428
UI/Hotkey/ControlGroupAssign3_USDL,Control+5=2429
UI/Hotkey/ControlGroupAssign4,Control+4=2430
UI/Hotkey/ControlGroupAssign4_GRS,Control+6=2431
UI/Hotkey/ControlGroupAssign4_NRS,Control+6=2432
UI/Hotkey/ControlGroupAssign4_USD,Control+4=2433
UI/Hotkey/ControlGroupAssign4_USDL,Control+6=2434
UI/Hotkey/ControlGroupAssign5,Control+5=2435
UI/Hotkey/ControlGroupAssign5_GRS,Control+7=2436
UI/Hotkey/ControlGroupAssign5_NRS,Control+7=2437
UI/Hotkey/ControlGroupAssign5_USD,Control+5=2438
UI/Hotkey/ControlGroupAssign5_USDL,Control+7=2439
UI/Hotkey/ControlGroupAssign6,Control+6=2440
UI/Hotkey/ControlGroupAssign6_GRS,Control+8=2441
UI/Hotkey/ControlGroupAssign6_NRS,Control+8=2442
UI/Hotkey/ControlGroupAssign6_USD,Control+6=2443
UI/Hotkey/ControlGroupAssign6_USDL,Control+8=2444
UI/Hotkey/ControlGroupAssign7,Control+7=2445
UI/Hotkey/ControlGroupAssign7_GRS,Control+9=2446
UI/Hotkey/ControlGroupAssign7_NRS,Control+9=2447
UI/Hotkey/ControlGroupAssign7_USD,Control+7=2448
UI/Hotkey/ControlGroupAssign7_USDL,Control+9=2449
UI/Hotkey/ControlGroupAssign8,Control+8=2450
UI/Hotkey/ControlGroupAssign8_GRS,Control+0=2451
UI/Hotkey/ControlGroupAssign8_NRS,Control+0=2452
UI/Hotkey/ControlGroupAssign8_USD,Control+8=2453
UI/Hotkey/ControlGroupAssign8_USDL,Control+0=2454
UI/Hotkey/ControlGroupAssign9,Control+9=2455
UI/Hotkey/ControlGroupAssign9_GRS,Control+Minus=2456
UI/Hotkey/ControlGroupAssign9_NRS,Control+Minus=2457
UI/Hotkey/ControlGroupAssign9_USD,Control+9=2458
UI/Hotkey/ControlGroupAssign9_USDL,Control+Minus=2459
UI/Hotkey/ControlGroupAssignAndSteal0,Alt+0=2460
UI/Hotkey/ControlGroupAssignAndSteal0_GRS,Alt+Equals=2461
UI/Hotkey/ControlGroupAssignAndSteal0_NRS,Alt+Equals=2462
UI/Hotkey/ControlGroupAssignAndSteal0_USD,Alt+0=2463
UI/Hotkey/ControlGroupAssignAndSteal0_USDL,Alt+Equals=2464
UI/Hotkey/ControlGroupAssignAndSteal1,Alt+1=2465
UI/Hotkey/ControlGroupAssignAndSteal1_GRS,Alt+3=2466
UI/Hotkey/ControlGroupAssignAndSteal1_NRS,Alt+3=2467
UI/Hotkey/ControlGroupAssignAndSteal1_USD,Alt+1=2468
UI/Hotkey/ControlGroupAssignAndSteal1_USDL,Alt+3=2469
UI/Hotkey/ControlGroupAssignAndSteal2,Alt+2=2470
UI/Hotkey/ControlGroupAssignAndSteal2_GRS,Alt+4=2471
UI/Hotkey/ControlGroupAssignAndSteal2_NRS,Alt+4=2472
UI/Hotkey/ControlGroupAssignAndSteal2_USD,Alt+2=2473
UI/Hotkey/ControlGroupAssignAndSteal2_USDL,Alt+4=2474
UI/Hotkey/ControlGroupAssignAndSteal3,Alt+3=2475
UI/Hotkey/ControlGroupAssignAndSteal3_GRS,Alt+5=2476
UI/Hotkey/ControlGroupAssignAndSteal3_NRS,Alt+5=2477
UI/Hotkey/ControlGroupAssignAndSteal3_USD,Alt+3=2478
UI/Hotkey/ControlGroupAssignAndSteal3_USDL,Alt+5=2479
UI/Hotkey/ControlGroupAssignAndSteal4,Alt+4=2480
UI/Hotkey/ControlGroupAssignAndSteal4_GRS,Alt+6=2481
UI/Hotkey/ControlGroupAssignAndSteal4_NRS,Alt+6=2482
UI/Hotkey/ControlGroupAssignAndSteal4_USD,Alt+4=2483
UI/Hotkey/ControlGroupAssignAndSteal4_USDL,Alt+6=2484
UI/Hotkey/ControlGroupAssignAndSteal5,Alt+5=2485
UI/Hotkey/ControlGroupAssignAndSteal5_GRS,Alt+7=2486
UI/Hotkey/ControlGroupAssignAndSteal5_NRS,Alt+7=2487
UI/Hotkey/ControlGroupAssignAndSteal5_USD,Alt+5=2488
UI/Hotkey/ControlGroupAssignAndSteal5_USDL,Alt+7=2489
UI/Hotkey/ControlGroupAssignAndSteal6,Alt+6=2490
UI/Hotkey/ControlGroupAssignAndSteal6_GRS,Alt+8=2491
UI/Hotkey/ControlGroupAssignAndSteal6_NRS,Alt+8=2492
UI/Hotkey/ControlGroupAssignAndSteal6_USD,Alt+6=2493
UI/Hotkey/ControlGroupAssignAndSteal6_USDL,Alt+8=2494
UI/Hotkey/ControlGroupAssignAndSteal7,Alt+7=2495
UI/Hotkey/ControlGroupAssignAndSteal7_GRS,Alt+9=2496
UI/Hotkey/ControlGroupAssignAndSteal7_NRS,Alt+9=2497
UI/Hotkey/ControlGroupAssignAndSteal7_USD,Alt+7=2498
UI/Hotkey/ControlGroupAssignAndSteal7_USDL,Alt+9=2499
UI/Hotkey/ControlGroupAssignAndSteal8,Alt+8=2500
UI/Hotkey/ControlGroupAssignAndSteal8_GRS,Alt+0=2501
UI/Hotkey/ControlGroupAssignAndSteal8_NRS,Alt+0=2502
UI/Hotkey/ControlGroupAssignAndSteal8_USD,Alt+8=2503
UI/Hotkey/ControlGroupAssignAndSteal8_USDL,Alt+0=2504
UI/Hotkey/ControlGroupAssignAndSteal9,Alt+9=2505
UI/Hotkey/ControlGroupAssignAndSteal9_GRS,Alt+Minus=2506
UI/Hotkey/ControlGroupAssignAndSteal9_NRS,Alt+Minus=2507
UI/Hotkey/ControlGroupAssignAndSteal9_USD,Alt+9=2508
UI/Hotkey/ControlGroupAssignAndSteal9_USDL,Alt+Minus=2509
UI/Hotkey/ControlGroupRecall0,0=2510
UI/Hotkey/ControlGroupRecall0_GRS,Equals=2511
UI/Hotkey/ControlGroupRecall0_NRS,Equals=2512
UI/Hotkey/ControlGroupRecall0_USD,0=2513
UI/Hotkey/ControlGroupRecall0_USDL,Equals=2514
UI/Hotkey/ControlGroupRecall1,1=2515
UI/Hotkey/ControlGroupRecall1_GRS,3=2516
UI/Hotkey/ControlGroupRecall1_NRS,3=2517
UI/Hotkey/ControlGroupRecall1_USD,1=2518
UI/Hotkey/ControlGroupRecall1_USDL,3=2519
UI/Hotkey/ControlGroupRecall2,2=2520
UI/Hotkey/ControlGroupRecall2_GRS,4=2521
UI/Hotkey/ControlGroupRecall2_NRS,4=2522
UI/Hotkey/ControlGroupRecall2_USD,2=2523
UI/Hotkey/ControlGroupRecall2_USDL,4=2524
UI/Hotkey/ControlGroupRecall3,3=2525
UI/Hotkey/ControlGroupRecall3_GRS,5=2526
UI/Hotkey/ControlGroupRecall3_NRS,5=2527
UI/Hotkey/ControlGroupRecall3_USD,3=2528
UI/Hotkey/ControlGroupRecall3_USDL,5=2529
UI/Hotkey/ControlGroupRecall4,4=2530
UI/Hotkey/ControlGroupRecall4_GRS,6=2531
UI/Hotkey/ControlGroupRecall4_NRS,6=2532
UI/Hotkey/ControlGroupRecall4_USD,4=2533
UI/Hotkey/ControlGroupRecall4_USDL,6=2534
UI/Hotkey/ControlGroupRecall5,5=2535
UI/Hotkey/ControlGroupRecall5_GRS,7=2536
UI/Hotkey/ControlGroupRecall5_NRS,7=2537
UI/Hotkey/ControlGroupRecall5_USD,5=2538
UI/Hotkey/ControlGroupRecall5_USDL,7=2539
UI/Hotkey/ControlGroupRecall6,6=2540
UI/Hotkey/ControlGroupRecall6_GRS,8=2541
UI/Hotkey/ControlGroupRecall6_NRS,8=2542
UI/Hotkey/ControlGroupRecall6_USD,6=2543
UI/Hotkey/ControlGroupRecall6_USDL,8=2544
UI/Hotkey/ControlGroupRecall7,7=2545
UI/Hotkey/ControlGroupRecall7_GRS,9=2546
UI/Hotkey/ControlGroupRecall7_NRS,9=2547
UI/Hotkey/ControlGroupRecall7_USD,7=2548
UI/Hotkey/ControlGroupRecall7_USDL,9=2549
UI/Hotkey/ControlGroupRecall8,8=2550
UI/Hotkey/ControlGroupRecall8_GRS,0=2551
UI/Hotkey/ControlGroupRecall8_NRS,0=2552
UI/Hotkey/ControlGroupRecall8_USD,8=2553
UI/Hotkey/ControlGroupRecall8_USDL,0=2554
UI/Hotkey/ControlGroupRecall9,9=2555
UI/Hotkey/ControlGroupRecall9_GRS,Minus=2556
UI/Hotkey/ControlGroupRecall9_NRS,Minus=2557
UI/Hotkey/ControlGroupRecall9_USD,9=2558
UI/Hotkey/ControlGroupRecall9_USDL,Minus=2559
UI/Hotkey/ConversationSkipOne,Space,LeftMouseButton=2560
UI/Hotkey/ConversationSkipOne_USD,Space=2561
UI/Hotkey/ConversationSkipOne_USDL,Space=2562
UI/Hotkey/GameSpeedDec,NumPadMinus=2563
UI/Hotkey/GameSpeedDec_USD,NumPadMinus=2564
UI/Hotkey/GameSpeedDec_USDL,NumPadMinus=2565
UI/Hotkey/GameSpeedInc,NumPadPlus=2566
UI/Hotkey/GameSpeedInc_USD,NumPadPlus=2567
UI/Hotkey/GameSpeedInc_USDL,NumPadPlus=2568
UI/Hotkey/GameTooltipsOn,Shift=2569
UI/Hotkey/GameTooltipsOn_USD,Shift=2570
UI/Hotkey/GameTooltipsOn_USDL,Shift=2571
UI/Hotkey/HeroSelect0,F3=2572
UI/Hotkey/HeroSelect0_GRS,F6=2573
UI/Hotkey/HeroSelect0_NRS,F6=2574
UI/Hotkey/HeroSelect0_USD,F3=2575
UI/Hotkey/HeroSelect0_USDL,F6=2576
UI/Hotkey/HeroSelect1,F4=2577
UI/Hotkey/HeroSelect1_GRS,F7=2578
UI/Hotkey/HeroSelect1_NRS,F7=2579
UI/Hotkey/HeroSelect1_USD,F4=2580
UI/Hotkey/HeroSelect1_USDL,F7=2581
UI/Hotkey/HeroSelect2,F5=2582
UI/Hotkey/HeroSelect2_GRS,F8=2583
UI/Hotkey/HeroSelect2_NRS,F8=2584
UI/Hotkey/HeroSelect2_USD,F5=2585
UI/Hotkey/HeroSelect2_USDL,F8=2586
UI/Hotkey/HeroSelect3,F6=2587
UI/Hotkey/HeroSelect3_GRS,F9=2588
UI/Hotkey/HeroSelect3_NRS,F9=2589
UI/Hotkey/HeroSelect3_USD,F6=2590
UI/Hotkey/HeroSelect3_USDL,F9=2591
UI/Hotkey/HeroSelect4,F7=2592
UI/Hotkey/HeroSelect4_GRS,F10=2593
UI/Hotkey/HeroSelect4_NRS,F10=2594
UI/Hotkey/HeroSelect4_USD,F7=2595
UI/Hotkey/HeroSelect4_USDL,F10=2596
UI/Hotkey/HeroSelect5,F8=2597
UI/Hotkey/HeroSelect5_GRS,F11=2598
UI/Hotkey/HeroSelect5_NRS,F11=2599
UI/Hotkey/HeroSelect5_USD,F8=2600
UI/Hotkey/HeroSelect5_USDL,F11=2601
UI/Hotkey/HeroSelect6,=2602
UI/Hotkey/HeroSelect6_USD,=2603
UI/Hotkey/HeroSelect6_USDL,=2604
UI/Hotkey/HeroSelect7,=2605
UI/Hotkey/HeroSelect7_USD,=2606
UI/Hotkey/HeroSelect7_USDL,=2607
UI/Hotkey/IdleWorker,F1=2608
UI/Hotkey/IdleWorker_GRS,Backspace=2609
UI/Hotkey/IdleWorker_NRS,Backspace=2610
UI/Hotkey/IdleWorker_USD,F1=2611
UI/Hotkey/IdleWorker_USDL,Backspace=2612
UI/Hotkey/LeaderArmy,A=2613
UI/Hotkey/LeaderIncome,I=2614
UI/Hotkey/LeaderProduction,D=2615
UI/Hotkey/LeaderResources,R=2616
UI/Hotkey/LeaderSpending,S=2617
UI/Hotkey/LeaderStructures,T=2618
UI/Hotkey/LeaderUnits,U=2619
